"","Concept","ID","Question","ChoiceNumber"
"43","Donald Trump","0","Hillary Clinton Bernie Sanders",0
"44","Donald Trump","0","Hillary Clinton Elizabeth Warren",0
"45","Donald Trump","0","Hillary Clinton George W. Bush",1
"46","Donald Trump","0","Hillary Clinton Joe Biden",1
"47","Donald Trump","0","Hillary Clinton Richard Nixon",1
"48","Donald Trump","0","Hillary Clinton Ronald Reagan",1
"49","Donald Trump","0","Joe Biden Abraham Lincoln",1
"50","Donald Trump","0","Joe Biden Barack Obama",0
"51","Donald Trump","0","Joe Biden Bernie Sanders",0
"52","Donald Trump","0","Joe Biden Elizabeth Warren",0
"53","Donald Trump","0","Joe Biden George W. Bush",0
"54","Donald Trump","0","Joe Biden Hillary Clinton",0
"55","Donald Trump","0","Joe Biden Richard Nixon",1
"56","Donald Trump","0","Joe Biden Ronald Reagan",1
"57","Donald Trump","0","Richard Nixon Abraham Lincoln",0
"58","Donald Trump","0","Richard Nixon Barack Obama",1
"59","Donald Trump","0","Richard Nixon Bernie Sanders",1
"60","Donald Trump","0","Richard Nixon Elizabeth Warren",1
"61","Donald Trump","0","Richard Nixon George W. Bush",0
"62","Donald Trump","0","Richard Nixon Hillary Clinton",0
"63","Donald Trump","0","Richard Nixon Joe Biden",0
"64","Donald Trump","0","Richard Nixon Ronald Reagan",0
"65","Donald Trump","0","Ronald Reagan Abraham Lincoln",0
"66","Donald Trump","0","Ronald Reagan Barack Obama",0
"67","Donald Trump","0","Ronald Reagan Bernie Sanders",1
"68","Donald Trump","0","Ronald Reagan Elizabeth Warren",0
"69","Donald Trump","0","Ronald Reagan George W. Bush",1
"70","Donald Trump","0","Ronald Reagan Hillary Clinton",0
"71","Donald Trump","0","Ronald Reagan Joe Biden",0
"72","Donald Trump","0","Ronald Reagan Richard Nixon",1
"73","Richard Nixon","0","Abraham Lincoln Bernie Sanders",1
"74","Richard Nixon","0","Abraham Lincoln Elizabeth Warren",0
"75","Richard Nixon","0","Abraham Lincoln George W. Bush",0
"76","Richard Nixon","0","Abraham Lincoln Hillary Clinton",0
"77","Richard Nixon","0","Abraham Lincoln Joe Biden",0
"78","Richard Nixon","0","Abraham Lincoln Ronald Reagan",0
"79","Richard Nixon","0","Barack Obama Abraham Lincoln",0
"80","Richard Nixon","0","Barack Obama Bernie Sanders",0
"81","Richard Nixon","0","Barack Obama Donald Trump",1
"82","Richard Nixon","0","Barack Obama Elizabeth Warren",0
"83","Richard Nixon","0","Barack Obama George W. Bush",0
"84","Richard Nixon","0","Barack Obama Hillary Clinton",0
"85","Richard Nixon","0","Barack Obama Joe Biden",0
"86","Richard Nixon","0","Barack Obama Ronald Reagan",0
"87","Richard Nixon","0","Bernie Sanders Abraham Lincoln",1
"88","Richard Nixon","0","Bernie Sanders Barack Obama",1
"89","Richard Nixon","0","Bernie Sanders Donald Trump",1
"90","Richard Nixon","0","Bernie Sanders Elizabeth Warren",0
"91","Richard Nixon","0","Bernie Sanders George W. Bush",0
"92","Richard Nixon","0","Bernie Sanders Hillary Clinton",1
"93","Richard Nixon","0","Bernie Sanders Joe Biden",1
"94","Richard Nixon","0","Bernie Sanders Ronald Reagan",1
"95","Richard Nixon","0","Donald Trump Abraham Lincoln",1
"96","Richard Nixon","0","Donald Trump Barack Obama",0
"97","Richard Nixon","0","Donald Trump Bernie Sanders",0
"98","Richard Nixon","0","Donald Trump Elizabeth Warren",0
"99","Richard Nixon","0","Donald Trump George W. Bush",0
"100","Richard Nixon","0","Donald Trump Hillary Clinton",0
"101","Richard Nixon","0","Donald Trump Joe Biden",0
"102","Richard Nixon","0","Donald Trump Ronald Reagan",0
"103","Richard Nixon","0","Elizabeth Warren Abraham Lincoln",1
"104","Richard Nixon","0","Elizabeth Warren Barack Obama",1
"105","Richard Nixon","0","Elizabeth Warren Bernie Sanders",1
"106","Richard Nixon","0","Elizabeth Warren Donald Trump",1
"107","Richard Nixon","0","Elizabeth Warren George W. Bush",1
"108","Richard Nixon","0","Elizabeth Warren Hillary Clinton",1
"109","Richard Nixon","0","Elizabeth Warren Joe Biden",1
"110","Richard Nixon","0","Elizabeth Warren Ronald Reagan",1
"111","Richard Nixon","0","George W. Bush Abraham Lincoln",1
"112","Richard Nixon","0","George W. Bush Barack Obama",1
"113","Richard Nixon","0","George W. Bush Bernie Sanders",1
"114","Richard Nixon","0","George W. Bush Donald Trump",1
"115","Richard Nixon","0","George W. Bush Elizabeth Warren",1
"116","Richard Nixon","0","George W. Bush Hillary Clinton",0
"117","Richard Nixon","0","George W. Bush Joe Biden",1
"118","Richard Nixon","0","George W. Bush Ronald Reagan",0
"119","Richard Nixon","0","Hillary Clinton Abraham Lincoln",1
"120","Richard Nixon","0","Hillary Clinton Barack Obama",1
"121","Richard Nixon","0","Hillary Clinton Bernie Sanders",1
"122","Richard Nixon","0","Hillary Clinton Donald Trump",1
"123","Richard Nixon","0","Hillary Clinton Elizabeth Warren",0
"124","Richard Nixon","0","Hillary Clinton George W. Bush",1
"125","Richard Nixon","0","Hillary Clinton Joe Biden",1
"126","Richard Nixon","0","Hillary Clinton Ronald Reagan",1
"127","Richard Nixon","0","Joe Biden Abraham Lincoln",1
"128","Richard Nixon","0","Joe Biden Barack Obama",1
"129","Richard Nixon","0","Joe Biden Bernie Sanders",0
"130","Richard Nixon","0","Joe Biden Donald Trump",1
"131","Richard Nixon","0","Joe Biden Elizabeth Warren",0
"132","Richard Nixon","0","Joe Biden George W. Bush",1
"133","Richard Nixon","0","Joe Biden Hillary Clinton",0
"134","Richard Nixon","0","Joe Biden Ronald Reagan",1
"135","Richard Nixon","0","Ronald Reagan Abraham Lincoln",0
"136","Richard Nixon","0","Ronald Reagan Barack Obama",1
"137","Richard Nixon","0","Ronald Reagan Bernie Sanders",1
"138","Richard Nixon","0","Ronald Reagan Donald Trump",1
"139","Richard Nixon","0","Ronald Reagan Elizabeth Warren",1
"140","Richard Nixon","0","Ronald Reagan George W. Bush",0
"141","Richard Nixon","0","Ronald Reagan Hillary Clinton",1
"142","Richard Nixon","0","Ronald Reagan Joe Biden",0
"143","Ronald Reagan","0","Abraham Lincoln Barack Obama",0
"144","Ronald Reagan","0","Abraham Lincoln Bernie Sanders",0
"145","Ronald Reagan","0","Abraham Lincoln Donald Trump",1
"146","Ronald Reagan","0","Abraham Lincoln Elizabeth Warren",0
"147","Ronald Reagan","0","Abraham Lincoln George W. Bush",0
"148","Ronald Reagan","0","Abraham Lincoln Hillary Clinton",0
"149","Ronald Reagan","0","Abraham Lincoln Joe Biden",0
"150","Ronald Reagan","0","Abraham Lincoln Richard Nixon",0
"151","Ronald Reagan","0","Barack Obama Abraham Lincoln",0
"152","Ronald Reagan","0","Barack Obama Bernie Sanders",0
"153","Ronald Reagan","0","Barack Obama Donald Trump",1
"154","Ronald Reagan","0","Barack Obama Elizabeth Warren",0
"155","Ronald Reagan","0","Barack Obama George W. Bush",1
"156","Ronald Reagan","0","Barack Obama Hillary Clinton",0
"157","Ronald Reagan","0","Barack Obama Joe Biden",0
"158","Ronald Reagan","0","Barack Obama Richard Nixon",0
"159","Ronald Reagan","0","Bernie Sanders Abraham Lincoln",1
"160","Ronald Reagan","0","Bernie Sanders Barack Obama",1
"161","Ronald Reagan","0","Bernie Sanders Donald Trump",1
"162","Ronald Reagan","0","Bernie Sanders Elizabeth Warren",0
"163","Ronald Reagan","0","Bernie Sanders George W. Bush",1
"164","Ronald Reagan","0","Bernie Sanders Hillary Clinton",1
"165","Ronald Reagan","0","Bernie Sanders Joe Biden",1
"166","Ronald Reagan","0","Bernie Sanders Richard Nixon",1
"167","Ronald Reagan","0","Donald Trump Abraham Lincoln",1
"168","Ronald Reagan","0","Donald Trump Barack Obama",0
"169","Ronald Reagan","0","Donald Trump Bernie Sanders",0
"170","Ronald Reagan","0","Donald Trump Elizabeth Warren",0
"171","Ronald Reagan","0","Donald Trump George W. Bush",0
"172","Ronald Reagan","0","Donald Trump Hillary Clinton",0
"173","Ronald Reagan","0","Donald Trump Joe Biden",0
"174","Ronald Reagan","0","Donald Trump Richard Nixon",1
"175","Ronald Reagan","0","Elizabeth Warren Abraham Lincoln",1
"176","Ronald Reagan","0","Elizabeth Warren Barack Obama",1
"177","Ronald Reagan","0","Elizabeth Warren Bernie Sanders",1
"178","Ronald Reagan","0","Elizabeth Warren Donald Trump",1
"179","Ronald Reagan","0","Elizabeth Warren George W. Bush",1
"180","Ronald Reagan","0","Elizabeth Warren Hillary Clinton",1
"181","Ronald Reagan","0","Elizabeth Warren Joe Biden",1
"182","Ronald Reagan","0","Elizabeth Warren Richard Nixon",1
"183","Ronald Reagan","0","George W. Bush Abraham Lincoln",1
"184","Ronald Reagan","0","George W. Bush Barack Obama",0
"185","Ronald Reagan","0","George W. Bush Bernie Sanders",1
"186","Ronald Reagan","0","George W. Bush Donald Trump",1
"187","Ronald Reagan","0","George W. Bush Elizabeth Warren",0
"188","Ronald Reagan","0","George W. Bush Hillary Clinton",0
"189","Ronald Reagan","0","George W. Bush Joe Biden",0
"190","Ronald Reagan","0","George W. Bush Richard Nixon",0
"191","Ronald Reagan","0","Hillary Clinton Abraham Lincoln",1
"192","Ronald Reagan","0","Hillary Clinton Barack Obama",1
"193","Ronald Reagan","0","Hillary Clinton Bernie Sanders",1
"194","Ronald Reagan","0","Hillary Clinton Donald Trump",1
"195","Ronald Reagan","0","Hillary Clinton Elizabeth Warren",0
"196","Ronald Reagan","0","Hillary Clinton George W. Bush",1
"197","Ronald Reagan","0","Hillary Clinton Joe Biden",1
"198","Ronald Reagan","0","Hillary Clinton Richard Nixon",1
"199","Ronald Reagan","0","Joe Biden Abraham Lincoln",1
"200","Ronald Reagan","0","Joe Biden Barack Obama",1
"201","Ronald Reagan","0","Joe Biden Bernie Sanders",0
"202","Ronald Reagan","0","Joe Biden Donald Trump",1
"203","Ronald Reagan","0","Joe Biden Elizabeth Warren",0
"204","Ronald Reagan","0","Joe Biden George W. Bush",1
"205","Ronald Reagan","0","Joe Biden Hillary Clinton",0
"206","Ronald Reagan","0","Joe Biden Richard Nixon",0
"207","Ronald Reagan","0","Richard Nixon Abraham Lincoln",0
"208","Ronald Reagan","0","Richard Nixon Barack Obama",1
"209","Ronald Reagan","0","Richard Nixon Bernie Sanders",0
"210","Ronald Reagan","0","Richard Nixon Donald Trump",1
"211","Ronald Reagan","0","Richard Nixon Elizabeth Warren",0
"212","Ronald Reagan","0","Richard Nixon George W. Bush",1
"213","Ronald Reagan","0","Richard Nixon Hillary Clinton",0
"214","Ronald Reagan","0","Richard Nixon Joe Biden",1
"215","Donald Trump","1","Abraham Lincoln Barack Obama",0
"216","Donald Trump","1","Abraham Lincoln Bernie Sanders",1
"217","Donald Trump","1","Abraham Lincoln Elizabeth Warren",0
"218","Donald Trump","1","Abraham Lincoln George W. Bush",1
"219","Donald Trump","1","Abraham Lincoln Hillary Clinton",1
"220","Donald Trump","1","Abraham Lincoln Joe Biden",1
"221","Donald Trump","1","Abraham Lincoln Richard Nixon",1
"222","Donald Trump","1","Abraham Lincoln Ronald Reagan",1
"223","Donald Trump","1","Barack Obama Abraham Lincoln",0
"224","Donald Trump","1","Barack Obama Bernie Sanders",1
"225","Donald Trump","1","Barack Obama Elizabeth Warren",0
"226","Donald Trump","1","Barack Obama George W. Bush",0
"227","Donald Trump","1","Barack Obama Hillary Clinton",0
"228","Donald Trump","1","Barack Obama Joe Biden",0
"229","Donald Trump","1","Barack Obama Richard Nixon",0
"230","Donald Trump","1","Barack Obama Ronald Reagan",1
"231","Donald Trump","1","Bernie Sanders Abraham Lincoln",1
"232","Donald Trump","1","Bernie Sanders Barack Obama",1
"233","Donald Trump","1","Bernie Sanders Elizabeth Warren",0
"234","Donald Trump","1","Bernie Sanders George W. Bush",1
"235","Donald Trump","1","Bernie Sanders Hillary Clinton",1
"236","Donald Trump","1","Bernie Sanders Joe Biden",1
"237","Donald Trump","1","Bernie Sanders Richard Nixon",1
"238","Donald Trump","1","Bernie Sanders Ronald Reagan",1
"239","Donald Trump","1","Elizabeth Warren Abraham Lincoln",1
"240","Donald Trump","1","Elizabeth Warren Barack Obama",1
"241","Donald Trump","1","Elizabeth Warren Bernie Sanders",1
"242","Donald Trump","1","Elizabeth Warren George W. Bush",1
"243","Donald Trump","1","Elizabeth Warren Hillary Clinton",1
"244","Donald Trump","1","Elizabeth Warren Joe Biden",1
"245","Donald Trump","1","Elizabeth Warren Richard Nixon",1
"246","Donald Trump","1","Elizabeth Warren Ronald Reagan",1
"247","Donald Trump","1","George W. Bush Abraham Lincoln",1
"248","Donald Trump","1","George W. Bush Barack Obama",0
"249","Donald Trump","1","George W. Bush Bernie Sanders",1
"250","Donald Trump","1","George W. Bush Elizabeth Warren",0
"251","Donald Trump","1","George W. Bush Hillary Clinton",0
"252","Donald Trump","1","George W. Bush Joe Biden",1
"253","Donald Trump","1","George W. Bush Richard Nixon",0
"254","Donald Trump","1","George W. Bush Ronald Reagan",0
"255","Donald Trump","1","Hillary Clinton Abraham Lincoln",1
"256","Donald Trump","1","Hillary Clinton Barack Obama",0
"257","Donald Trump","1","Hillary Clinton Bernie Sanders",1
"258","Donald Trump","1","Hillary Clinton Elizabeth Warren",0
"259","Donald Trump","1","Hillary Clinton George W. Bush",1
"260","Donald Trump","1","Hillary Clinton Joe Biden",1
"261","Donald Trump","1","Hillary Clinton Richard Nixon",1
"262","Donald Trump","1","Hillary Clinton Ronald Reagan",1
"263","Donald Trump","1","Joe Biden Abraham Lincoln",1
"264","Donald Trump","1","Joe Biden Barack Obama",0
"265","Donald Trump","1","Joe Biden Bernie Sanders",0
"266","Donald Trump","1","Joe Biden Elizabeth Warren",0
"267","Donald Trump","1","Joe Biden George W. Bush",1
"268","Donald Trump","1","Joe Biden Hillary Clinton",0
"269","Donald Trump","1","Joe Biden Richard Nixon",1
"270","Donald Trump","1","Joe Biden Ronald Reagan",1
"271","Donald Trump","1","Richard Nixon Abraham Lincoln",0
"272","Donald Trump","1","Richard Nixon Barack Obama",0
"273","Donald Trump","1","Richard Nixon Bernie Sanders",0
"274","Donald Trump","1","Richard Nixon Elizabeth Warren",0
"275","Donald Trump","1","Richard Nixon George W. Bush",0
"276","Donald Trump","1","Richard Nixon Hillary Clinton",0
"277","Donald Trump","1","Richard Nixon Joe Biden",0
"278","Donald Trump","1","Richard Nixon Ronald Reagan",0
"279","Donald Trump","1","Ronald Reagan Abraham Lincoln",0
"280","Donald Trump","1","Ronald Reagan Barack Obama",0
"281","Donald Trump","1","Ronald Reagan Bernie Sanders",0
"282","Donald Trump","1","Ronald Reagan Elizabeth Warren",0
"283","Donald Trump","1","Ronald Reagan George W. Bush",1
"284","Donald Trump","1","Ronald Reagan Hillary Clinton",0
"285","Donald Trump","1","Ronald Reagan Joe Biden",0
"286","Donald Trump","1","Ronald Reagan Richard Nixon",1
"287","Richard Nixon","1","Abraham Lincoln Barack Obama",0
"288","Richard Nixon","1","Abraham Lincoln Bernie Sanders",0
"289","Richard Nixon","1","Abraham Lincoln Donald Trump",1
"290","Richard Nixon","1","Abraham Lincoln Elizabeth Warren",0
"291","Richard Nixon","1","Abraham Lincoln George W. Bush",0
"292","Richard Nixon","1","Abraham Lincoln Hillary Clinton",0
"293","Richard Nixon","1","Abraham Lincoln Joe Biden",0
"294","Richard Nixon","1","Abraham Lincoln Ronald Reagan",1
"295","Richard Nixon","1","Barack Obama Abraham Lincoln",0
"296","Richard Nixon","1","Barack Obama Bernie Sanders",0
"297","Richard Nixon","1","Barack Obama Donald Trump",0
"298","Richard Nixon","1","Barack Obama Elizabeth Warren",0
"299","Richard Nixon","1","Barack Obama George W. Bush",0
"300","Richard Nixon","1","Barack Obama Hillary Clinton",0
"301","Richard Nixon","1","Barack Obama Joe Biden",0
"302","Richard Nixon","1","Barack Obama Ronald Reagan",1
"303","Richard Nixon","1","Bernie Sanders Abraham Lincoln",1
"304","Richard Nixon","1","Bernie Sanders Barack Obama",1
"305","Richard Nixon","1","Bernie Sanders Donald Trump",1
"306","Richard Nixon","1","Bernie Sanders Elizabeth Warren",0
"307","Richard Nixon","1","Bernie Sanders George W. Bush",1
"308","Richard Nixon","1","Bernie Sanders Hillary Clinton",1
"309","Richard Nixon","1","Bernie Sanders Joe Biden",1
"310","Richard Nixon","1","Bernie Sanders Ronald Reagan",1
"311","Richard Nixon","1","Donald Trump Abraham Lincoln",0
"312","Richard Nixon","1","Donald Trump Barack Obama",0
"313","Richard Nixon","1","Donald Trump Bernie Sanders",0
"314","Richard Nixon","1","Donald Trump Elizabeth Warren",0
"315","Richard Nixon","1","Donald Trump George W. Bush",0
"316","Richard Nixon","1","Donald Trump Hillary Clinton",0
"317","Richard Nixon","1","Donald Trump Joe Biden",0
"318","Richard Nixon","1","Donald Trump Ronald Reagan",0
"319","Richard Nixon","1","Elizabeth Warren Abraham Lincoln",1
"320","Richard Nixon","1","Elizabeth Warren Barack Obama",1
"321","Richard Nixon","1","Elizabeth Warren Bernie Sanders",1
"322","Richard Nixon","1","Elizabeth Warren Donald Trump",1
"323","Richard Nixon","1","Elizabeth Warren George W. Bush",1
"324","Richard Nixon","1","Elizabeth Warren Hillary Clinton",1
"325","Richard Nixon","1","Elizabeth Warren Joe Biden",1
"326","Richard Nixon","1","Elizabeth Warren Ronald Reagan",1
"327","Richard Nixon","1","George W. Bush Abraham Lincoln",0
"328","Richard Nixon","1","George W. Bush Barack Obama",0
"329","Richard Nixon","1","George W. Bush Bernie Sanders",1
"330","Richard Nixon","1","George W. Bush Donald Trump",1
"331","Richard Nixon","1","George W. Bush Elizabeth Warren",1
"332","Richard Nixon","1","George W. Bush Hillary Clinton",1
"333","Richard Nixon","1","George W. Bush Joe Biden",1
"334","Richard Nixon","1","George W. Bush Ronald Reagan",1
"335","Richard Nixon","1","Hillary Clinton Abraham Lincoln",1
"336","Richard Nixon","1","Hillary Clinton Barack Obama",0
"337","Richard Nixon","1","Hillary Clinton Bernie Sanders",0
"338","Richard Nixon","1","Hillary Clinton Donald Trump",1
"339","Richard Nixon","1","Hillary Clinton Elizabeth Warren",0
"340","Richard Nixon","1","Hillary Clinton George W. Bush",1
"341","Richard Nixon","1","Hillary Clinton Joe Biden",1
"342","Richard Nixon","1","Hillary Clinton Ronald Reagan",1
"343","Richard Nixon","1","Joe Biden Abraham Lincoln",1
"344","Richard Nixon","1","Joe Biden Barack Obama",1
"345","Richard Nixon","1","Joe Biden Bernie Sanders",0
"346","Richard Nixon","1","Joe Biden Donald Trump",1
"347","Richard Nixon","1","Joe Biden Elizabeth Warren",0
"348","Richard Nixon","1","Joe Biden George W. Bush",0
"349","Richard Nixon","1","Joe Biden Hillary Clinton",1
"350","Richard Nixon","1","Joe Biden Ronald Reagan",0
"351","Richard Nixon","1","Ronald Reagan Abraham Lincoln",0
"352","Richard Nixon","1","Ronald Reagan Barack Obama",1
"353","Richard Nixon","1","Ronald Reagan Bernie Sanders",1
"354","Richard Nixon","1","Ronald Reagan Donald Trump",1
"355","Richard Nixon","1","Ronald Reagan Elizabeth Warren",1
"356","Richard Nixon","1","Ronald Reagan George W. Bush",0
"357","Richard Nixon","1","Ronald Reagan Hillary Clinton",0
"358","Richard Nixon","1","Ronald Reagan Joe Biden",1
"359","Ronald Reagan","1","Abraham Lincoln Barack Obama",1
"360","Ronald Reagan","1","Abraham Lincoln Bernie Sanders",0
"361","Ronald Reagan","1","Abraham Lincoln Donald Trump",1
"362","Ronald Reagan","1","Abraham Lincoln Elizabeth Warren",0
"363","Ronald Reagan","1","Abraham Lincoln George W. Bush",0
"364","Ronald Reagan","1","Abraham Lincoln Hillary Clinton",0
"365","Ronald Reagan","1","Abraham Lincoln Joe Biden",0
"366","Ronald Reagan","1","Abraham Lincoln Richard Nixon",0
"367","Ronald Reagan","1","Barack Obama Abraham Lincoln",1
"368","Ronald Reagan","1","Barack Obama Bernie Sanders",0
"369","Ronald Reagan","1","Barack Obama Donald Trump",1
"370","Ronald Reagan","1","Barack Obama Elizabeth Warren",0
"371","Ronald Reagan","1","Barack Obama George W. Bush",1
"372","Ronald Reagan","1","Barack Obama Hillary Clinton",0
"373","Ronald Reagan","1","Barack Obama Joe Biden",0
"374","Ronald Reagan","1","Barack Obama Richard Nixon",0
"375","Ronald Reagan","1","Bernie Sanders Abraham Lincoln",1
"376","Ronald Reagan","1","Bernie Sanders Barack Obama",1
"377","Ronald Reagan","1","Bernie Sanders Donald Trump",1
"378","Ronald Reagan","1","Bernie Sanders Elizabeth Warren",1
"379","Ronald Reagan","1","Bernie Sanders George W. Bush",1
"380","Ronald Reagan","1","Bernie Sanders Hillary Clinton",1
"381","Ronald Reagan","1","Bernie Sanders Joe Biden",1
"382","Ronald Reagan","1","Bernie Sanders Richard Nixon",1
"383","Ronald Reagan","1","Donald Trump Abraham Lincoln",1
"384","Ronald Reagan","1","Donald Trump Barack Obama",0
"385","Ronald Reagan","1","Donald Trump Bernie Sanders",0
"386","Ronald Reagan","1","Donald Trump Elizabeth Warren",0
"387","Ronald Reagan","1","Donald Trump George W. Bush",0
"388","Ronald Reagan","1","Donald Trump Hillary Clinton",0
"389","Ronald Reagan","1","Donald Trump Joe Biden",0
"390","Ronald Reagan","1","Donald Trump Richard Nixon",1
"391","Ronald Reagan","1","Elizabeth Warren Abraham Lincoln",1
"392","Ronald Reagan","1","Elizabeth Warren Barack Obama",1
"393","Ronald Reagan","1","Elizabeth Warren Bernie Sanders",1
"394","Ronald Reagan","1","Elizabeth Warren Donald Trump",1
"395","Ronald Reagan","1","Elizabeth Warren George W. Bush",1
"396","Ronald Reagan","1","Elizabeth Warren Hillary Clinton",0
"397","Ronald Reagan","1","Elizabeth Warren Joe Biden",1
"398","Ronald Reagan","1","Elizabeth Warren Richard Nixon",1
"399","Ronald Reagan","1","George W. Bush Abraham Lincoln",1
"400","Ronald Reagan","1","George W. Bush Barack Obama",0
"401","Ronald Reagan","1","George W. Bush Bernie Sanders",1
"402","Ronald Reagan","1","George W. Bush Donald Trump",1
"403","Ronald Reagan","1","George W. Bush Elizabeth Warren",0
"404","Ronald Reagan","1","George W. Bush Hillary Clinton",0
"405","Ronald Reagan","1","George W. Bush Joe Biden",0
"406","Ronald Reagan","1","George W. Bush Richard Nixon",0
"407","Ronald Reagan","1","Hillary Clinton Abraham Lincoln",1
"408","Ronald Reagan","1","Hillary Clinton Barack Obama",1
"409","Ronald Reagan","1","Hillary Clinton Bernie Sanders",0
"410","Ronald Reagan","1","Hillary Clinton Donald Trump",1
"411","Ronald Reagan","1","Hillary Clinton Elizabeth Warren",0
"412","Ronald Reagan","1","Hillary Clinton George W. Bush",1
"413","Ronald Reagan","1","Hillary Clinton Joe Biden",1
"414","Ronald Reagan","1","Hillary Clinton Richard Nixon",1
"415","Ronald Reagan","1","Joe Biden Abraham Lincoln",1
"416","Ronald Reagan","1","Joe Biden Barack Obama",1
"417","Ronald Reagan","1","Joe Biden Bernie Sanders",0
"418","Ronald Reagan","1","Joe Biden Donald Trump",1
"419","Ronald Reagan","1","Joe Biden Elizabeth Warren",0
"420","Ronald Reagan","1","Joe Biden George W. Bush",1
"421","Ronald Reagan","1","Joe Biden Hillary Clinton",0
"422","Ronald Reagan","1","Joe Biden Richard Nixon",1
"423","Ronald Reagan","1","Richard Nixon Abraham Lincoln",1
"424","Ronald Reagan","1","Richard Nixon Barack Obama",1
"425","Ronald Reagan","1","Richard Nixon Bernie Sanders",0
"426","Ronald Reagan","1","Richard Nixon Donald Trump",0
"427","Ronald Reagan","1","Richard Nixon Elizabeth Warren",0
"428","Ronald Reagan","1","Richard Nixon George W. Bush",1
"429","Ronald Reagan","1","Richard Nixon Hillary Clinton",0
"430","Ronald Reagan","1","Richard Nixon Joe Biden",1
"431","Donald Trump","10","Abraham Lincoln Barack Obama",0
"432","Donald Trump","10","Abraham Lincoln Bernie Sanders",0
"433","Donald Trump","10","Abraham Lincoln Elizabeth Warren",0
"434","Donald Trump","10","Abraham Lincoln George W. Bush",1
"435","Donald Trump","10","Abraham Lincoln Hillary Clinton",0
"436","Donald Trump","10","Abraham Lincoln Joe Biden",0
"437","Donald Trump","10","Abraham Lincoln Richard Nixon",1
"438","Donald Trump","10","Abraham Lincoln Ronald Reagan",1
"439","Donald Trump","10","Barack Obama Abraham Lincoln",0
"440","Donald Trump","10","Barack Obama Bernie Sanders",0
"441","Donald Trump","10","Barack Obama Elizabeth Warren",0
"442","Donald Trump","10","Barack Obama George W. Bush",0
"443","Donald Trump","10","Barack Obama Hillary Clinton",0
"444","Donald Trump","10","Barack Obama Joe Biden",1
"445","Donald Trump","10","Barack Obama Richard Nixon",0
"446","Donald Trump","10","Barack Obama Ronald Reagan",0
"447","Donald Trump","10","Bernie Sanders Abraham Lincoln",1
"448","Donald Trump","10","Bernie Sanders Barack Obama",0
"449","Donald Trump","10","Bernie Sanders Elizabeth Warren",0
"450","Donald Trump","10","Bernie Sanders George W. Bush",1
"451","Donald Trump","10","Bernie Sanders Hillary Clinton",0
"452","Donald Trump","10","Bernie Sanders Joe Biden",0
"453","Donald Trump","10","Bernie Sanders Richard Nixon",1
"454","Donald Trump","10","Bernie Sanders Ronald Reagan",1
"455","Donald Trump","10","Elizabeth Warren Abraham Lincoln",1
