Unnamed: 0,Concept,ID,Question,ChoiceNumber
223,Bernie Sanders,1,Barack Obama Abraham Lincoln,0
224,Bernie Sanders,1,Barack Obama Donald Trump,0
225,Bernie Sanders,1,Barack Obama Elizabeth Warren,1
226,Bernie Sanders,1,Barack Obama George W. Bush,0
227,Bernie Sanders,1,Barack Obama Hillary Clinton,0
228,Bernie Sanders,1,Barack Obama Joe Biden,0
229,Bernie Sanders,1,Barack Obama Richard Nixon,0
230,Bernie Sanders,1,Barack Obama Ronald Reagan,0
231,Bernie Sanders,1,Donald Trump Abraham Lincoln,1
232,Bernie Sanders,1,Donald Trump Barack Obama,1
233,Bernie Sanders,1,Donald Trump Elizabeth Warren,1
234,Bernie Sanders,1,Donald Trump George W. Bush,0
235,Bernie Sanders,1,Donald Trump Hillary Clinton,0
236,Bernie Sanders,1,Donald Trump Joe Biden,1
237,Bernie Sanders,1,Donald Trump Richard Nixon,0
238,Bernie Sanders,1,Donald Trump Ronald Reagan,1
239,Bernie Sanders,1,Elizabeth Warren Abraham Lincoln,0
240,Bernie Sanders,1,Elizabeth Warren Barack Obama,0
241,Bernie Sanders,1,Elizabeth Warren Donald Trump,0
242,Bernie Sanders,1,Elizabeth Warren George W. Bush,0
243,Bernie Sanders,1,Elizabeth Warren Hillary Clinton,0
244,Bernie Sanders,1,Elizabeth Warren Joe Biden,0
245,Bernie Sanders,1,Elizabeth Warren Richard Nixon,0
246,Bernie Sanders,1,Elizabeth Warren Ronald Reagan,0
247,Bernie Sanders,1,George W. Bush Abraham Lincoln,1
248,Bernie Sanders,1,George W. Bush Barack Obama,1
249,Bernie Sanders,1,George W. Bush Donald Trump,1
250,Bernie Sanders,1,George W. Bush Elizabeth Warren,1
251,Bernie Sanders,1,George W. Bush Hillary Clinton,1
252,Bernie Sanders,1,George W. Bush Joe Biden,1
253,Bernie Sanders,1,George W. Bush Richard Nixon,1
254,Bernie Sanders,1,George W. Bush Ronald Reagan,1
255,Bernie Sanders,1,Hillary Clinton Abraham Lincoln,1
256,Bernie Sanders,1,Hillary Clinton Barack Obama,1
257,Bernie Sanders,1,Hillary Clinton Donald Trump,0
258,Bernie Sanders,1,Hillary Clinton Elizabeth Warren,1
259,Bernie Sanders,1,Hillary Clinton George W. Bush,0
260,Bernie Sanders,1,Hillary Clinton Joe Biden,1
261,Bernie Sanders,1,Hillary Clinton Richard Nixon,0
262,Bernie Sanders,1,Hillary Clinton Ronald Reagan,0
263,Bernie Sanders,1,Joe Biden Abraham Lincoln,0
264,Bernie Sanders,1,Joe Biden Barack Obama,1
265,Bernie Sanders,1,Joe Biden Donald Trump,0
266,Bernie Sanders,1,Joe Biden Elizabeth Warren,1
267,Bernie Sanders,1,Joe Biden George W. Bush,0
268,Bernie Sanders,1,Joe Biden Hillary Clinton,0
269,Bernie Sanders,1,Joe Biden Richard Nixon,0
270,Bernie Sanders,1,Joe Biden Ronald Reagan,0
271,Bernie Sanders,1,Richard Nixon Abraham Lincoln,1
272,Bernie Sanders,1,Richard Nixon Barack Obama,1
273,Bernie Sanders,1,Richard Nixon Donald Trump,1
274,Bernie Sanders,1,Richard Nixon Elizabeth Warren,1
275,Bernie Sanders,1,Richard Nixon George W. Bush,0
276,Bernie Sanders,1,Richard Nixon Hillary Clinton,1
277,Bernie Sanders,1,Richard Nixon Joe Biden,1
278,Bernie Sanders,1,Richard Nixon Ronald Reagan,0
279,Bernie Sanders,1,Ronald Reagan Abraham Lincoln,1
280,Bernie Sanders,1,Ronald Reagan Barack Obama,1
281,Bernie Sanders,1,Ronald Reagan Donald Trump,1
282,Bernie Sanders,1,Ronald Reagan Elizabeth Warren,1
283,Bernie Sanders,1,Ronald Reagan George W. Bush,0
284,Bernie Sanders,1,Ronald Reagan Hillary Clinton,1
285,Bernie Sanders,1,Ronald Reagan Joe Biden,1
286,Bernie Sanders,1,Ronald Reagan Richard Nixon,1
287,Barack Obama,10,Abraham Lincoln Bernie Sanders,1
288,Barack Obama,10,Abraham Lincoln Donald Trump,0
289,Barack Obama,10,Abraham Lincoln Elizabeth Warren,0
290,Barack Obama,10,Abraham Lincoln George W. Bush,0
291,Barack Obama,10,Abraham Lincoln Hillary Clinton,0
292,Barack Obama,10,Abraham Lincoln Joe Biden,1
293,Barack Obama,10,Abraham Lincoln Richard Nixon,0
294,Barack Obama,10,Abraham Lincoln Ronald Reagan,0
295,Barack Obama,10,Bernie Sanders Abraham Lincoln,1
296,Barack Obama,10,Bernie Sanders Donald Trump,0
297,Barack Obama,10,Bernie Sanders Elizabeth Warren,0
298,Barack Obama,10,Bernie Sanders George W. Bush,0
299,Barack Obama,10,Bernie Sanders Hillary Clinton,1
300,Barack Obama,10,Bernie Sanders Joe Biden,1
301,Barack Obama,10,Bernie Sanders Richard Nixon,0
302,Barack Obama,10,Bernie Sanders Ronald Reagan,1
303,Barack Obama,10,Donald Trump Abraham Lincoln,1
304,Barack Obama,10,Donald Trump Bernie Sanders,1
305,Barack Obama,10,Donald Trump Elizabeth Warren,1
306,Barack Obama,10,Donald Trump George W. Bush,0
307,Barack Obama,10,Donald Trump Hillary Clinton,1
308,Barack Obama,10,Donald Trump Joe Biden,1
309,Barack Obama,10,Donald Trump Richard Nixon,1
310,Barack Obama,10,Donald Trump Ronald Reagan,1
311,Barack Obama,10,Elizabeth Warren Abraham Lincoln,1
312,Barack Obama,10,Elizabeth Warren Bernie Sanders,0
313,Barack Obama,10,Elizabeth Warren Donald Trump,0
314,Barack Obama,10,Elizabeth Warren George W. Bush,0
315,Barack Obama,10,Elizabeth Warren Hillary Clinton,0
316,Barack Obama,10,Elizabeth Warren Joe Biden,1
317,Barack Obama,10,Elizabeth Warren Richard Nixon,0
318,Barack Obama,10,Elizabeth Warren Ronald Reagan,0
319,Barack Obama,10,George W. Bush Abraham Lincoln,1
320,Barack Obama,10,George W. Bush Bernie Sanders,1
321,Barack Obama,10,George W. Bush Donald Trump,1
322,Barack Obama,10,George W. Bush Elizabeth Warren,1
323,Barack Obama,10,George W. Bush Hillary Clinton,1
324,Barack Obama,10,George W. Bush Joe Biden,1
325,Barack Obama,10,George W. Bush Richard Nixon,0
326,Barack Obama,10,George W. Bush Ronald Reagan,1
327,Barack Obama,10,Hillary Clinton Abraham Lincoln,0
328,Barack Obama,10,Hillary Clinton Bernie Sanders,0
329,Barack Obama,10,Hillary Clinton Donald Trump,0
330,Barack Obama,10,Hillary Clinton Elizabeth Warren,0
331,Barack Obama,10,Hillary Clinton George W. Bush,0
332,Barack Obama,10,Hillary Clinton Joe Biden,1
333,Barack Obama,10,Hillary Clinton Richard Nixon,0
334,Barack Obama,10,Hillary Clinton Ronald Reagan,0
335,Barack Obama,10,Joe Biden Abraham Lincoln,0
336,Barack Obama,10,Joe Biden Bernie Sanders,0
337,Barack Obama,10,Joe Biden Donald Trump,0
338,Barack Obama,10,Joe Biden Elizabeth Warren,0
339,Barack Obama,10,Joe Biden George W. Bush,0
340,Barack Obama,10,Joe Biden Hillary Clinton,0
341,Barack Obama,10,Joe Biden Richard Nixon,0
342,Barack Obama,10,Joe Biden Ronald Reagan,0
343,Barack Obama,10,Richard Nixon Abraham Lincoln,1
344,Barack Obama,10,Richard Nixon Bernie Sanders,1
345,Barack Obama,10,Richard Nixon Donald Trump,0
346,Barack Obama,10,Richard Nixon Elizabeth Warren,1
347,Barack Obama,10,Richard Nixon George W. Bush,1
348,Barack Obama,10,Richard Nixon Hillary Clinton,1
349,Barack Obama,10,Richard Nixon Joe Biden,1
350,Barack Obama,10,Richard Nixon Ronald Reagan,0
351,Barack Obama,10,Ronald Reagan Abraham Lincoln,1
352,Barack Obama,10,Ronald Reagan Bernie Sanders,1
353,Barack Obama,10,Ronald Reagan Donald Trump,0
354,Barack Obama,10,Ronald Reagan Elizabeth Warren,1
355,Barack Obama,10,Ronald Reagan George W. Bush,0
356,Barack Obama,10,Ronald Reagan Hillary Clinton,1
357,Barack Obama,10,Ronald Reagan Joe Biden,1
358,Barack Obama,10,Ronald Reagan Richard Nixon,0
359,Bernie Sanders,10,Abraham Lincoln Barack Obama,1
360,Bernie Sanders,10,Abraham Lincoln Donald Trump,0
361,Bernie Sanders,10,Abraham Lincoln Elizabeth Warren,1
362,Bernie Sanders,10,Abraham Lincoln George W. Bush,0
363,Bernie Sanders,10,Abraham Lincoln Hillary Clinton,0
364,Bernie Sanders,10,Abraham Lincoln Joe Biden,0
365,Bernie Sanders,10,Abraham Lincoln Richard Nixon,0
366,Bernie Sanders,10,Abraham Lincoln Ronald Reagan,0
367,Bernie Sanders,10,Barack Obama Abraham Lincoln,0
368,Bernie Sanders,10,Barack Obama Donald Trump,0
369,Bernie Sanders,10,Barack Obama Elizabeth Warren,1
370,Bernie Sanders,10,Barack Obama George W. Bush,0
371,Bernie Sanders,10,Barack Obama Hillary Clinton,0
372,Bernie Sanders,10,Barack Obama Joe Biden,0
373,Bernie Sanders,10,Barack Obama Richard Nixon,0
374,Bernie Sanders,10,Barack Obama Ronald Reagan,0
375,Bernie Sanders,10,Donald Trump Abraham Lincoln,1
376,Bernie Sanders,10,Donald Trump Barack Obama,1
377,Bernie Sanders,10,Donald Trump Elizabeth Warren,1
378,Bernie Sanders,10,Donald Trump George W. Bush,0
379,Bernie Sanders,10,Donald Trump Hillary Clinton,1
380,Bernie Sanders,10,Donald Trump Joe Biden,1
381,Bernie Sanders,10,Donald Trump Richard Nixon,0
382,Bernie Sanders,10,Donald Trump Ronald Reagan,1
383,Bernie Sanders,10,Elizabeth Warren Abraham Lincoln,0
384,Bernie Sanders,10,Elizabeth Warren Barack Obama,0
385,Bernie Sanders,10,Elizabeth Warren Donald Trump,0
386,Bernie Sanders,10,Elizabeth Warren George W. Bush,0
387,Bernie Sanders,10,Elizabeth Warren Hillary Clinton,0
388,Bernie Sanders,10,Elizabeth Warren Joe Biden,0
389,Bernie Sanders,10,Elizabeth Warren Richard Nixon,0
390,Bernie Sanders,10,Elizabeth Warren Ronald Reagan,0
391,Bernie Sanders,10,George W. Bush Abraham Lincoln,1
392,Bernie Sanders,10,George W. Bush Barack Obama,1
393,Bernie Sanders,10,George W. Bush Donald Trump,1
394,Bernie Sanders,10,George W. Bush Elizabeth Warren,1
395,Bernie Sanders,10,George W. Bush Hillary Clinton,1
396,Bernie Sanders,10,George W. Bush Joe Biden,1
397,Bernie Sanders,10,George W. Bush Richard Nixon,1
398,Bernie Sanders,10,George W. Bush Ronald Reagan,1
399,Bernie Sanders,10,Hillary Clinton Abraham Lincoln,1
400,Bernie Sanders,10,Hillary Clinton Barack Obama,1
401,Bernie Sanders,10,Hillary Clinton Donald Trump,0
402,Bernie Sanders,10,Hillary Clinton Elizabeth Warren,1
403,Bernie Sanders,10,Hillary Clinton George W. Bush,0
404,Bernie Sanders,10,Hillary Clinton Joe Biden,1
405,Bernie Sanders,10,Hillary Clinton Richard Nixon,0
406,Bernie Sanders,10,Hillary Clinton Ronald Reagan,0
407,Bernie Sanders,10,Joe Biden Abraham Lincoln,1
408,Bernie Sanders,10,Joe Biden Barack Obama,0
409,Bernie Sanders,10,Joe Biden Donald Trump,0
410,Bernie Sanders,10,Joe Biden Elizabeth Warren,1
411,Bernie Sanders,10,Joe Biden George W. Bush,0
412,Bernie Sanders,10,Joe Biden Hillary Clinton,0
413,Bernie Sanders,10,Joe Biden Richard Nixon,0
414,Bernie Sanders,10,Joe Biden Ronald Reagan,0
415,Bernie Sanders,10,Richard Nixon Abraham Lincoln,1
416,Bernie Sanders,10,Richard Nixon Barack Obama,1
417,Bernie Sanders,10,Richard Nixon Donald Trump,0
418,Bernie Sanders,10,Richard Nixon Elizabeth Warren,1
419,Bernie Sanders,10,Richard Nixon George W. Bush,0
420,Bernie Sanders,10,Richard Nixon Hillary Clinton,0
421,Bernie Sanders,10,Richard Nixon Joe Biden,1
422,Bernie Sanders,10,Richard Nixon Ronald Reagan,1
423,Bernie Sanders,10,Ronald Reagan Abraham Lincoln,1
424,Bernie Sanders,10,Ronald Reagan Barack Obama,1
425,Bernie Sanders,10,Ronald Reagan Donald Trump,1
426,Bernie Sanders,10,Ronald Reagan Elizabeth Warren,1
427,Bernie Sanders,10,Ronald Reagan George W. Bush,0
428,Bernie Sanders,10,Ronald Reagan Hillary Clinton,1
429,Bernie Sanders,10,Ronald Reagan Joe Biden,1
430,Bernie Sanders,10,Ronald Reagan Richard Nixon,1
431,Barack Obama,11,Abraham Lincoln Bernie Sanders,0
432,Barack Obama,11,Abraham Lincoln Donald Trump,0
433,Barack Obama,11,Abraham Lincoln Elizabeth Warren,0
434,Barack Obama,11,Abraham Lincoln George W. Bush,0
435,Barack Obama,11,Abraham Lincoln Hillary Clinton,0
436,Barack Obama,11,Abraham Lincoln Joe Biden,1
437,Barack Obama,11,Abraham Lincoln Richard Nixon,0
438,Barack Obama,11,Abraham Lincoln Ronald Reagan,0
439,Barack Obama,11,Bernie Sanders Abraham Lincoln,0
440,Barack Obama,11,Bernie Sanders Donald Trump,0
441,Barack Obama,11,Bernie Sanders Elizabeth Warren,1
442,Barack Obama,11,Bernie Sanders George W. Bush,0
443,Barack Obama,11,Bernie Sanders Hillary Clinton,1
444,Barack Obama,11,Bernie Sanders Joe Biden,1
445,Barack Obama,11,Bernie Sanders Richard Nixon,0
446,Barack Obama,11,Bernie Sanders Ronald Reagan,0
447,Barack Obama,11,Donald Trump Abraham Lincoln,1
448,Barack Obama,11,Donald Trump Bernie Sanders,1
449,Barack Obama,11,Donald Trump Elizabeth Warren,1
450,Barack Obama,11,Donald Trump George W. Bush,0
451,Barack Obama,11,Donald Trump Hillary Clinton,1
452,Barack Obama,11,Donald Trump Joe Biden,1
453,Barack Obama,11,Donald Trump Richard Nixon,0
454,Barack Obama,11,Donald Trump Ronald Reagan,1
455,Barack Obama,11,Elizabeth Warren Abraham Lincoln,1
456,Barack Obama,11,Elizabeth Warren Bernie Sanders,0
457,Barack Obama,11,Elizabeth Warren Donald Trump,0
458,Barack Obama,11,Elizabeth Warren George W. Bush,0
459,Barack Obama,11,Elizabeth Warren Hillary Clinton,0
460,Barack Obama,11,Elizabeth Warren Joe Biden,1
461,Barack Obama,11,Elizabeth Warren Richard Nixon,0
462,Barack Obama,11,Elizabeth Warren Ronald Reagan,0
463,Barack Obama,11,George W. Bush Abraham Lincoln,1
464,Barack Obama,11,George W. Bush Bernie Sanders,1
465,Barack Obama,11,George W. Bush Donald Trump,1
466,Barack Obama,11,George W. Bush Elizabeth Warren,1
467,Barack Obama,11,George W. Bush Hillary Clinton,1
468,Barack Obama,11,George W. Bush Joe Biden,1
469,Barack Obama,11,George W. Bush Richard Nixon,0
470,Barack Obama,11,George W. Bush Ronald Reagan,0
