Concept,ID,Question,ChoiceNumber
Hillary Clinton,4,Donald Trump George W. Bush,0
Hillary Clinton,4,Elizabeth Warren Richard Nixon,0
Hillary Clinton,4,George W. Bush Ronald Reagan,0
Hillary Clinton,4,Joe Biden Richard Nixon,0
Hillary Clinton,4,Richard Nixon Ronald Reagan,0
Ronald Reagan,5,Abraham Lincoln Bernie Sanders,1
Ronald Reagan,5,Abraham Lincoln Elizabeth Warren,0
Ronald Reagan,5,Barack Obama Joe Biden,0
Ronald Reagan,5,Bernie Sanders Donald Trump,0
Ronald Reagan,5,Bernie Sanders George W. Bush,0
Ronald Reagan,5,Bernie Sanders Hillary Clinton,0
Ronald Reagan,5,Elizabeth Warren George W. Bush,0
Bernie Sanders,6,Abraham Lincoln Barack Obama,0
Bernie Sanders,6,Abraham Lincoln Donald Trump,0
Bernie Sanders,6,Abraham Lincoln Elizabeth Warren,0
Bernie Sanders,6,Abraham Lincoln George W. Bush,1
Bernie Sanders,6,Abraham Lincoln Joe Biden,0
Bernie Sanders,6,Abraham Lincoln Richard Nixon,1
Bernie Sanders,6,Barack Obama George W. Bush,0
Bernie Sanders,6,Barack Obama Joe Biden,0
Bernie Sanders,6,Barack Obama Ronald Reagan,0
Bernie Sanders,6,Donald Trump George W. Bush,0
Bernie Sanders,6,Donald Trump Joe Biden,0
Bernie Sanders,6,Donald Trump Richard Nixon,1
Bernie Sanders,6,Elizabeth Warren Joe Biden,0
Bernie Sanders,6,Elizabeth Warren Ronald Reagan,1
Bernie Sanders,6,Hillary Clinton Richard Nixon,1
Hillary Clinton,7,Abraham Lincoln Barack Obama,0
Hillary Clinton,7,Abraham Lincoln Richard Nixon,0
Hillary Clinton,7,Barack Obama Elizabeth Warren,0
Hillary Clinton,7,Barack Obama Joe Biden,0
Hillary Clinton,7,Barack Obama Richard Nixon,0
Hillary Clinton,7,Bernie Sanders Richard Nixon,0
Hillary Clinton,7,Bernie Sanders Ronald Reagan,1
Hillary Clinton,7,Donald Trump Joe Biden,1
Hillary Clinton,7,Elizabeth Warren George W. Bush,0
Hillary Clinton,7,George W. Bush Richard Nixon,0
Joe Biden,8,Abraham Lincoln George W. Bush,0
Joe Biden,8,Abraham Lincoln Hillary Clinton,1
Joe Biden,8,Bernie Sanders Donald Trump,1
Joe Biden,8,Bernie Sanders Elizabeth Warren,0
Joe Biden,8,Bernie Sanders George W. Bush,0
Joe Biden,8,Donald Trump Elizabeth Warren,0
Joe Biden,8,Donald Trump Richard Nixon,0
Joe Biden,8,Elizabeth Warren George W. Bush,0
Joe Biden,8,Elizabeth Warren Hillary Clinton,0
Joe Biden,8,Elizabeth Warren Richard Nixon,0
Joe Biden,8,George W. Bush Richard Nixon,0
Joe Biden,8,George W. Bush Ronald Reagan,0
Joe Biden,8,Hillary Clinton Richard Nixon,0
Joe Biden,8,Hillary Clinton Ronald Reagan,1
Joe Biden,8,Richard Nixon Ronald Reagan,0
Elizabeth Warren,9,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,9,Abraham Lincoln Donald Trump,1
Elizabeth Warren,9,Abraham Lincoln Hillary Clinton,0
Elizabeth Warren,9,Barack Obama Bernie Sanders,0
Elizabeth Warren,9,Barack Obama Hillary Clinton,1
Elizabeth Warren,9,Bernie Sanders Donald Trump,0
Elizabeth Warren,9,Bernie Sanders George W. Bush,0
Elizabeth Warren,9,Bernie Sanders Ronald Reagan,0
Elizabeth Warren,9,Donald Trump Hillary Clinton,0
Elizabeth Warren,9,Donald Trump Joe Biden,0
Elizabeth Warren,9,George W. Bush Richard Nixon,0
Elizabeth Warren,9,George W. Bush Ronald Reagan,0
Elizabeth Warren,9,Hillary Clinton Joe Biden,1
Elizabeth Warren,9,Hillary Clinton Ronald Reagan,0
Elizabeth Warren,9,Joe Biden Richard Nixon,0
Elizabeth Warren,9,Joe Biden Ronald Reagan,0
Donald Trump,10,Barack Obama Hillary Clinton,0
Donald Trump,10,Bernie Sanders Richard Nixon,0
Donald Trump,10,George W. Bush Joe Biden,1
Donald Trump,10,Hillary Clinton Ronald Reagan,1
Joe Biden,11,Abraham Lincoln Bernie Sanders,1
Joe Biden,11,Abraham Lincoln Elizabeth Warren,0
Joe Biden,11,Abraham Lincoln Hillary Clinton,0
Joe Biden,11,Abraham Lincoln Richard Nixon,0
Joe Biden,11,Abraham Lincoln Ronald Reagan,0
Joe Biden,11,Barack Obama Bernie Sanders,0
Joe Biden,11,Barack Obama Elizabeth Warren,0
Joe Biden,11,Barack Obama Ronald Reagan,1
Joe Biden,11,Bernie Sanders Donald Trump,0
Joe Biden,11,Bernie Sanders Hillary Clinton,0
Joe Biden,11,Donald Trump Ronald Reagan,0
Joe Biden,12,Abraham Lincoln Bernie Sanders,0
Joe Biden,12,Abraham Lincoln Richard Nixon,0
Joe Biden,12,Barack Obama Elizabeth Warren,0
Joe Biden,12,Barack Obama Richard Nixon,0
Joe Biden,12,Bernie Sanders George W. Bush,0
Joe Biden,12,Donald Trump Richard Nixon,0
Joe Biden,12,George W. Bush Richard Nixon,0
Joe Biden,12,George W. Bush Ronald Reagan,1
Bernie Sanders,13,Abraham Lincoln Barack Obama,0
Bernie Sanders,13,Abraham Lincoln Richard Nixon,0
Bernie Sanders,13,Barack Obama George W. Bush,0
Bernie Sanders,13,Barack Obama Joe Biden,1
Bernie Sanders,13,Donald Trump Joe Biden,0
Bernie Sanders,13,Elizabeth Warren Ronald Reagan,0
Bernie Sanders,13,George W. Bush Joe Biden,0
George W. Bush,14,Abraham Lincoln Barack Obama,0
George W. Bush,14,Abraham Lincoln Bernie Sanders,1
George W. Bush,14,Abraham Lincoln Ronald Reagan,0
George W. Bush,14,Barack Obama Donald Trump,1
George W. Bush,14,Barack Obama Elizabeth Warren,0
George W. Bush,14,Barack Obama Joe Biden,1
George W. Bush,14,Barack Obama Richard Nixon,1
George W. Bush,14,Bernie Sanders Donald Trump,1
George W. Bush,14,Bernie Sanders Joe Biden,0
George W. Bush,14,Bernie Sanders Richard Nixon,1
George W. Bush,14,Donald Trump Elizabeth Warren,0
George W. Bush,14,Donald Trump Richard Nixon,0
George W. Bush,14,Hillary Clinton Ronald Reagan,1
George W. Bush,14,Joe Biden Richard Nixon,1
Elizabeth Warren,15,Barack Obama George W. Bush,0
Elizabeth Warren,15,Barack Obama Richard Nixon,0
Elizabeth Warren,15,Bernie Sanders Donald Trump,0
Elizabeth Warren,15,Bernie Sanders Hillary Clinton,0
Elizabeth Warren,15,Bernie Sanders Richard Nixon,0
Elizabeth Warren,15,Donald Trump George W. Bush,0
Elizabeth Warren,15,Donald Trump Ronald Reagan,0
Elizabeth Warren,15,George W. Bush Hillary Clinton,0
Elizabeth Warren,15,George W. Bush Richard Nixon,0
Elizabeth Warren,15,George W. Bush Ronald Reagan,1
Elizabeth Warren,15,Joe Biden Ronald Reagan,0
Elizabeth Warren,15,Richard Nixon Ronald Reagan,0
Barack Obama,16,Abraham Lincoln George W. Bush,0
Barack Obama,16,Abraham Lincoln Hillary Clinton,0
Barack Obama,16,Abraham Lincoln Joe Biden,0
Barack Obama,16,Bernie Sanders Richard Nixon,0
Barack Obama,16,Donald Trump Richard Nixon,0
Barack Obama,16,Donald Trump Ronald Reagan,1
Barack Obama,16,Hillary Clinton Richard Nixon,1
Barack Obama,16,Joe Biden Ronald Reagan,0
Joe Biden,17,Abraham Lincoln Elizabeth Warren,0
Joe Biden,17,Barack Obama Bernie Sanders,0
Joe Biden,17,Barack Obama Elizabeth Warren,0
Joe Biden,17,Bernie Sanders Elizabeth Warren,0
Joe Biden,17,Donald Trump George W. Bush,0
Joe Biden,17,Donald Trump Richard Nixon,1
Joe Biden,17,George W. Bush Hillary Clinton,1
Joe Biden,17,Hillary Clinton Richard Nixon,1
George W. Bush,18,Abraham Lincoln Barack Obama,0
George W. Bush,18,Abraham Lincoln Bernie Sanders,0
George W. Bush,18,Abraham Lincoln Elizabeth Warren,0
George W. Bush,18,Abraham Lincoln Hillary Clinton,1
George W. Bush,18,Abraham Lincoln Joe Biden,0
George W. Bush,18,Barack Obama Elizabeth Warren,1
George W. Bush,18,Barack Obama Joe Biden,0
George W. Bush,18,Barack Obama Ronald Reagan,1
George W. Bush,18,Bernie Sanders Elizabeth Warren,0
George W. Bush,18,Bernie Sanders Richard Nixon,0
George W. Bush,18,Donald Trump Hillary Clinton,0
George W. Bush,18,Donald Trump Richard Nixon,0
George W. Bush,18,Elizabeth Warren Hillary Clinton,0
George W. Bush,18,Joe Biden Ronald Reagan,0
George W. Bush,18,Richard Nixon Ronald Reagan,0
Barack Obama,19,Abraham Lincoln Elizabeth Warren,0
Barack Obama,19,Abraham Lincoln Richard Nixon,0
Barack Obama,19,Bernie Sanders Ronald Reagan,1
Barack Obama,19,Donald Trump George W. Bush,0
Barack Obama,19,Donald Trump Ronald Reagan,0
Barack Obama,19,Elizabeth Warren George W. Bush,0
Barack Obama,19,Elizabeth Warren Joe Biden,0
Elizabeth Warren,20,Abraham Lincoln George W. Bush,0
Elizabeth Warren,20,Barack Obama Ronald Reagan,0
Elizabeth Warren,20,Bernie Sanders Hillary Clinton,0
Elizabeth Warren,20,Bernie Sanders Richard Nixon,0
Elizabeth Warren,20,Donald Trump Joe Biden,0
Elizabeth Warren,20,George W. Bush Ronald Reagan,0
Elizabeth Warren,20,Hillary Clinton Joe Biden,1
Elizabeth Warren,20,Hillary Clinton Ronald Reagan,0
Abraham Lincoln,21,Barack Obama Elizabeth Warren,0
Abraham Lincoln,21,Barack Obama Richard Nixon,0
Abraham Lincoln,21,Bernie Sanders Donald Trump,0
Abraham Lincoln,21,Bernie Sanders Hillary Clinton,0
Abraham Lincoln,21,Bernie Sanders Joe Biden,1
Abraham Lincoln,21,Donald Trump Hillary Clinton,0
Abraham Lincoln,21,Donald Trump Richard Nixon,0
Abraham Lincoln,21,Donald Trump Ronald Reagan,0
Abraham Lincoln,21,Elizabeth Warren Joe Biden,0
Abraham Lincoln,21,Hillary Clinton Joe Biden,0
Abraham Lincoln,21,Hillary Clinton Ronald Reagan,0
Abraham Lincoln,21,Richard Nixon Ronald Reagan,0
Ronald Reagan,22,Abraham Lincoln Donald Trump,0
Ronald Reagan,22,Abraham Lincoln Joe Biden,1
Ronald Reagan,22,Abraham Lincoln Richard Nixon,0
Ronald Reagan,22,Barack Obama Hillary Clinton,0
Ronald Reagan,22,Bernie Sanders Donald Trump,0
Ronald Reagan,22,Bernie Sanders Elizabeth Warren,0
Ronald Reagan,22,Donald Trump Elizabeth Warren,0
Ronald Reagan,22,Donald Trump Hillary Clinton,0
Ronald Reagan,22,Donald Trump Richard Nixon,0
Ronald Reagan,22,Elizabeth Warren Joe Biden,0
Ronald Reagan,22,Elizabeth Warren Richard Nixon,0
Ronald Reagan,22,Hillary Clinton Joe Biden,0
George W. Bush,23,Abraham Lincoln Donald Trump,0
George W. Bush,23,Abraham Lincoln Joe Biden,0
George W. Bush,23,Barack Obama Bernie Sanders,0
George W. Bush,23,Barack Obama Donald Trump,1
George W. Bush,23,Barack Obama Elizabeth Warren,0
George W. Bush,23,Barack Obama Joe Biden,0
George W. Bush,23,Bernie Sanders Richard Nixon,1
George W. Bush,23,Donald Trump Richard Nixon,0
George W. Bush,23,Donald Trump Ronald Reagan,0
George W. Bush,23,Elizabeth Warren Ronald Reagan,0
George W. Bush,23,Hillary Clinton Joe Biden,0
George W. Bush,23,Joe Biden Richard Nixon,0
George W. Bush,23,Joe Biden Ronald Reagan,0
George W. Bush,23,Richard Nixon Ronald Reagan,1
Richard Nixon,24,Abraham Lincoln Bernie Sanders,0
Richard Nixon,24,Abraham Lincoln Elizabeth Warren,1
Richard Nixon,24,Abraham Lincoln George W. Bush,0
Richard Nixon,24,Barack Obama Hillary Clinton,0
Richard Nixon,24,Barack Obama Ronald Reagan,0
Richard Nixon,24,Bernie Sanders Donald Trump,0
Richard Nixon,24,Donald Trump George W. Bush,0
Richard Nixon,24,Donald Trump Ronald Reagan,0
Richard Nixon,24,Elizabeth Warren Joe Biden,0
Richard Nixon,24,George W. Bush Ronald Reagan,0
Abraham Lincoln,25,Barack Obama Elizabeth Warren,1
Abraham Lincoln,25,Barack Obama Joe Biden,0
Abraham Lincoln,25,Bernie Sanders George W. Bush,0
Abraham Lincoln,25,Bernie Sanders Joe Biden,1
Abraham Lincoln,25,Elizabeth Warren Joe Biden,0
Abraham Lincoln,25,Elizabeth Warren Ronald Reagan,0
Abraham Lincoln,25,George W. Bush Joe Biden,0
Abraham Lincoln,25,Richard Nixon Ronald Reagan,1
Ronald Reagan,26,Barack Obama Donald Trump,0
Ronald Reagan,26,Barack Obama Hillary Clinton,1
Ronald Reagan,26,Barack Obama Joe Biden,0
Ronald Reagan,26,Barack Obama Richard Nixon,1
Ronald Reagan,26,Bernie Sanders Hillary Clinton,0
Ronald Reagan,26,Donald Trump Elizabeth Warren,1
Ronald Reagan,26,Donald Trump Hillary Clinton,0
Ronald Reagan,26,Elizabeth Warren Hillary Clinton,0
Ronald Reagan,26,Elizabeth Warren Richard Nixon,0
Ronald Reagan,26,George W. Bush Hillary Clinton,0
Ronald Reagan,26,Hillary Clinton Joe Biden,0
Bernie Sanders,27,Abraham Lincoln Donald Trump,0
Bernie Sanders,27,Abraham Lincoln Hillary Clinton,0
Bernie Sanders,27,Barack Obama Elizabeth Warren,0
Bernie Sanders,27,Barack Obama George W. Bush,0
Bernie Sanders,27,Barack Obama Joe Biden,0
Bernie Sanders,27,Barack Obama Richard Nixon,0
Bernie Sanders,27,Donald Trump Hillary Clinton,0
Bernie Sanders,27,Donald Trump Richard Nixon,1
Bernie Sanders,27,Elizabeth Warren George W. Bush,0
Bernie Sanders,27,Elizabeth Warren Hillary Clinton,0
Bernie Sanders,27,Elizabeth Warren Richard Nixon,0
Bernie Sanders,27,George W. Bush Joe Biden,0
Bernie Sanders,27,Hillary Clinton Ronald Reagan,0
Hillary Clinton,28,Abraham Lincoln Joe Biden,1
Hillary Clinton,28,Abraham Lincoln Richard Nixon,0
Hillary Clinton,28,Abraham Lincoln Ronald Reagan,0
Hillary Clinton,28,Barack Obama Elizabeth Warren,0
Hillary Clinton,28,Barack Obama Joe Biden,0
Hillary Clinton,28,Barack Obama Richard Nixon,0
Hillary Clinton,28,Barack Obama Ronald Reagan,0
Hillary Clinton,28,Donald Trump George W. Bush,0
Hillary Clinton,28,Elizabeth Warren George W. Bush,0
Hillary Clinton,28,Elizabeth Warren Richard Nixon,0
Hillary Clinton,28,George W. Bush Richard Nixon,0
Hillary Clinton,28,Joe Biden Richard Nixon,0
Donald Trump,29,Abraham Lincoln Bernie Sanders,0
Donald Trump,29,Abraham Lincoln Joe Biden,1
Donald Trump,29,Abraham Lincoln Richard Nixon,0
Donald Trump,29,Abraham Lincoln Ronald Reagan,0
Donald Trump,29,Barack Obama Ronald Reagan,0
Donald Trump,29,Bernie Sanders Joe Biden,0
Donald Trump,29,Bernie Sanders Richard Nixon,0
Donald Trump,29,Elizabeth Warren Hillary Clinton,0
Donald Trump,29,Elizabeth Warren Richard Nixon,0
Donald Trump,29,George W. Bush Ronald Reagan,0
Donald Trump,29,Hillary Clinton Richard Nixon,0
Donald Trump,29,Joe Biden Richard Nixon,0
Richard Nixon,30,Abraham Lincoln George W. Bush,0
Richard Nixon,30,Barack Obama Elizabeth Warren,0
Richard Nixon,30,Barack Obama George W. Bush,0
Richard Nixon,30,Bernie Sanders Hillary Clinton,1
Richard Nixon,30,Bernie Sanders Ronald Reagan,0
Richard Nixon,30,Elizabeth Warren George W. Bush,0
Richard Nixon,30,Elizabeth Warren Hillary Clinton,0
Bernie Sanders,31,Abraham Lincoln Elizabeth Warren,0
Bernie Sanders,31,Barack Obama Elizabeth Warren,1
Bernie Sanders,31,Barack Obama Joe Biden,0
Bernie Sanders,31,Donald Trump George W. Bush,1
Bernie Sanders,31,Donald Trump Hillary Clinton,0
Bernie Sanders,31,Donald Trump Joe Biden,1
Bernie Sanders,31,Elizabeth Warren Joe Biden,0
Bernie Sanders,31,Elizabeth Warren Ronald Reagan,1
Bernie Sanders,31,George W. Bush Joe Biden,1
Bernie Sanders,31,George W. Bush Richard Nixon,1
Elizabeth Warren,32,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,32,Abraham Lincoln Hillary Clinton,0
Elizabeth Warren,32,Abraham Lincoln Joe Biden,0
Elizabeth Warren,32,Barack Obama Donald Trump,0
Elizabeth Warren,32,Barack Obama George W. Bush,0
Elizabeth Warren,32,Bernie Sanders George W. Bush,0
Elizabeth Warren,32,George W. Bush Ronald Reagan,0
Elizabeth Warren,32,Joe Biden Richard Nixon,1
Bernie Sanders,33,Abraham Lincoln Barack Obama,0
Bernie Sanders,33,Abraham Lincoln Donald Trump,1
Bernie Sanders,33,Abraham Lincoln Hillary Clinton,0
Bernie Sanders,33,Abraham Lincoln Joe Biden,0
Bernie Sanders,33,Abraham Lincoln Richard Nixon,1
Bernie Sanders,33,Barack Obama George W. Bush,0
Bernie Sanders,33,Barack Obama Hillary Clinton,0
Bernie Sanders,33,Barack Obama Joe Biden,1
Bernie Sanders,33,Donald Trump George W. Bush,0
Bernie Sanders,33,Donald Trump Joe Biden,0
Bernie Sanders,33,Elizabeth Warren Richard Nixon,0
Bernie Sanders,33,Elizabeth Warren Ronald Reagan,0
Bernie Sanders,33,George W. Bush Hillary Clinton,0
Bernie Sanders,33,Hillary Clinton Joe Biden,0
Hillary Clinton,34,Abraham Lincoln Donald Trump,1
Hillary Clinton,34,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,34,Barack Obama George W. Bush,0
Hillary Clinton,34,Barack Obama Richard Nixon,0
Hillary Clinton,34,Barack Obama Ronald Reagan,0
Hillary Clinton,34,Bernie Sanders Joe Biden,0
Hillary Clinton,34,Donald Trump Elizabeth Warren,0
Hillary Clinton,34,Donald Trump Joe Biden,1
Hillary Clinton,34,Elizabeth Warren Ronald Reagan,0
Hillary Clinton,34,George W. Bush Joe Biden,1
Elizabeth Warren,35,Barack Obama Bernie Sanders,0
Elizabeth Warren,35,Barack Obama Hillary Clinton,0
Elizabeth Warren,35,Bernie Sanders Richard Nixon,0
Elizabeth Warren,35,Bernie Sanders Ronald Reagan,0
Elizabeth Warren,35,Donald Trump Hillary Clinton,0
Elizabeth Warren,35,Donald Trump Joe Biden,0
Elizabeth Warren,35,George W. Bush Joe Biden,0
Elizabeth Warren,35,Hillary Clinton Ronald Reagan,0
Richard Nixon,36,Abraham Lincoln Elizabeth Warren,0
Richard Nixon,36,Abraham Lincoln Ronald Reagan,1
Richard Nixon,36,Barack Obama Joe Biden,1
Richard Nixon,36,Bernie Sanders Donald Trump,0
Richard Nixon,36,Bernie Sanders Elizabeth Warren,0
Richard Nixon,36,Bernie Sanders Hillary Clinton,0
Richard Nixon,36,Donald Trump Joe Biden,0
Richard Nixon,36,George W. Bush Ronald Reagan,0
Hillary Clinton,37,Abraham Lincoln Barack Obama,0
Hillary Clinton,37,Abraham Lincoln George W. Bush,1
Hillary Clinton,37,Barack Obama Bernie Sanders,0
Hillary Clinton,37,Barack Obama Elizabeth Warren,0
Hillary Clinton,37,Barack Obama Joe Biden,0
Hillary Clinton,37,Barack Obama Richard Nixon,0
Hillary Clinton,37,Barack Obama Ronald Reagan,0
Hillary Clinton,37,Bernie Sanders Joe Biden,1
Hillary Clinton,37,Donald Trump Ronald Reagan,0
Hillary Clinton,37,Elizabeth Warren Joe Biden,0
Hillary Clinton,37,Elizabeth Warren Richard Nixon,0
Hillary Clinton,37,George W. Bush Richard Nixon,0
Hillary Clinton,37,Richard Nixon Ronald Reagan,0
Barack Obama,38,Abraham Lincoln Donald Trump,0
Barack Obama,38,Abraham Lincoln Elizabeth Warren,0
Barack Obama,38,Abraham Lincoln Richard Nixon,0
Barack Obama,38,Abraham Lincoln Ronald Reagan,1
Barack Obama,38,Donald Trump Hillary Clinton,0
Barack Obama,38,Hillary Clinton Ronald Reagan,0
Barack Obama,38,Joe Biden Richard Nixon,0
Barack Obama,38,Richard Nixon Ronald Reagan,0
Donald Trump,39,Abraham Lincoln Barack Obama,1
Donald Trump,39,Abraham Lincoln Bernie Sanders,0
Donald Trump,39,Abraham Lincoln Elizabeth Warren,0
Donald Trump,39,Abraham Lincoln Richard Nixon,1
Donald Trump,39,Barack Obama George W. Bush,0
Donald Trump,39,Bernie Sanders Elizabeth Warren,0
Donald Trump,39,Bernie Sanders George W. Bush,0
Donald Trump,39,Bernie Sanders Hillary Clinton,0
Donald Trump,39,Bernie Sanders Joe Biden,0
Donald Trump,39,Elizabeth Warren Richard Nixon,0
Donald Trump,39,George W. Bush Joe Biden,1
Donald Trump,39,Hillary Clinton Joe Biden,0
Donald Trump,39,Joe Biden Ronald Reagan,0
Richard Nixon,40,Abraham Lincoln Donald Trump,0
Richard Nixon,40,Abraham Lincoln Elizabeth Warren,0
Richard Nixon,40,Barack Obama Bernie Sanders,0
Richard Nixon,40,Donald Trump Elizabeth Warren,0
Richard Nixon,40,Donald Trump George W. Bush,0
Richard Nixon,40,Donald Trump Joe Biden,1
Richard Nixon,40,George W. Bush Hillary Clinton,0
Richard Nixon,40,George W. Bush Joe Biden,0
Richard Nixon,40,Hillary Clinton Ronald Reagan,0
Barack Obama,41,Abraham Lincoln George W. Bush,0
Barack Obama,41,Abraham Lincoln Hillary Clinton,0
Barack Obama,41,Abraham Lincoln Richard Nixon,0
Barack Obama,41,Bernie Sanders Donald Trump,0
Barack Obama,41,Bernie Sanders Hillary Clinton,0
Barack Obama,41,Bernie Sanders Joe Biden,0
Barack Obama,41,Donald Trump Elizabeth Warren,0
Barack Obama,41,Donald Trump Hillary Clinton,0
Barack Obama,41,George W. Bush Hillary Clinton,1
Barack Obama,41,George W. Bush Joe Biden,0
Barack Obama,41,Hillary Clinton Joe Biden,0
Barack Obama,41,Joe Biden Ronald Reagan,0
Ronald Reagan,42,Abraham Lincoln Elizabeth Warren,0
Ronald Reagan,42,Abraham Lincoln George W. Bush,0
Ronald Reagan,42,Abraham Lincoln Joe Biden,0
Ronald Reagan,42,Barack Obama Bernie Sanders,0
Ronald Reagan,42,Barack Obama Elizabeth Warren,0
Ronald Reagan,42,Barack Obama George W. Bush,1
Ronald Reagan,42,Barack Obama Hillary Clinton,0
Ronald Reagan,42,Barack Obama Richard Nixon,0
Ronald Reagan,42,Bernie Sanders George W. Bush,0
Ronald Reagan,42,Donald Trump Elizabeth Warren,0
Ronald Reagan,42,Donald Trump Hillary Clinton,1
Ronald Reagan,42,Elizabeth Warren George W. Bush,0
Ronald Reagan,42,Hillary Clinton Richard Nixon,1
Richard Nixon,43,Abraham Lincoln George W. Bush,0
Richard Nixon,43,Abraham Lincoln Ronald Reagan,0
Richard Nixon,43,Barack Obama Hillary Clinton,0
Richard Nixon,43,Barack Obama Ronald Reagan,0
Richard Nixon,43,Bernie Sanders Joe Biden,0
Richard Nixon,43,Donald Trump George W. Bush,1
Richard Nixon,43,Donald Trump Joe Biden,0
Richard Nixon,43,George W. Bush Hillary Clinton,0
Richard Nixon,43,George W. Bush Joe Biden,0
Richard Nixon,43,Hillary Clinton Ronald Reagan,0
Ronald Reagan,44,Abraham Lincoln Barack Obama,0
Ronald Reagan,44,Barack Obama George W. Bush,0
Ronald Reagan,44,Barack Obama Richard Nixon,1
Ronald Reagan,44,Bernie Sanders Richard Nixon,0
Ronald Reagan,44,Elizabeth Warren Joe Biden,0
Ronald Reagan,44,George W. Bush Hillary Clinton,0
Elizabeth Warren,45,Abraham Lincoln Hillary Clinton,0
Elizabeth Warren,45,Abraham Lincoln Joe Biden,0
Elizabeth Warren,45,Abraham Lincoln Ronald Reagan,0
Elizabeth Warren,45,Barack Obama Bernie Sanders,0
Elizabeth Warren,45,Barack Obama Donald Trump,0
Elizabeth Warren,45,Barack Obama George W. Bush,1
Elizabeth Warren,45,Barack Obama Hillary Clinton,0
Elizabeth Warren,45,Bernie Sanders George W. Bush,0
Elizabeth Warren,45,Bernie Sanders Joe Biden,0
Elizabeth Warren,45,Bernie Sanders Richard Nixon,1
Elizabeth Warren,45,Donald Trump George W. Bush,0
Elizabeth Warren,45,Donald Trump Joe Biden,1
Elizabeth Warren,45,Donald Trump Ronald Reagan,0
Elizabeth Warren,45,George W. Bush Joe Biden,0
Elizabeth Warren,45,Hillary Clinton Ronald Reagan,0
Elizabeth Warren,45,Joe Biden Richard Nixon,0
Barack Obama,46,Abraham Lincoln Richard Nixon,0
Barack Obama,46,Abraham Lincoln Ronald Reagan,0
Barack Obama,46,Bernie Sanders Richard Nixon,0
Barack Obama,46,Elizabeth Warren Ronald Reagan,1
Barack Obama,46,George W. Bush Hillary Clinton,0
Barack Obama,46,Hillary Clinton Richard Nixon,0
Donald Trump,47,Abraham Lincoln Barack Obama,0
Donald Trump,47,Abraham Lincoln Ronald Reagan,0
Donald Trump,47,Barack Obama Bernie Sanders,0
Donald Trump,47,Barack Obama Elizabeth Warren,0
Donald Trump,47,Barack Obama Joe Biden,0
Donald Trump,47,Bernie Sanders Joe Biden,0
Donald Trump,47,Bernie Sanders Richard Nixon,0
Donald Trump,47,Elizabeth Warren Richard Nixon,0
Donald Trump,47,Hillary Clinton Joe Biden,1
