Concept,ID,Question,ChoiceNumber
Richard Nixon,36,Elizabeth Warren Hillary Clinton,0
Richard Nixon,36,George W. Bush Hillary Clinton,0
Richard Nixon,36,George W. Bush Joe Biden,0
Hillary Clinton,37,Abraham Lincoln Barack Obama,0
Hillary Clinton,37,Abraham Lincoln Joe Biden,0
Hillary Clinton,37,Abraham Lincoln Ronald Reagan,0
Hillary Clinton,37,Barack Obama Bernie Sanders,0
Hillary Clinton,37,Donald Trump Elizabeth Warren,1
Hillary Clinton,37,Donald Trump George W. Bush,0
Hillary Clinton,37,George W. Bush Richard Nixon,0
Hillary Clinton,37,Joe Biden Ronald Reagan,0
Barack Obama,38,Donald Trump Elizabeth Warren,0
Barack Obama,38,Donald Trump George W. Bush,0
Barack Obama,38,Donald Trump Joe Biden,0
Barack Obama,38,George W. Bush Ronald Reagan,0
Barack Obama,38,Hillary Clinton Joe Biden,0
Barack Obama,38,Hillary Clinton Ronald Reagan,0
Barack Obama,38,Joe Biden Ronald Reagan,0
Donald Trump,39,Abraham Lincoln Hillary Clinton,1
Donald Trump,39,Abraham Lincoln Joe Biden,0
Donald Trump,39,Barack Obama Joe Biden,0
Donald Trump,39,Bernie Sanders Elizabeth Warren,0
Donald Trump,39,Bernie Sanders Richard Nixon,0
Donald Trump,39,Elizabeth Warren Richard Nixon,0
Richard Nixon,40,Abraham Lincoln Barack Obama,0
Richard Nixon,40,Abraham Lincoln Hillary Clinton,0
Richard Nixon,40,Abraham Lincoln Joe Biden,0
Richard Nixon,40,Barack Obama Elizabeth Warren,0
Barack Obama,41,Abraham Lincoln Donald Trump,1
Barack Obama,41,Abraham Lincoln Ronald Reagan,0
Barack Obama,41,Donald Trump Elizabeth Warren,0
Barack Obama,41,Donald Trump George W. Bush,0
Barack Obama,41,Donald Trump Ronald Reagan,0
Barack Obama,41,Joe Biden Richard Nixon,0
Barack Obama,41,Richard Nixon Ronald Reagan,0
Ronald Reagan,42,Abraham Lincoln Bernie Sanders,0
Ronald Reagan,42,Abraham Lincoln Richard Nixon,0
Ronald Reagan,42,Bernie Sanders Joe Biden,0
Ronald Reagan,42,Elizabeth Warren Joe Biden,0
Ronald Reagan,42,George W. Bush Richard Nixon,0
Richard Nixon,43,Abraham Lincoln Donald Trump,0
Richard Nixon,43,Abraham Lincoln Joe Biden,0
Richard Nixon,43,Abraham Lincoln Ronald Reagan,0
Richard Nixon,43,Barack Obama Bernie Sanders,0
Richard Nixon,43,Barack Obama Donald Trump,0
Richard Nixon,43,George W. Bush Hillary Clinton,0
Richard Nixon,43,Hillary Clinton Joe Biden,0
Ronald Reagan,44,Abraham Lincoln Bernie Sanders,1
Ronald Reagan,44,Abraham Lincoln Elizabeth Warren,0
Ronald Reagan,44,Abraham Lincoln George W. Bush,0
Ronald Reagan,44,Barack Obama George W. Bush,1
Ronald Reagan,44,Barack Obama Hillary Clinton,0
Ronald Reagan,44,Bernie Sanders Hillary Clinton,0
Ronald Reagan,44,Donald Trump Richard Nixon,0
Ronald Reagan,44,George W. Bush Joe Biden,0
Ronald Reagan,44,Hillary Clinton Joe Biden,0
Ronald Reagan,44,Hillary Clinton Richard Nixon,0
Elizabeth Warren,45,Barack Obama Richard Nixon,0
Elizabeth Warren,45,George W. Bush Richard Nixon,1
Elizabeth Warren,45,Hillary Clinton Richard Nixon,0
Elizabeth Warren,45,Hillary Clinton Ronald Reagan,1
Elizabeth Warren,45,Richard Nixon Ronald Reagan,0
Barack Obama,46,Abraham Lincoln Bernie Sanders,0
Barack Obama,46,Bernie Sanders Ronald Reagan,0
Barack Obama,46,George W. Bush Joe Biden,0
Barack Obama,46,Hillary Clinton Joe Biden,0
Donald Trump,47,Abraham Lincoln Elizabeth Warren,0
Donald Trump,47,Barack Obama Ronald Reagan,0
Donald Trump,47,Bernie Sanders Richard Nixon,0
Donald Trump,47,George W. Bush Joe Biden,0
Hillary Clinton,48,Abraham Lincoln Donald Trump,1
Hillary Clinton,48,Bernie Sanders Donald Trump,0
Hillary Clinton,48,Bernie Sanders George W. Bush,0
Hillary Clinton,48,Elizabeth Warren Ronald Reagan,0
Hillary Clinton,48,George W. Bush Ronald Reagan,0
Joe Biden,49,Abraham Lincoln Bernie Sanders,0
Joe Biden,49,Barack Obama Elizabeth Warren,0
Joe Biden,49,Barack Obama Hillary Clinton,0
Joe Biden,49,Bernie Sanders Donald Trump,0
Joe Biden,49,Bernie Sanders George W. Bush,0
Joe Biden,49,Donald Trump George W. Bush,0
Joe Biden,49,Donald Trump Hillary Clinton,0
Bernie Sanders,50,Abraham Lincoln Hillary Clinton,0
Bernie Sanders,50,Donald Trump George W. Bush,0
Bernie Sanders,50,Donald Trump Joe Biden,0
Bernie Sanders,50,Elizabeth Warren Ronald Reagan,0
Bernie Sanders,50,George W. Bush Hillary Clinton,0
Bernie Sanders,50,Hillary Clinton Ronald Reagan,1
Abraham Lincoln,51,Donald Trump Ronald Reagan,0
Donald Trump,52,Abraham Lincoln Joe Biden,0
Donald Trump,52,Bernie Sanders Ronald Reagan,0
Barack Obama,53,Abraham Lincoln George W. Bush,0
Barack Obama,53,Elizabeth Warren George W. Bush,1
Joe Biden,54,Abraham Lincoln Elizabeth Warren,0
Joe Biden,54,Abraham Lincoln Hillary Clinton,0
Joe Biden,54,Barack Obama Donald Trump,0
Joe Biden,54,Barack Obama Elizabeth Warren,0
Joe Biden,54,Barack Obama Ronald Reagan,0
Joe Biden,54,Bernie Sanders Richard Nixon,0
Joe Biden,54,Bernie Sanders Ronald Reagan,0
Joe Biden,54,Donald Trump Richard Nixon,0
Joe Biden,54,Donald Trump Ronald Reagan,0
Joe Biden,54,Elizabeth Warren Hillary Clinton,0
Joe Biden,54,Elizabeth Warren Ronald Reagan,0
Joe Biden,54,George W. Bush Richard Nixon,0
Donald Trump,55,Barack Obama Hillary Clinton,0
Donald Trump,55,Bernie Sanders Joe Biden,0
Donald Trump,55,Elizabeth Warren Ronald Reagan,0
Donald Trump,55,Hillary Clinton Joe Biden,0
Donald Trump,55,Hillary Clinton Ronald Reagan,0
Donald Trump,55,Joe Biden Ronald Reagan,0
Barack Obama,56,Abraham Lincoln Bernie Sanders,0
Barack Obama,56,Abraham Lincoln Joe Biden,0
Barack Obama,56,Bernie Sanders Donald Trump,1
Barack Obama,56,Bernie Sanders Hillary Clinton,0
Barack Obama,56,Bernie Sanders Joe Biden,0
Barack Obama,56,Donald Trump George W. Bush,0
Barack Obama,56,Donald Trump Hillary Clinton,0
Barack Obama,56,Donald Trump Ronald Reagan,0
Barack Obama,56,Elizabeth Warren Hillary Clinton,0
Barack Obama,56,Hillary Clinton Joe Biden,0
George W. Bush,57,Abraham Lincoln Barack Obama,0
George W. Bush,57,Abraham Lincoln Richard Nixon,0
George W. Bush,57,Barack Obama Hillary Clinton,0
George W. Bush,57,Elizabeth Warren Hillary Clinton,0
George W. Bush,57,Elizabeth Warren Joe Biden,0
George W. Bush,57,Hillary Clinton Richard Nixon,0
George W. Bush,57,Hillary Clinton Ronald Reagan,0
George W. Bush,57,Joe Biden Richard Nixon,0
George W. Bush,58,Abraham Lincoln Joe Biden,0
George W. Bush,58,Bernie Sanders Ronald Reagan,0
George W. Bush,58,Elizabeth Warren Joe Biden,0
Ronald Reagan,59,Abraham Lincoln George W. Bush,0
Donald Trump,60,Abraham Lincoln Elizabeth Warren,0
Donald Trump,60,Abraham Lincoln George W. Bush,0
Donald Trump,60,Elizabeth Warren Richard Nixon,1
Donald Trump,60,Hillary Clinton Joe Biden,0
George W. Bush,61,Abraham Lincoln Joe Biden,0
George W. Bush,61,Barack Obama Elizabeth Warren,0
George W. Bush,61,Barack Obama Ronald Reagan,0
George W. Bush,61,Bernie Sanders Elizabeth Warren,0
Barack Obama,62,Donald Trump Elizabeth Warren,0
Barack Obama,62,Donald Trump Richard Nixon,0
Barack Obama,62,Elizabeth Warren George W. Bush,0
Barack Obama,62,Elizabeth Warren Richard Nixon,0
Barack Obama,62,George W. Bush Ronald Reagan,0
Barack Obama,62,Hillary Clinton Joe Biden,0
Barack Obama,62,Joe Biden Richard Nixon,1
Ronald Reagan,63,Abraham Lincoln Barack Obama,0
Ronald Reagan,63,Bernie Sanders George W. Bush,0
Ronald Reagan,63,Donald Trump Joe Biden,0
Ronald Reagan,63,Elizabeth Warren Richard Nixon,1
Ronald Reagan,63,Joe Biden Richard Nixon,0
Barack Obama,64,Abraham Lincoln Hillary Clinton,0
Barack Obama,64,Abraham Lincoln Joe Biden,0
Barack Obama,64,Bernie Sanders Elizabeth Warren,0
Barack Obama,64,George W. Bush Joe Biden,0
Barack Obama,64,Hillary Clinton Joe Biden,0
Ronald Reagan,65,Abraham Lincoln Donald Trump,0
Ronald Reagan,65,Barack Obama George W. Bush,0
Ronald Reagan,65,Elizabeth Warren Hillary Clinton,0
Donald Trump,66,Bernie Sanders Richard Nixon,0
Donald Trump,66,Bernie Sanders Ronald Reagan,0
Donald Trump,66,Elizabeth Warren Richard Nixon,0
Donald Trump,66,George W. Bush Ronald Reagan,0
Donald Trump,66,Hillary Clinton Richard Nixon,0
Joe Biden,67,Abraham Lincoln Ronald Reagan,0
Joe Biden,67,Barack Obama Hillary Clinton,0
Joe Biden,67,Barack Obama Ronald Reagan,0
Joe Biden,67,Bernie Sanders Elizabeth Warren,1
Joe Biden,67,Bernie Sanders George W. Bush,0
Joe Biden,67,Donald Trump Hillary Clinton,0
Hillary Clinton,68,Abraham Lincoln Barack Obama,0
Hillary Clinton,68,Abraham Lincoln Donald Trump,0
Hillary Clinton,68,Abraham Lincoln Joe Biden,0
Hillary Clinton,68,Barack Obama Bernie Sanders,1
Hillary Clinton,68,Barack Obama Richard Nixon,0
Hillary Clinton,68,Barack Obama Ronald Reagan,0
Hillary Clinton,68,Bernie Sanders Elizabeth Warren,0
Hillary Clinton,68,Donald Trump Ronald Reagan,1
Hillary Clinton,68,Joe Biden Ronald Reagan,0
Hillary Clinton,68,Richard Nixon Ronald Reagan,0
Richard Nixon,69,Abraham Lincoln George W. Bush,0
Richard Nixon,69,Abraham Lincoln Joe Biden,0
Richard Nixon,69,Barack Obama Ronald Reagan,0
Joe Biden,70,Barack Obama Richard Nixon,0
Joe Biden,70,Barack Obama Ronald Reagan,0
Joe Biden,70,Richard Nixon Ronald Reagan,0
Elizabeth Warren,71,Abraham Lincoln Donald Trump,0
Elizabeth Warren,71,Abraham Lincoln Joe Biden,0
Elizabeth Warren,71,Barack Obama Ronald Reagan,0
Elizabeth Warren,71,Bernie Sanders Hillary Clinton,0
Elizabeth Warren,71,Donald Trump George W. Bush,0
Elizabeth Warren,71,George W. Bush Hillary Clinton,0
Elizabeth Warren,71,George W. Bush Joe Biden,0
Elizabeth Warren,71,Joe Biden Ronald Reagan,0
Barack Obama,72,Bernie Sanders Elizabeth Warren,0
Barack Obama,72,Richard Nixon Ronald Reagan,0
Elizabeth Warren,73,Barack Obama George W. Bush,0
Elizabeth Warren,73,Bernie Sanders George W. Bush,1
Elizabeth Warren,73,Bernie Sanders Richard Nixon,0
Elizabeth Warren,73,Bernie Sanders Ronald Reagan,0
Elizabeth Warren,73,Donald Trump Joe Biden,0
Elizabeth Warren,73,George W. Bush Joe Biden,1
Elizabeth Warren,73,Hillary Clinton Richard Nixon,0
Elizabeth Warren,73,Hillary Clinton Ronald Reagan,0
Joe Biden,74,Bernie Sanders Elizabeth Warren,0
Joe Biden,74,Bernie Sanders Richard Nixon,0
Joe Biden,74,Donald Trump Elizabeth Warren,0
Joe Biden,74,Donald Trump George W. Bush,1
Joe Biden,74,Elizabeth Warren Hillary Clinton,0
Joe Biden,74,Elizabeth Warren Richard Nixon,0
Joe Biden,74,Elizabeth Warren Ronald Reagan,0
Joe Biden,74,Hillary Clinton Richard Nixon,0
Ronald Reagan,75,Abraham Lincoln Donald Trump,0
Ronald Reagan,75,Elizabeth Warren George W. Bush,0
Ronald Reagan,75,Elizabeth Warren Hillary Clinton,0
Ronald Reagan,75,Joe Biden Richard Nixon,0
Richard Nixon,76,Barack Obama Hillary Clinton,0
Richard Nixon,76,Bernie Sanders Ronald Reagan,0
Richard Nixon,76,Hillary Clinton Joe Biden,0
Richard Nixon,77,Barack Obama Ronald Reagan,0
Richard Nixon,77,Bernie Sanders Donald Trump,0
Richard Nixon,77,Elizabeth Warren Ronald Reagan,0
Abraham Lincoln,78,Barack Obama Joe Biden,0
Abraham Lincoln,78,Barack Obama Ronald Reagan,0
Abraham Lincoln,78,Donald Trump George W. Bush,0
Abraham Lincoln,78,Donald Trump Richard Nixon,0
Abraham Lincoln,78,Elizabeth Warren Joe Biden,0
Abraham Lincoln,78,George W. Bush Joe Biden,0
Abraham Lincoln,78,Joe Biden Ronald Reagan,0
Abraham Lincoln,78,Richard Nixon Ronald Reagan,0
Richard Nixon,79,Abraham Lincoln Barack Obama,0
Richard Nixon,79,Abraham Lincoln Elizabeth Warren,0
Richard Nixon,79,Abraham Lincoln Hillary Clinton,0
Richard Nixon,79,Barack Obama George W. Bush,0
Richard Nixon,79,Barack Obama Hillary Clinton,1
Richard Nixon,79,Bernie Sanders Elizabeth Warren,0
Richard Nixon,79,Bernie Sanders Joe Biden,0
Richard Nixon,79,Elizabeth Warren George W. Bush,0
Richard Nixon,79,Elizabeth Warren Hillary Clinton,0
Richard Nixon,79,Joe Biden Ronald Reagan,0
Hillary Clinton,80,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,80,Bernie Sanders Joe Biden,0
Hillary Clinton,80,Donald Trump George W. Bush,0
Hillary Clinton,80,Joe Biden Ronald Reagan,0
Richard Nixon,81,Abraham Lincoln Ronald Reagan,0
Richard Nixon,81,Barack Obama Bernie Sanders,0
Richard Nixon,81,Barack Obama Donald Trump,0
Richard Nixon,81,Barack Obama George W. Bush,0
Richard Nixon,81,Barack Obama Ronald Reagan,0
Richard Nixon,81,Donald Trump Ronald Reagan,0
Richard Nixon,81,Elizabeth Warren Hillary Clinton,0
Richard Nixon,81,George W. Bush Hillary Clinton,0
Joe Biden,82,Abraham Lincoln Bernie Sanders,1
Joe Biden,82,Abraham Lincoln Donald Trump,0
Joe Biden,82,Abraham Lincoln Richard Nixon,0
Joe Biden,82,Elizabeth Warren George W. Bush,0
Abraham Lincoln,83,Barack Obama Joe Biden,0
Abraham Lincoln,83,Bernie Sanders Elizabeth Warren,0
Abraham Lincoln,83,Bernie Sanders George W. Bush,0
Abraham Lincoln,83,Donald Trump George W. Bush,0
Abraham Lincoln,83,Donald Trump Joe Biden,0
Abraham Lincoln,83,George W. Bush Ronald Reagan,0
Abraham Lincoln,83,Joe Biden Ronald Reagan,0
Joe Biden,84,Abraham Lincoln Bernie Sanders,0
Joe Biden,84,Abraham Lincoln Richard Nixon,0
Joe Biden,84,Barack Obama Richard Nixon,0
Joe Biden,84,Donald Trump George W. Bush,0
Joe Biden,84,Donald Trump Richard Nixon,0
Joe Biden,84,Donald Trump Ronald Reagan,0
Joe Biden,84,Elizabeth Warren Richard Nixon,0
Joe Biden,84,George W. Bush Richard Nixon,0
Joe Biden,84,George W. Bush Ronald Reagan,0
Joe Biden,85,Abraham Lincoln Bernie Sanders,0
Joe Biden,85,Abraham Lincoln Elizabeth Warren,0
Joe Biden,85,Bernie Sanders George W. Bush,0
Joe Biden,85,Donald Trump Richard Nixon,0
Joe Biden,85,Elizabeth Warren George W. Bush,0
Joe Biden,85,George W. Bush Ronald Reagan,0
Bernie Sanders,86,Hillary Clinton Ronald Reagan,0
Abraham Lincoln,87,Elizabeth Warren Richard Nixon,0
Abraham Lincoln,87,George W. Bush Joe Biden,1
Abraham Lincoln,87,Hillary Clinton Ronald Reagan,1
Joe Biden,88,Abraham Lincoln Elizabeth Warren,0
Joe Biden,88,Barack Obama Bernie Sanders,0
Joe Biden,88,Barack Obama Elizabeth Warren,0
Joe Biden,88,Bernie Sanders Ronald Reagan,0
Joe Biden,88,Donald Trump Elizabeth Warren,0
Joe Biden,88,George W. Bush Ronald Reagan,0
Joe Biden,88,Hillary Clinton Ronald Reagan,0
Joe Biden,88,Richard Nixon Ronald Reagan,0
Bernie Sanders,89,Abraham Lincoln Hillary Clinton,0
Bernie Sanders,89,Barack Obama Donald Trump,1
Bernie Sanders,89,Barack Obama Ronald Reagan,0
Bernie Sanders,89,Elizabeth Warren George W. Bush,0
Bernie Sanders,89,Elizabeth Warren Ronald Reagan,0
Bernie Sanders,89,George W. Bush Hillary Clinton,0
Bernie Sanders,89,George W. Bush Joe Biden,0
Bernie Sanders,89,Hillary Clinton Joe Biden,0
Bernie Sanders,89,Joe Biden Richard Nixon,0
Bernie Sanders,90,Barack Obama George W. Bush,1
Bernie Sanders,90,Donald Trump Elizabeth Warren,0
Bernie Sanders,90,Elizabeth Warren Hillary Clinton,0
Abraham Lincoln,91,Barack Obama Hillary Clinton,0
Abraham Lincoln,91,Bernie Sanders Richard Nixon,0
