ID,Table,Concept,model_name,prompt,temperature,concept_category
562,0,Bernie Sanders,openchat,none,default,politicians
567,0,Bernie Sanders,openchat,none,default,politicians
577,0,Bernie Sanders,openchat,none,default,politicians
592,0,Bernie Sanders,openchat,none,default,politicians
593,0,Bernie Sanders,openchat,none,default,politicians
603,0,Bernie Sanders,openchat,none,default,politicians
627,0,Bernie Sanders,openchat,none,default,politicians
630,0,Bernie Sanders,openchat,none,default,politicians
653,0,Bernie Sanders,openchat,none,default,politicians
662,0,Bernie Sanders,openchat,none,default,politicians
675,0,Bernie Sanders,openchat,none,default,politicians
688,0,Bernie Sanders,openchat,none,default,politicians
699,0,Bernie Sanders,openchat,none,default,politicians
707,0,Bernie Sanders,openchat,none,default,politicians
716,0,Bernie Sanders,openchat,none,default,politicians
732,0,Bernie Sanders,openchat,none,default,politicians
743,0,Bernie Sanders,openchat,none,default,politicians
744,0,Bernie Sanders,openchat,none,default,politicians
747,0,Bernie Sanders,openchat,none,default,politicians
748,0,Bernie Sanders,openchat,none,default,politicians
775,0,Bernie Sanders,openchat,none,default,politicians
785,0,Bernie Sanders,openchat,none,default,politicians
787,0,Bernie Sanders,openchat,none,default,politicians
792,0,Bernie Sanders,openchat,none,default,politicians
793,0,Bernie Sanders,openchat,none,default,politicians
810,0,Bernie Sanders,openchat,none,default,politicians
819,0,Bernie Sanders,openchat,none,default,politicians
843,0,Bernie Sanders,openchat,none,default,politicians
844,0,Bernie Sanders,openchat,none,default,politicians
858,0,Bernie Sanders,openchat,none,default,politicians
863,0,Bernie Sanders,openchat,none,default,politicians
869,0,Bernie Sanders,openchat,none,default,politicians
879,0,Bernie Sanders,openchat,none,default,politicians
21,0,Abraham Lincoln,openchat,none,default,politicians
25,0,Abraham Lincoln,openchat,none,default,politicians
51,0,Abraham Lincoln,openchat,none,default,politicians
78,0,Abraham Lincoln,openchat,none,default,politicians
83,0,Abraham Lincoln,openchat,none,default,politicians
87,0,Abraham Lincoln,openchat,none,default,politicians
101,0,Abraham Lincoln,openchat,none,default,politicians
124,0,Abraham Lincoln,openchat,none,default,politicians
144,0,Abraham Lincoln,openchat,none,default,politicians
145,0,Abraham Lincoln,openchat,none,default,politicians
156,0,Abraham Lincoln,openchat,none,default,politicians
165,0,Abraham Lincoln,openchat,none,default,politicians
171,0,Abraham Lincoln,openchat,none,default,politicians
173,0,Abraham Lincoln,openchat,none,default,politicians
175,0,Abraham Lincoln,openchat,none,default,politicians
176,0,Abraham Lincoln,openchat,none,default,politicians
182,0,Abraham Lincoln,openchat,none,default,politicians
193,0,Abraham Lincoln,openchat,none,default,politicians
215,0,Abraham Lincoln,openchat,none,default,politicians
220,0,Abraham Lincoln,openchat,none,default,politicians
231,0,Abraham Lincoln,openchat,none,default,politicians
233,0,Abraham Lincoln,openchat,none,default,politicians
246,0,Abraham Lincoln,openchat,none,default,politicians
249,0,Abraham Lincoln,openchat,none,default,politicians
266,0,Abraham Lincoln,openchat,none,default,politicians
268,0,Abraham Lincoln,openchat,none,default,politicians
288,0,Abraham Lincoln,openchat,none,default,politicians
295,0,Abraham Lincoln,openchat,none,default,politicians
302,0,Abraham Lincoln,openchat,none,default,politicians
305,0,Abraham Lincoln,openchat,none,default,politicians
309,0,Abraham Lincoln,openchat,none,default,politicians
326,0,Abraham Lincoln,openchat,none,default,politicians
328,0,Abraham Lincoln,openchat,none,default,politicians
344,0,Abraham Lincoln,openchat,none,default,politicians
359,0,Abraham Lincoln,openchat,none,default,politicians
365,0,Abraham Lincoln,openchat,none,default,politicians
392,0,Abraham Lincoln,openchat,none,default,politicians
413,0,Abraham Lincoln,openchat,none,default,politicians
435,0,Abraham Lincoln,openchat,none,default,politicians
442,0,Abraham Lincoln,openchat,none,default,politicians
447,0,Abraham Lincoln,openchat,none,default,politicians
448,0,Abraham Lincoln,openchat,none,default,politicians
452,0,Abraham Lincoln,openchat,none,default,politicians
495,0,Abraham Lincoln,openchat,none,default,politicians
501,0,Abraham Lincoln,openchat,none,default,politicians
502,0,Abraham Lincoln,openchat,none,default,politicians
507,0,Abraham Lincoln,openchat,none,default,politicians
539,0,Abraham Lincoln,openchat,none,default,politicians
553,0,Abraham Lincoln,openchat,none,default,politicians
576,0,Abraham Lincoln,openchat,none,default,politicians
579,0,Abraham Lincoln,openchat,none,default,politicians
582,0,Abraham Lincoln,openchat,none,default,politicians
598,0,Abraham Lincoln,openchat,none,default,politicians
599,0,Abraham Lincoln,openchat,none,default,politicians
622,0,Abraham Lincoln,openchat,none,default,politicians
624,0,Abraham Lincoln,openchat,none,default,politicians
640,0,Abraham Lincoln,openchat,none,default,politicians
642,0,Abraham Lincoln,openchat,none,default,politicians
649,0,Abraham Lincoln,openchat,none,default,politicians
650,0,Abraham Lincoln,openchat,none,default,politicians
654,0,Abraham Lincoln,openchat,none,default,politicians
658,0,Abraham Lincoln,openchat,none,default,politicians
677,0,Abraham Lincoln,openchat,none,default,politicians
678,0,Abraham Lincoln,openchat,none,default,politicians
690,0,Abraham Lincoln,openchat,none,default,politicians
712,0,Abraham Lincoln,openchat,none,default,politicians
717,0,Abraham Lincoln,openchat,none,default,politicians
722,0,Abraham Lincoln,openchat,none,default,politicians
761,0,Abraham Lincoln,openchat,none,default,politicians
769,0,Abraham Lincoln,openchat,none,default,politicians
772,0,Abraham Lincoln,openchat,none,default,politicians
800,0,Abraham Lincoln,openchat,none,default,politicians
805,0,Abraham Lincoln,openchat,none,default,politicians
818,0,Abraham Lincoln,openchat,none,default,politicians
831,0,Abraham Lincoln,openchat,none,default,politicians
855,0,Abraham Lincoln,openchat,none,default,politicians
871,0,Abraham Lincoln,openchat,none,default,politicians
873,0,Abraham Lincoln,openchat,none,default,politicians
874,0,Abraham Lincoln,openchat,none,default,politicians
880,0,Abraham Lincoln,openchat,none,default,politicians
892,0,Abraham Lincoln,openchat,none,default,politicians
895,0,Abraham Lincoln,openchat,none,default,politicians
0,0,a salmon,openchat,none,default,animals
4,0,a salmon,openchat,none,default,animals
7,0,a salmon,openchat,none,default,animals
28,0,a salmon,openchat,none,default,animals
34,0,a salmon,openchat,none,default,animals
37,0,a salmon,openchat,none,default,animals
48,0,a salmon,openchat,none,default,animals
68,0,a salmon,openchat,none,default,animals
80,0,a salmon,openchat,none,default,animals
94,0,a salmon,openchat,none,default,animals
97,0,a salmon,openchat,none,default,animals
102,0,a salmon,openchat,none,default,animals
103,0,a salmon,openchat,none,default,animals
117,0,a salmon,openchat,none,default,animals
118,0,a salmon,openchat,none,default,animals
123,0,a salmon,openchat,none,default,animals
128,0,a salmon,openchat,none,default,animals
129,0,a salmon,openchat,none,default,animals
131,0,a salmon,openchat,none,default,animals
141,0,a salmon,openchat,none,default,animals
143,0,a salmon,openchat,none,default,animals
151,0,a salmon,openchat,none,default,animals
168,0,a salmon,openchat,none,default,animals
180,0,a salmon,openchat,none,default,animals
189,0,a salmon,openchat,none,default,animals
191,0,a salmon,openchat,none,default,animals
212,0,a salmon,openchat,none,default,animals
224,0,a salmon,openchat,none,default,animals
227,0,a salmon,openchat,none,default,animals
236,0,a salmon,openchat,none,default,animals
273,0,a salmon,openchat,none,default,animals
279,0,a salmon,openchat,none,default,animals
308,0,a salmon,openchat,none,default,animals
321,0,a salmon,openchat,none,default,animals
331,0,a salmon,openchat,none,default,animals
333,0,a salmon,openchat,none,default,animals
340,0,a salmon,openchat,none,default,animals
347,0,a salmon,openchat,none,default,animals
350,0,a salmon,openchat,none,default,animals
374,0,a salmon,openchat,none,default,animals
384,0,a salmon,openchat,none,default,animals
389,0,a salmon,openchat,none,default,animals
402,0,a salmon,openchat,none,default,animals
405,0,a salmon,openchat,none,default,animals
419,0,a salmon,openchat,none,default,animals
423,0,a salmon,openchat,none,default,animals
440,0,a salmon,openchat,none,default,animals
460,0,a salmon,openchat,none,default,animals
470,0,a salmon,openchat,none,default,animals
491,0,a salmon,openchat,none,default,animals
493,0,a salmon,openchat,none,default,animals
496,0,a salmon,openchat,none,default,animals
497,0,a salmon,openchat,none,default,animals
512,0,a salmon,openchat,none,default,animals
524,0,a salmon,openchat,none,default,animals
526,0,a salmon,openchat,none,default,animals
530,0,a salmon,openchat,none,default,animals
534,0,a salmon,openchat,none,default,animals
541,0,a salmon,openchat,none,default,animals
557,0,a salmon,openchat,none,default,animals
564,0,a salmon,openchat,none,default,animals
568,0,a salmon,openchat,none,default,animals
575,0,a salmon,openchat,none,default,animals
604,0,a salmon,openchat,none,default,animals
638,0,a salmon,openchat,none,default,animals
656,0,a salmon,openchat,none,default,animals
664,0,a salmon,openchat,none,default,animals
682,0,a salmon,openchat,none,default,animals
695,0,a salmon,openchat,none,default,animals
700,0,a salmon,openchat,none,default,animals
714,0,a salmon,openchat,none,default,animals
734,0,a salmon,openchat,none,default,animals
735,0,a salmon,openchat,none,default,animals
780,0,a salmon,openchat,none,default,animals
786,0,a salmon,openchat,none,default,animals
788,0,a salmon,openchat,none,default,animals
795,0,a salmon,openchat,none,default,animals
798,0,a salmon,openchat,none,default,animals
801,0,a salmon,openchat,none,default,animals
837,0,a salmon,openchat,none,default,animals
840,0,a salmon,openchat,none,default,animals
842,0,a salmon,openchat,none,default,animals
886,0,a salmon,openchat,none,default,animals
899,0,a salmon,openchat,none,default,animals
3,0,an ostrich,openchat,none,default,animals
9,0,an ostrich,openchat,none,default,animals
15,0,an ostrich,openchat,none,default,animals
20,0,an ostrich,openchat,none,default,animals
32,0,an ostrich,openchat,none,default,animals
35,0,an ostrich,openchat,none,default,animals
45,0,an ostrich,openchat,none,default,animals
71,0,an ostrich,openchat,none,default,animals
73,0,an ostrich,openchat,none,default,animals
92,0,an ostrich,openchat,none,default,animals
105,0,an ostrich,openchat,none,default,animals
112,0,an ostrich,openchat,none,default,animals
115,0,an ostrich,openchat,none,default,animals
137,0,an ostrich,openchat,none,default,animals
155,0,an ostrich,openchat,none,default,animals
172,0,an ostrich,openchat,none,default,animals
181,0,an ostrich,openchat,none,default,animals
186,0,an ostrich,openchat,none,default,animals
196,0,an ostrich,openchat,none,default,animals
234,0,an ostrich,openchat,none,default,animals
235,0,an ostrich,openchat,none,default,animals
269,0,an ostrich,openchat,none,default,animals
287,0,an ostrich,openchat,none,default,animals
290,0,an ostrich,openchat,none,default,animals
296,0,an ostrich,openchat,none,default,animals
300,0,an ostrich,openchat,none,default,animals
303,0,an ostrich,openchat,none,default,animals
307,0,an ostrich,openchat,none,default,animals
364,0,an ostrich,openchat,none,default,animals
367,0,an ostrich,openchat,none,default,animals
368,0,an ostrich,openchat,none,default,animals
386,0,an ostrich,openchat,none,default,animals
388,0,an ostrich,openchat,none,default,animals
391,0,an ostrich,openchat,none,default,animals
400,0,an ostrich,openchat,none,default,animals
403,0,an ostrich,openchat,none,default,animals
409,0,an ostrich,openchat,none,default,animals
412,0,an ostrich,openchat,none,default,animals
415,0,an ostrich,openchat,none,default,animals
418,0,an ostrich,openchat,none,default,animals
422,0,an ostrich,openchat,none,default,animals
427,0,an ostrich,openchat,none,default,animals
437,0,an ostrich,openchat,none,default,animals
450,0,an ostrich,openchat,none,default,animals
473,0,an ostrich,openchat,none,default,animals
478,0,an ostrich,openchat,none,default,animals
482,0,an ostrich,openchat,none,default,animals
494,0,an ostrich,openchat,none,default,animals
516,0,an ostrich,openchat,none,default,animals
517,0,an ostrich,openchat,none,default,animals
521,0,an ostrich,openchat,none,default,animals
523,0,an ostrich,openchat,none,default,animals
527,0,an ostrich,openchat,none,default,animals
532,0,an ostrich,openchat,none,default,animals
548,0,an ostrich,openchat,none,default,animals
549,0,an ostrich,openchat,none,default,animals
584,0,an ostrich,openchat,none,default,animals
587,0,an ostrich,openchat,none,default,animals
589,0,an ostrich,openchat,none,default,animals
590,0,an ostrich,openchat,none,default,animals
600,0,an ostrich,openchat,none,default,animals
610,0,an ostrich,openchat,none,default,animals
618,0,an ostrich,openchat,none,default,animals
625,0,an ostrich,openchat,none,default,animals
631,0,an ostrich,openchat,none,default,animals
637,0,an ostrich,openchat,none,default,animals
645,0,an ostrich,openchat,none,default,animals
655,0,an ostrich,openchat,none,default,animals
659,0,an ostrich,openchat,none,default,animals
660,0,an ostrich,openchat,none,default,animals
663,0,an ostrich,openchat,none,default,animals
665,0,an ostrich,openchat,none,default,animals
666,0,an ostrich,openchat,none,default,animals
667,0,an ostrich,openchat,none,default,animals
672,0,an ostrich,openchat,none,default,animals
692,0,an ostrich,openchat,none,default,animals
696,0,an ostrich,openchat,none,default,animals
697,0,an ostrich,openchat,none,default,animals
718,0,an ostrich,openchat,none,default,animals
727,0,an ostrich,openchat,none,default,animals
730,0,an ostrich,openchat,none,default,animals
749,0,an ostrich,openchat,none,default,animals
750,0,an ostrich,openchat,none,default,animals
754,0,an ostrich,openchat,none,default,animals
757,0,an ostrich,openchat,none,default,animals
796,0,an ostrich,openchat,none,default,animals
822,0,an ostrich,openchat,none,default,animals
829,0,an ostrich,openchat,none,default,animals
832,0,an ostrich,openchat,none,default,animals
834,0,an ostrich,openchat,none,default,animals
846,0,an ostrich,openchat,none,default,animals
864,0,an ostrich,openchat,none,default,animals
877,0,an ostrich,openchat,none,default,animals
885,0,an ostrich,openchat,none,default,animals
893,0,an ostrich,openchat,none,default,animals
5,0,a whale,openchat,none,default,animals
22,0,a whale,openchat,none,default,animals
26,0,a whale,openchat,none,default,animals
42,0,a whale,openchat,none,default,animals
44,0,a whale,openchat,none,default,animals
59,0,a whale,openchat,none,default,animals
63,0,a whale,openchat,none,default,animals
65,0,a whale,openchat,none,default,animals
75,0,a whale,openchat,none,default,animals
93,0,a whale,openchat,none,default,animals
95,0,a whale,openchat,none,default,animals
116,0,a whale,openchat,none,default,animals
120,0,a whale,openchat,none,default,animals
121,0,a whale,openchat,none,default,animals
135,0,a whale,openchat,none,default,animals
140,0,a whale,openchat,none,default,animals
158,0,a whale,openchat,none,default,animals
166,0,a whale,openchat,none,default,animals
187,0,a whale,openchat,none,default,animals
208,0,a whale,openchat,none,default,animals
225,0,a whale,openchat,none,default,animals
228,0,a whale,openchat,none,default,animals
313,0,a whale,openchat,none,default,animals
315,0,a whale,openchat,none,default,animals
323,0,a whale,openchat,none,default,animals
325,0,a whale,openchat,none,default,animals
332,0,a whale,openchat,none,default,animals
334,0,a whale,openchat,none,default,animals
339,0,a whale,openchat,none,default,animals
354,0,a whale,openchat,none,default,animals
356,0,a whale,openchat,none,default,animals
357,0,a whale,openchat,none,default,animals
361,0,a whale,openchat,none,default,animals
378,0,a whale,openchat,none,default,animals
383,0,a whale,openchat,none,default,animals
385,0,a whale,openchat,none,default,animals
387,0,a whale,openchat,none,default,animals
393,0,a whale,openchat,none,default,animals
394,0,a whale,openchat,none,default,animals
407,0,a whale,openchat,none,default,animals
416,0,a whale,openchat,none,default,animals
417,0,a whale,openchat,none,default,animals
424,0,a whale,openchat,none,default,animals
425,0,a whale,openchat,none,default,animals
431,0,a whale,openchat,none,default,animals
432,0,a whale,openchat,none,default,animals
434,0,a whale,openchat,none,default,animals
455,0,a whale,openchat,none,default,animals
462,0,a whale,openchat,none,default,animals
464,0,a whale,openchat,none,default,animals
465,0,a whale,openchat,none,default,animals
466,0,a whale,openchat,none,default,animals
472,0,a whale,openchat,none,default,animals
481,0,a whale,openchat,none,default,animals
515,0,a whale,openchat,none,default,animals
528,0,a whale,openchat,none,default,animals
529,0,a whale,openchat,none,default,animals
531,0,a whale,openchat,none,default,animals
537,0,a whale,openchat,none,default,animals
538,0,a whale,openchat,none,default,animals
543,0,a whale,openchat,none,default,animals
546,0,a whale,openchat,none,default,animals
565,0,a whale,openchat,none,default,animals
566,0,a whale,openchat,none,default,animals
571,0,a whale,openchat,none,default,animals
586,0,a whale,openchat,none,default,animals
606,0,a whale,openchat,none,default,animals
612,0,a whale,openchat,none,default,animals
614,0,a whale,openchat,none,default,animals
616,0,a whale,openchat,none,default,animals
634,0,a whale,openchat,none,default,animals
646,0,a whale,openchat,none,default,animals
669,0,a whale,openchat,none,default,animals
683,0,a whale,openchat,none,default,animals
684,0,a whale,openchat,none,default,animals
715,0,a whale,openchat,none,default,animals
720,0,a whale,openchat,none,default,animals
723,0,a whale,openchat,none,default,animals
746,0,a whale,openchat,none,default,animals
752,0,a whale,openchat,none,default,animals
759,0,a whale,openchat,none,default,animals
762,0,a whale,openchat,none,default,animals
764,0,a whale,openchat,none,default,animals
770,0,a whale,openchat,none,default,animals
779,0,a whale,openchat,none,default,animals
783,0,a whale,openchat,none,default,animals
790,0,a whale,openchat,none,default,animals
797,0,a whale,openchat,none,default,animals
803,0,a whale,openchat,none,default,animals
809,0,a whale,openchat,none,default,animals
820,0,a whale,openchat,none,default,animals
862,0,a whale,openchat,none,default,animals
875,0,a whale,openchat,none,default,animals
884,0,a whale,openchat,none,default,animals
887,0,a whale,openchat,none,default,animals
6,0,a chicken,openchat,none,default,animals
13,0,a chicken,openchat,none,default,animals
27,0,a chicken,openchat,none,default,animals
31,0,a chicken,openchat,none,default,animals
33,0,a chicken,openchat,none,default,animals
50,0,a chicken,openchat,none,default,animals
86,0,a chicken,openchat,none,default,animals
89,0,a chicken,openchat,none,default,animals
90,0,a chicken,openchat,none,default,animals
106,0,a chicken,openchat,none,default,animals
109,0,a chicken,openchat,none,default,animals
111,0,a chicken,openchat,none,default,animals
113,0,a chicken,openchat,none,default,animals
122,0,a chicken,openchat,none,default,animals
132,0,a chicken,openchat,none,default,animals
150,0,a chicken,openchat,none,default,animals
157,0,a chicken,openchat,none,default,animals
170,0,a chicken,openchat,none,default,animals
184,0,a chicken,openchat,none,default,animals
204,0,a chicken,openchat,none,default,animals
207,0,a chicken,openchat,none,default,animals
209,0,a chicken,openchat,none,default,animals
210,0,a chicken,openchat,none,default,animals
226,0,a chicken,openchat,none,default,animals
239,0,a chicken,openchat,none,default,animals
240,0,a chicken,openchat,none,default,animals
241,0,a chicken,openchat,none,default,animals
255,0,a chicken,openchat,none,default,animals
257,0,a chicken,openchat,none,default,animals
263,0,a chicken,openchat,none,default,animals
274,0,a chicken,openchat,none,default,animals
277,0,a chicken,openchat,none,default,animals
283,0,a chicken,openchat,none,default,animals
291,0,a chicken,openchat,none,default,animals
293,0,a chicken,openchat,none,default,animals
298,0,a chicken,openchat,none,default,animals
304,0,a chicken,openchat,none,default,animals
310,0,a chicken,openchat,none,default,animals
316,0,a chicken,openchat,none,default,animals
335,0,a chicken,openchat,none,default,animals
346,0,a chicken,openchat,none,default,animals
352,0,a chicken,openchat,none,default,animals
373,0,a chicken,openchat,none,default,animals
379,0,a chicken,openchat,none,default,animals
382,0,a chicken,openchat,none,default,animals
406,0,a chicken,openchat,none,default,animals
408,0,a chicken,openchat,none,default,animals
433,0,a chicken,openchat,none,default,animals
446,0,a chicken,openchat,none,default,animals
449,0,a chicken,openchat,none,default,animals
451,0,a chicken,openchat,none,default,animals
457,0,a chicken,openchat,none,default,animals
459,0,a chicken,openchat,none,default,animals
468,0,a chicken,openchat,none,default,animals
485,0,a chicken,openchat,none,default,animals
487,0,a chicken,openchat,none,default,animals
499,0,a chicken,openchat,none,default,animals
506,0,a chicken,openchat,none,default,animals
510,0,a chicken,openchat,none,default,animals
514,0,a chicken,openchat,none,default,animals
518,0,a chicken,openchat,none,default,animals
533,0,a chicken,openchat,none,default,animals
551,0,a chicken,openchat,none,default,animals
562,0,a chicken,openchat,none,default,animals
567,0,a chicken,openchat,none,default,animals
569,0,a chicken,openchat,none,default,animals
577,0,a chicken,openchat,none,default,animals
592,0,a chicken,openchat,none,default,animals
593,0,a chicken,openchat,none,default,animals
603,0,a chicken,openchat,none,default,animals
627,0,a chicken,openchat,none,default,animals
630,0,a chicken,openchat,none,default,animals
653,0,a chicken,openchat,none,default,animals
662,0,a chicken,openchat,none,default,animals
670,0,a chicken,openchat,none,default,animals
675,0,a chicken,openchat,none,default,animals
688,0,a chicken,openchat,none,default,animals
699,0,a chicken,openchat,none,default,animals
707,0,a chicken,openchat,none,default,animals
716,0,a chicken,openchat,none,default,animals
732,0,a chicken,openchat,none,default,animals
743,0,a chicken,openchat,none,default,animals
744,0,a chicken,openchat,none,default,animals
747,0,a chicken,openchat,none,default,animals
748,0,a chicken,openchat,none,default,animals
775,0,a chicken,openchat,none,default,animals
785,0,a chicken,openchat,none,default,animals
787,0,a chicken,openchat,none,default,animals
792,0,a chicken,openchat,none,default,animals
793,0,a chicken,openchat,none,default,animals
819,0,a chicken,openchat,none,default,animals
843,0,a chicken,openchat,none,default,animals
844,0,a chicken,openchat,none,default,animals
858,0,a chicken,openchat,none,default,animals
869,0,a chicken,openchat,none,default,animals
879,0,a chicken,openchat,none,default,animals
14,0,a penguin,openchat,none,default,animals
18,0,a penguin,openchat,none,default,animals
57,0,a penguin,openchat,none,default,animals
58,0,a penguin,openchat,none,default,animals
61,0,a penguin,openchat,none,default,animals
108,0,a penguin,openchat,none,default,animals
133,0,a penguin,openchat,none,default,animals
138,0,a penguin,openchat,none,default,animals
152,0,a penguin,openchat,none,default,animals
160,0,a penguin,openchat,none,default,animals
179,0,a penguin,openchat,none,default,animals
188,0,a penguin,openchat,none,default,animals
194,0,a penguin,openchat,none,default,animals
199,0,a penguin,openchat,none,default,animals
200,0,a penguin,openchat,none,default,animals
203,0,a penguin,openchat,none,default,animals
244,0,a penguin,openchat,none,default,animals
252,0,a penguin,openchat,none,default,animals
262,0,a penguin,openchat,none,default,animals
278,0,a penguin,openchat,none,default,animals
281,0,a penguin,openchat,none,default,animals
282,0,a penguin,openchat,none,default,animals
284,0,a penguin,openchat,none,default,animals
297,0,a penguin,openchat,none,default,animals
314,0,a penguin,openchat,none,default,animals
320,0,a penguin,openchat,none,default,animals
330,0,a penguin,openchat,none,default,animals
351,0,a penguin,openchat,none,default,animals
355,0,a penguin,openchat,none,default,animals
358,0,a penguin,openchat,none,default,animals
362,0,a penguin,openchat,none,default,animals
363,0,a penguin,openchat,none,default,animals
371,0,a penguin,openchat,none,default,animals
397,0,a penguin,openchat,none,default,animals
404,0,a penguin,openchat,none,default,animals
410,0,a penguin,openchat,none,default,animals
426,0,a penguin,openchat,none,default,animals
505,0,a penguin,openchat,none,default,animals
540,0,a penguin,openchat,none,default,animals
550,0,a penguin,openchat,none,default,animals
554,0,a penguin,openchat,none,default,animals
561,0,a penguin,openchat,none,default,animals
563,0,a penguin,openchat,none,default,animals
583,0,a penguin,openchat,none,default,animals
585,0,a penguin,openchat,none,default,animals
588,0,a penguin,openchat,none,default,animals
601,0,a penguin,openchat,none,default,animals
602,0,a penguin,openchat,none,default,animals
608,0,a penguin,openchat,none,default,animals
621,0,a penguin,openchat,none,default,animals
628,0,a penguin,openchat,none,default,animals
641,0,a penguin,openchat,none,default,animals
648,0,a penguin,openchat,none,default,animals
657,0,a penguin,openchat,none,default,animals
661,0,a penguin,openchat,none,default,animals
686,0,a penguin,openchat,none,default,animals
687,0,a penguin,openchat,none,default,animals
691,0,a penguin,openchat,none,default,animals
701,0,a penguin,openchat,none,default,animals
703,0,a penguin,openchat,none,default,animals
729,0,a penguin,openchat,none,default,animals
736,0,a penguin,openchat,none,default,animals
753,0,a penguin,openchat,none,default,animals
755,0,a penguin,openchat,none,default,animals
767,0,a penguin,openchat,none,default,animals
778,0,a penguin,openchat,none,default,animals
791,0,a penguin,openchat,none,default,animals
802,0,a penguin,openchat,none,default,animals
814,0,a penguin,openchat,none,default,animals
823,0,a penguin,openchat,none,default,animals
828,0,a penguin,openchat,none,default,animals
833,0,a penguin,openchat,none,default,animals
835,0,a penguin,openchat,none,default,animals
836,0,a penguin,openchat,none,default,animals
849,0,a penguin,openchat,none,default,animals
853,0,a penguin,openchat,none,default,animals
854,0,a penguin,openchat,none,default,animals
857,0,a penguin,openchat,none,default,animals
865,0,a penguin,openchat,none,default,animals
867,0,a penguin,openchat,none,default,animals
876,0,a penguin,openchat,none,default,animals
881,0,a penguin,openchat,none,default,animals
898,0,a penguin,openchat,none,default,animals
21,0,a finch,openchat,none,default,animals
25,0,a finch,openchat,none,default,animals
51,0,a finch,openchat,none,default,animals
78,0,a finch,openchat,none,default,animals
83,0,a finch,openchat,none,default,animals
87,0,a finch,openchat,none,default,animals
91,0,a finch,openchat,none,default,animals
101,0,a finch,openchat,none,default,animals
110,0,a finch,openchat,none,default,animals
114,0,a finch,openchat,none,default,animals
124,0,a finch,openchat,none,default,animals
144,0,a finch,openchat,none,default,animals
145,0,a finch,openchat,none,default,animals
156,0,a finch,openchat,none,default,animals
164,0,a finch,openchat,none,default,animals
165,0,a finch,openchat,none,default,animals
171,0,a finch,openchat,none,default,animals
173,0,a finch,openchat,none,default,animals
175,0,a finch,openchat,none,default,animals
176,0,a finch,openchat,none,default,animals
182,0,a finch,openchat,none,default,animals
183,0,a finch,openchat,none,default,animals
