ID,Table,Concept,model_name,prompt,temperature,concept_category
533,0,a chicken,zephyr-mistral,none,default,animals
562,0,a chicken,zephyr-mistral,none,default,animals
567,0,a chicken,zephyr-mistral,none,default,animals
569,0,a chicken,zephyr-mistral,none,default,animals
577,0,a chicken,zephyr-mistral,none,default,animals
592,0,a chicken,zephyr-mistral,none,default,animals
593,0,a chicken,zephyr-mistral,none,default,animals
603,0,a chicken,zephyr-mistral,none,default,animals
630,0,a chicken,zephyr-mistral,none,default,animals
653,0,a chicken,zephyr-mistral,none,default,animals
670,0,a chicken,zephyr-mistral,none,default,animals
675,0,a chicken,zephyr-mistral,none,default,animals
688,0,a chicken,zephyr-mistral,none,default,animals
699,0,a chicken,zephyr-mistral,none,default,animals
707,0,a chicken,zephyr-mistral,none,default,animals
716,0,a chicken,zephyr-mistral,none,default,animals
743,0,a chicken,zephyr-mistral,none,default,animals
744,0,a chicken,zephyr-mistral,none,default,animals
747,0,a chicken,zephyr-mistral,none,default,animals
785,0,a chicken,zephyr-mistral,none,default,animals
787,0,a chicken,zephyr-mistral,none,default,animals
792,0,a chicken,zephyr-mistral,none,default,animals
793,0,a chicken,zephyr-mistral,none,default,animals
810,0,a chicken,zephyr-mistral,none,default,animals
819,0,a chicken,zephyr-mistral,none,default,animals
843,0,a chicken,zephyr-mistral,none,default,animals
844,0,a chicken,zephyr-mistral,none,default,animals
858,0,a chicken,zephyr-mistral,none,default,animals
863,0,a chicken,zephyr-mistral,none,default,animals
869,0,a chicken,zephyr-mistral,none,default,animals
879,0,a chicken,zephyr-mistral,none,default,animals
14,0,a penguin,zephyr-mistral,none,default,animals
18,0,a penguin,zephyr-mistral,none,default,animals
23,0,a penguin,zephyr-mistral,none,default,animals
57,0,a penguin,zephyr-mistral,none,default,animals
58,0,a penguin,zephyr-mistral,none,default,animals
61,0,a penguin,zephyr-mistral,none,default,animals
108,0,a penguin,zephyr-mistral,none,default,animals
133,0,a penguin,zephyr-mistral,none,default,animals
138,0,a penguin,zephyr-mistral,none,default,animals
152,0,a penguin,zephyr-mistral,none,default,animals
160,0,a penguin,zephyr-mistral,none,default,animals
179,0,a penguin,zephyr-mistral,none,default,animals
188,0,a penguin,zephyr-mistral,none,default,animals
194,0,a penguin,zephyr-mistral,none,default,animals
199,0,a penguin,zephyr-mistral,none,default,animals
200,0,a penguin,zephyr-mistral,none,default,animals
203,0,a penguin,zephyr-mistral,none,default,animals
244,0,a penguin,zephyr-mistral,none,default,animals
252,0,a penguin,zephyr-mistral,none,default,animals
262,0,a penguin,zephyr-mistral,none,default,animals
278,0,a penguin,zephyr-mistral,none,default,animals
281,0,a penguin,zephyr-mistral,none,default,animals
282,0,a penguin,zephyr-mistral,none,default,animals
297,0,a penguin,zephyr-mistral,none,default,animals
314,0,a penguin,zephyr-mistral,none,default,animals
320,0,a penguin,zephyr-mistral,none,default,animals
330,0,a penguin,zephyr-mistral,none,default,animals
351,0,a penguin,zephyr-mistral,none,default,animals
355,0,a penguin,zephyr-mistral,none,default,animals
358,0,a penguin,zephyr-mistral,none,default,animals
362,0,a penguin,zephyr-mistral,none,default,animals
363,0,a penguin,zephyr-mistral,none,default,animals
371,0,a penguin,zephyr-mistral,none,default,animals
397,0,a penguin,zephyr-mistral,none,default,animals
404,0,a penguin,zephyr-mistral,none,default,animals
410,0,a penguin,zephyr-mistral,none,default,animals
426,0,a penguin,zephyr-mistral,none,default,animals
505,0,a penguin,zephyr-mistral,none,default,animals
540,0,a penguin,zephyr-mistral,none,default,animals
550,0,a penguin,zephyr-mistral,none,default,animals
554,0,a penguin,zephyr-mistral,none,default,animals
561,0,a penguin,zephyr-mistral,none,default,animals
563,0,a penguin,zephyr-mistral,none,default,animals
583,0,a penguin,zephyr-mistral,none,default,animals
585,0,a penguin,zephyr-mistral,none,default,animals
588,0,a penguin,zephyr-mistral,none,default,animals
601,0,a penguin,zephyr-mistral,none,default,animals
602,0,a penguin,zephyr-mistral,none,default,animals
608,0,a penguin,zephyr-mistral,none,default,animals
621,0,a penguin,zephyr-mistral,none,default,animals
628,0,a penguin,zephyr-mistral,none,default,animals
641,0,a penguin,zephyr-mistral,none,default,animals
648,0,a penguin,zephyr-mistral,none,default,animals
661,0,a penguin,zephyr-mistral,none,default,animals
686,0,a penguin,zephyr-mistral,none,default,animals
687,0,a penguin,zephyr-mistral,none,default,animals
691,0,a penguin,zephyr-mistral,none,default,animals
701,0,a penguin,zephyr-mistral,none,default,animals
703,0,a penguin,zephyr-mistral,none,default,animals
711,0,a penguin,zephyr-mistral,none,default,animals
729,0,a penguin,zephyr-mistral,none,default,animals
736,0,a penguin,zephyr-mistral,none,default,animals
755,0,a penguin,zephyr-mistral,none,default,animals
767,0,a penguin,zephyr-mistral,none,default,animals
778,0,a penguin,zephyr-mistral,none,default,animals
791,0,a penguin,zephyr-mistral,none,default,animals
802,0,a penguin,zephyr-mistral,none,default,animals
814,0,a penguin,zephyr-mistral,none,default,animals
823,0,a penguin,zephyr-mistral,none,default,animals
828,0,a penguin,zephyr-mistral,none,default,animals
833,0,a penguin,zephyr-mistral,none,default,animals
835,0,a penguin,zephyr-mistral,none,default,animals
836,0,a penguin,zephyr-mistral,none,default,animals
849,0,a penguin,zephyr-mistral,none,default,animals
853,0,a penguin,zephyr-mistral,none,default,animals
854,0,a penguin,zephyr-mistral,none,default,animals
865,0,a penguin,zephyr-mistral,none,default,animals
867,0,a penguin,zephyr-mistral,none,default,animals
876,0,a penguin,zephyr-mistral,none,default,animals
881,0,a penguin,zephyr-mistral,none,default,animals
898,0,a penguin,zephyr-mistral,none,default,animals
21,0,a finch,zephyr-mistral,none,default,animals
25,0,a finch,zephyr-mistral,none,default,animals
51,0,a finch,zephyr-mistral,none,default,animals
78,0,a finch,zephyr-mistral,none,default,animals
83,0,a finch,zephyr-mistral,none,default,animals
87,0,a finch,zephyr-mistral,none,default,animals
101,0,a finch,zephyr-mistral,none,default,animals
110,0,a finch,zephyr-mistral,none,default,animals
114,0,a finch,zephyr-mistral,none,default,animals
124,0,a finch,zephyr-mistral,none,default,animals
144,0,a finch,zephyr-mistral,none,default,animals
145,0,a finch,zephyr-mistral,none,default,animals
156,0,a finch,zephyr-mistral,none,default,animals
165,0,a finch,zephyr-mistral,none,default,animals
171,0,a finch,zephyr-mistral,none,default,animals
173,0,a finch,zephyr-mistral,none,default,animals
175,0,a finch,zephyr-mistral,none,default,animals
176,0,a finch,zephyr-mistral,none,default,animals
183,0,a finch,zephyr-mistral,none,default,animals
193,0,a finch,zephyr-mistral,none,default,animals
201,0,a finch,zephyr-mistral,none,default,animals
215,0,a finch,zephyr-mistral,none,default,animals
220,0,a finch,zephyr-mistral,none,default,animals
233,0,a finch,zephyr-mistral,none,default,animals
246,0,a finch,zephyr-mistral,none,default,animals
266,0,a finch,zephyr-mistral,none,default,animals
268,0,a finch,zephyr-mistral,none,default,animals
275,0,a finch,zephyr-mistral,none,default,animals
276,0,a finch,zephyr-mistral,none,default,animals
288,0,a finch,zephyr-mistral,none,default,animals
294,0,a finch,zephyr-mistral,none,default,animals
302,0,a finch,zephyr-mistral,none,default,animals
305,0,a finch,zephyr-mistral,none,default,animals
309,0,a finch,zephyr-mistral,none,default,animals
326,0,a finch,zephyr-mistral,none,default,animals
328,0,a finch,zephyr-mistral,none,default,animals
344,0,a finch,zephyr-mistral,none,default,animals
359,0,a finch,zephyr-mistral,none,default,animals
380,0,a finch,zephyr-mistral,none,default,animals
395,0,a finch,zephyr-mistral,none,default,animals
401,0,a finch,zephyr-mistral,none,default,animals
413,0,a finch,zephyr-mistral,none,default,animals
421,0,a finch,zephyr-mistral,none,default,animals
435,0,a finch,zephyr-mistral,none,default,animals
447,0,a finch,zephyr-mistral,none,default,animals
448,0,a finch,zephyr-mistral,none,default,animals
452,0,a finch,zephyr-mistral,none,default,animals
453,0,a finch,zephyr-mistral,none,default,animals
461,0,a finch,zephyr-mistral,none,default,animals
486,0,a finch,zephyr-mistral,none,default,animals
495,0,a finch,zephyr-mistral,none,default,animals
502,0,a finch,zephyr-mistral,none,default,animals
507,0,a finch,zephyr-mistral,none,default,animals
539,0,a finch,zephyr-mistral,none,default,animals
553,0,a finch,zephyr-mistral,none,default,animals
556,0,a finch,zephyr-mistral,none,default,animals
576,0,a finch,zephyr-mistral,none,default,animals
579,0,a finch,zephyr-mistral,none,default,animals
582,0,a finch,zephyr-mistral,none,default,animals
598,0,a finch,zephyr-mistral,none,default,animals
599,0,a finch,zephyr-mistral,none,default,animals
622,0,a finch,zephyr-mistral,none,default,animals
624,0,a finch,zephyr-mistral,none,default,animals
640,0,a finch,zephyr-mistral,none,default,animals
644,0,a finch,zephyr-mistral,none,default,animals
654,0,a finch,zephyr-mistral,none,default,animals
658,0,a finch,zephyr-mistral,none,default,animals
671,0,a finch,zephyr-mistral,none,default,animals
674,0,a finch,zephyr-mistral,none,default,animals
677,0,a finch,zephyr-mistral,none,default,animals
690,0,a finch,zephyr-mistral,none,default,animals
694,0,a finch,zephyr-mistral,none,default,animals
712,0,a finch,zephyr-mistral,none,default,animals
717,0,a finch,zephyr-mistral,none,default,animals
722,0,a finch,zephyr-mistral,none,default,animals
756,0,a finch,zephyr-mistral,none,default,animals
769,0,a finch,zephyr-mistral,none,default,animals
772,0,a finch,zephyr-mistral,none,default,animals
774,0,a finch,zephyr-mistral,none,default,animals
800,0,a finch,zephyr-mistral,none,default,animals
805,0,a finch,zephyr-mistral,none,default,animals
818,0,a finch,zephyr-mistral,none,default,animals
831,0,a finch,zephyr-mistral,none,default,animals
855,0,a finch,zephyr-mistral,none,default,animals
871,0,a finch,zephyr-mistral,none,default,animals
873,0,a finch,zephyr-mistral,none,default,animals
892,0,a finch,zephyr-mistral,none,default,animals
895,0,a finch,zephyr-mistral,none,default,animals
3,0,an ostrich,zephyr-mistral,random,default,animals
9,0,an ostrich,zephyr-mistral,random,default,animals
15,0,an ostrich,zephyr-mistral,random,default,animals
20,0,an ostrich,zephyr-mistral,random,default,animals
35,0,an ostrich,zephyr-mistral,random,default,animals
45,0,an ostrich,zephyr-mistral,random,default,animals
73,0,an ostrich,zephyr-mistral,random,default,animals
92,0,an ostrich,zephyr-mistral,random,default,animals
105,0,an ostrich,zephyr-mistral,random,default,animals
112,0,an ostrich,zephyr-mistral,random,default,animals
127,0,an ostrich,zephyr-mistral,random,default,animals
137,0,an ostrich,zephyr-mistral,random,default,animals
155,0,an ostrich,zephyr-mistral,random,default,animals
181,0,an ostrich,zephyr-mistral,random,default,animals
186,0,an ostrich,zephyr-mistral,random,default,animals
196,0,an ostrich,zephyr-mistral,random,default,animals
234,0,an ostrich,zephyr-mistral,random,default,animals
235,0,an ostrich,zephyr-mistral,random,default,animals
269,0,an ostrich,zephyr-mistral,random,default,animals
287,0,an ostrich,zephyr-mistral,random,default,animals
290,0,an ostrich,zephyr-mistral,random,default,animals
296,0,an ostrich,zephyr-mistral,random,default,animals
300,0,an ostrich,zephyr-mistral,random,default,animals
303,0,an ostrich,zephyr-mistral,random,default,animals
307,0,an ostrich,zephyr-mistral,random,default,animals
364,0,an ostrich,zephyr-mistral,random,default,animals
367,0,an ostrich,zephyr-mistral,random,default,animals
368,0,an ostrich,zephyr-mistral,random,default,animals
386,0,an ostrich,zephyr-mistral,random,default,animals
388,0,an ostrich,zephyr-mistral,random,default,animals
400,0,an ostrich,zephyr-mistral,random,default,animals
403,0,an ostrich,zephyr-mistral,random,default,animals
409,0,an ostrich,zephyr-mistral,random,default,animals
412,0,an ostrich,zephyr-mistral,random,default,animals
415,0,an ostrich,zephyr-mistral,random,default,animals
418,0,an ostrich,zephyr-mistral,random,default,animals
422,0,an ostrich,zephyr-mistral,random,default,animals
427,0,an ostrich,zephyr-mistral,random,default,animals
437,0,an ostrich,zephyr-mistral,random,default,animals
450,0,an ostrich,zephyr-mistral,random,default,animals
473,0,an ostrich,zephyr-mistral,random,default,animals
478,0,an ostrich,zephyr-mistral,random,default,animals
482,0,an ostrich,zephyr-mistral,random,default,animals
494,0,an ostrich,zephyr-mistral,random,default,animals
516,0,an ostrich,zephyr-mistral,random,default,animals
517,0,an ostrich,zephyr-mistral,random,default,animals
521,0,an ostrich,zephyr-mistral,random,default,animals
523,0,an ostrich,zephyr-mistral,random,default,animals
527,0,an ostrich,zephyr-mistral,random,default,animals
532,0,an ostrich,zephyr-mistral,random,default,animals
548,0,an ostrich,zephyr-mistral,random,default,animals
549,0,an ostrich,zephyr-mistral,random,default,animals
584,0,an ostrich,zephyr-mistral,random,default,animals
589,0,an ostrich,zephyr-mistral,random,default,animals
610,0,an ostrich,zephyr-mistral,random,default,animals
618,0,an ostrich,zephyr-mistral,random,default,animals
625,0,an ostrich,zephyr-mistral,random,default,animals
631,0,an ostrich,zephyr-mistral,random,default,animals
637,0,an ostrich,zephyr-mistral,random,default,animals
645,0,an ostrich,zephyr-mistral,random,default,animals
655,0,an ostrich,zephyr-mistral,random,default,animals
660,0,an ostrich,zephyr-mistral,random,default,animals
663,0,an ostrich,zephyr-mistral,random,default,animals
666,0,an ostrich,zephyr-mistral,random,default,animals
667,0,an ostrich,zephyr-mistral,random,default,animals
672,0,an ostrich,zephyr-mistral,random,default,animals
692,0,an ostrich,zephyr-mistral,random,default,animals
696,0,an ostrich,zephyr-mistral,random,default,animals
718,0,an ostrich,zephyr-mistral,random,default,animals
727,0,an ostrich,zephyr-mistral,random,default,animals
749,0,an ostrich,zephyr-mistral,random,default,animals
750,0,an ostrich,zephyr-mistral,random,default,animals
754,0,an ostrich,zephyr-mistral,random,default,animals
757,0,an ostrich,zephyr-mistral,random,default,animals
796,0,an ostrich,zephyr-mistral,random,default,animals
822,0,an ostrich,zephyr-mistral,random,default,animals
829,0,an ostrich,zephyr-mistral,random,default,animals
832,0,an ostrich,zephyr-mistral,random,default,animals
834,0,an ostrich,zephyr-mistral,random,default,animals
846,0,an ostrich,zephyr-mistral,random,default,animals
864,0,an ostrich,zephyr-mistral,random,default,animals
893,0,an ostrich,zephyr-mistral,random,default,animals
5,0,a whale,zephyr-mistral,random,default,animals
42,0,a whale,zephyr-mistral,random,default,animals
44,0,a whale,zephyr-mistral,random,default,animals
59,0,a whale,zephyr-mistral,random,default,animals
63,0,a whale,zephyr-mistral,random,default,animals
65,0,a whale,zephyr-mistral,random,default,animals
75,0,a whale,zephyr-mistral,random,default,animals
93,0,a whale,zephyr-mistral,random,default,animals
95,0,a whale,zephyr-mistral,random,default,animals
116,0,a whale,zephyr-mistral,random,default,animals
120,0,a whale,zephyr-mistral,random,default,animals
121,0,a whale,zephyr-mistral,random,default,animals
135,0,a whale,zephyr-mistral,random,default,animals
140,0,a whale,zephyr-mistral,random,default,animals
158,0,a whale,zephyr-mistral,random,default,animals
187,0,a whale,zephyr-mistral,random,default,animals
208,0,a whale,zephyr-mistral,random,default,animals
225,0,a whale,zephyr-mistral,random,default,animals
228,0,a whale,zephyr-mistral,random,default,animals
313,0,a whale,zephyr-mistral,random,default,animals
315,0,a whale,zephyr-mistral,random,default,animals
325,0,a whale,zephyr-mistral,random,default,animals
332,0,a whale,zephyr-mistral,random,default,animals
334,0,a whale,zephyr-mistral,random,default,animals
354,0,a whale,zephyr-mistral,random,default,animals
356,0,a whale,zephyr-mistral,random,default,animals
357,0,a whale,zephyr-mistral,random,default,animals
361,0,a whale,zephyr-mistral,random,default,animals
378,0,a whale,zephyr-mistral,random,default,animals
383,0,a whale,zephyr-mistral,random,default,animals
385,0,a whale,zephyr-mistral,random,default,animals
387,0,a whale,zephyr-mistral,random,default,animals
393,0,a whale,zephyr-mistral,random,default,animals
407,0,a whale,zephyr-mistral,random,default,animals
416,0,a whale,zephyr-mistral,random,default,animals
417,0,a whale,zephyr-mistral,random,default,animals
424,0,a whale,zephyr-mistral,random,default,animals
425,0,a whale,zephyr-mistral,random,default,animals
431,0,a whale,zephyr-mistral,random,default,animals
432,0,a whale,zephyr-mistral,random,default,animals
434,0,a whale,zephyr-mistral,random,default,animals
455,0,a whale,zephyr-mistral,random,default,animals
462,0,a whale,zephyr-mistral,random,default,animals
464,0,a whale,zephyr-mistral,random,default,animals
465,0,a whale,zephyr-mistral,random,default,animals
466,0,a whale,zephyr-mistral,random,default,animals
481,0,a whale,zephyr-mistral,random,default,animals
515,0,a whale,zephyr-mistral,random,default,animals
528,0,a whale,zephyr-mistral,random,default,animals
529,0,a whale,zephyr-mistral,random,default,animals
531,0,a whale,zephyr-mistral,random,default,animals
537,0,a whale,zephyr-mistral,random,default,animals
538,0,a whale,zephyr-mistral,random,default,animals
543,0,a whale,zephyr-mistral,random,default,animals
546,0,a whale,zephyr-mistral,random,default,animals
565,0,a whale,zephyr-mistral,random,default,animals
566,0,a whale,zephyr-mistral,random,default,animals
571,0,a whale,zephyr-mistral,random,default,animals
586,0,a whale,zephyr-mistral,random,default,animals
606,0,a whale,zephyr-mistral,random,default,animals
612,0,a whale,zephyr-mistral,random,default,animals
614,0,a whale,zephyr-mistral,random,default,animals
616,0,a whale,zephyr-mistral,random,default,animals
646,0,a whale,zephyr-mistral,random,default,animals
668,0,a whale,zephyr-mistral,random,default,animals
669,0,a whale,zephyr-mistral,random,default,animals
683,0,a whale,zephyr-mistral,random,default,animals
684,0,a whale,zephyr-mistral,random,default,animals
715,0,a whale,zephyr-mistral,random,default,animals
720,0,a whale,zephyr-mistral,random,default,animals
723,0,a whale,zephyr-mistral,random,default,animals
746,0,a whale,zephyr-mistral,random,default,animals
752,0,a whale,zephyr-mistral,random,default,animals
759,0,a whale,zephyr-mistral,random,default,animals
762,0,a whale,zephyr-mistral,random,default,animals
764,0,a whale,zephyr-mistral,random,default,animals
770,0,a whale,zephyr-mistral,random,default,animals
783,0,a whale,zephyr-mistral,random,default,animals
790,0,a whale,zephyr-mistral,random,default,animals
797,0,a whale,zephyr-mistral,random,default,animals
809,0,a whale,zephyr-mistral,random,default,animals
820,0,a whale,zephyr-mistral,random,default,animals
825,0,a whale,zephyr-mistral,random,default,animals
862,0,a whale,zephyr-mistral,random,default,animals
866,0,a whale,zephyr-mistral,random,default,animals
875,0,a whale,zephyr-mistral,random,default,animals
3,0,an ostrich,zephyr-mistral,nonsense,default,animals
9,0,an ostrich,zephyr-mistral,nonsense,default,animals
15,0,an ostrich,zephyr-mistral,nonsense,default,animals
20,0,an ostrich,zephyr-mistral,nonsense,default,animals
32,0,an ostrich,zephyr-mistral,nonsense,default,animals
35,0,an ostrich,zephyr-mistral,nonsense,default,animals
45,0,an ostrich,zephyr-mistral,nonsense,default,animals
73,0,an ostrich,zephyr-mistral,nonsense,default,animals
105,0,an ostrich,zephyr-mistral,nonsense,default,animals
112,0,an ostrich,zephyr-mistral,nonsense,default,animals
115,0,an ostrich,zephyr-mistral,nonsense,default,animals
137,0,an ostrich,zephyr-mistral,nonsense,default,animals
155,0,an ostrich,zephyr-mistral,nonsense,default,animals
172,0,an ostrich,zephyr-mistral,nonsense,default,animals
181,0,an ostrich,zephyr-mistral,nonsense,default,animals
186,0,an ostrich,zephyr-mistral,nonsense,default,animals
196,0,an ostrich,zephyr-mistral,nonsense,default,animals
234,0,an ostrich,zephyr-mistral,nonsense,default,animals
235,0,an ostrich,zephyr-mistral,nonsense,default,animals
269,0,an ostrich,zephyr-mistral,nonsense,default,animals
287,0,an ostrich,zephyr-mistral,nonsense,default,animals
290,0,an ostrich,zephyr-mistral,nonsense,default,animals
296,0,an ostrich,zephyr-mistral,nonsense,default,animals
300,0,an ostrich,zephyr-mistral,nonsense,default,animals
303,0,an ostrich,zephyr-mistral,nonsense,default,animals
307,0,an ostrich,zephyr-mistral,nonsense,default,animals
364,0,an ostrich,zephyr-mistral,nonsense,default,animals
367,0,an ostrich,zephyr-mistral,nonsense,default,animals
368,0,an ostrich,zephyr-mistral,nonsense,default,animals
386,0,an ostrich,zephyr-mistral,nonsense,default,animals
388,0,an ostrich,zephyr-mistral,nonsense,default,animals
400,0,an ostrich,zephyr-mistral,nonsense,default,animals
403,0,an ostrich,zephyr-mistral,nonsense,default,animals
409,0,an ostrich,zephyr-mistral,nonsense,default,animals
412,0,an ostrich,zephyr-mistral,nonsense,default,animals
415,0,an ostrich,zephyr-mistral,nonsense,default,animals
418,0,an ostrich,zephyr-mistral,nonsense,default,animals
422,0,an ostrich,zephyr-mistral,nonsense,default,animals
427,0,an ostrich,zephyr-mistral,nonsense,default,animals
437,0,an ostrich,zephyr-mistral,nonsense,default,animals
450,0,an ostrich,zephyr-mistral,nonsense,default,animals
482,0,an ostrich,zephyr-mistral,nonsense,default,animals
494,0,an ostrich,zephyr-mistral,nonsense,default,animals
516,0,an ostrich,zephyr-mistral,nonsense,default,animals
517,0,an ostrich,zephyr-mistral,nonsense,default,animals
521,0,an ostrich,zephyr-mistral,nonsense,default,animals
527,0,an ostrich,zephyr-mistral,nonsense,default,animals
548,0,an ostrich,zephyr-mistral,nonsense,default,animals
549,0,an ostrich,zephyr-mistral,nonsense,default,animals
584,0,an ostrich,zephyr-mistral,nonsense,default,animals
587,0,an ostrich,zephyr-mistral,nonsense,default,animals
589,0,an ostrich,zephyr-mistral,nonsense,default,animals
590,0,an ostrich,zephyr-mistral,nonsense,default,animals
600,0,an ostrich,zephyr-mistral,nonsense,default,animals
610,0,an ostrich,zephyr-mistral,nonsense,default,animals
618,0,an ostrich,zephyr-mistral,nonsense,default,animals
625,0,an ostrich,zephyr-mistral,nonsense,default,animals
631,0,an ostrich,zephyr-mistral,nonsense,default,animals
637,0,an ostrich,zephyr-mistral,nonsense,default,animals
655,0,an ostrich,zephyr-mistral,nonsense,default,animals
659,0,an ostrich,zephyr-mistral,nonsense,default,animals
660,0,an ostrich,zephyr-mistral,nonsense,default,animals
663,0,an ostrich,zephyr-mistral,nonsense,default,animals
665,0,an ostrich,zephyr-mistral,nonsense,default,animals
666,0,an ostrich,zephyr-mistral,nonsense,default,animals
667,0,an ostrich,zephyr-mistral,nonsense,default,animals
672,0,an ostrich,zephyr-mistral,nonsense,default,animals
692,0,an ostrich,zephyr-mistral,nonsense,default,animals
696,0,an ostrich,zephyr-mistral,nonsense,default,animals
697,0,an ostrich,zephyr-mistral,nonsense,default,animals
718,0,an ostrich,zephyr-mistral,nonsense,default,animals
727,0,an ostrich,zephyr-mistral,nonsense,default,animals
749,0,an ostrich,zephyr-mistral,nonsense,default,animals
750,0,an ostrich,zephyr-mistral,nonsense,default,animals
796,0,an ostrich,zephyr-mistral,nonsense,default,animals
822,0,an ostrich,zephyr-mistral,nonsense,default,animals
829,0,an ostrich,zephyr-mistral,nonsense,default,animals
832,0,an ostrich,zephyr-mistral,nonsense,default,animals
834,0,an ostrich,zephyr-mistral,nonsense,default,animals
846,0,an ostrich,zephyr-mistral,nonsense,default,animals
864,0,an ostrich,zephyr-mistral,nonsense,default,animals
877,0,an ostrich,zephyr-mistral,nonsense,default,animals
885,0,an ostrich,zephyr-mistral,nonsense,default,animals
893,0,an ostrich,zephyr-mistral,nonsense,default,animals
5,0,a whale,zephyr-mistral,nonsense,default,animals
22,0,a whale,zephyr-mistral,nonsense,default,animals
26,0,a whale,zephyr-mistral,nonsense,default,animals
42,0,a whale,zephyr-mistral,nonsense,default,animals
44,0,a whale,zephyr-mistral,nonsense,default,animals
63,0,a whale,zephyr-mistral,nonsense,default,animals
65,0,a whale,zephyr-mistral,nonsense,default,animals
93,0,a whale,zephyr-mistral,nonsense,default,animals
95,0,a whale,zephyr-mistral,nonsense,default,animals
116,0,a whale,zephyr-mistral,nonsense,default,animals
120,0,a whale,zephyr-mistral,nonsense,default,animals
121,0,a whale,zephyr-mistral,nonsense,default,animals
140,0,a whale,zephyr-mistral,nonsense,default,animals
158,0,a whale,zephyr-mistral,nonsense,default,animals
187,0,a whale,zephyr-mistral,nonsense,default,animals
208,0,a whale,zephyr-mistral,nonsense,default,animals
225,0,a whale,zephyr-mistral,nonsense,default,animals
228,0,a whale,zephyr-mistral,nonsense,default,animals
313,0,a whale,zephyr-mistral,nonsense,default,animals
315,0,a whale,zephyr-mistral,nonsense,default,animals
323,0,a whale,zephyr-mistral,nonsense,default,animals
325,0,a whale,zephyr-mistral,nonsense,default,animals
332,0,a whale,zephyr-mistral,nonsense,default,animals
334,0,a whale,zephyr-mistral,nonsense,default,animals
339,0,a whale,zephyr-mistral,nonsense,default,animals
354,0,a whale,zephyr-mistral,nonsense,default,animals
356,0,a whale,zephyr-mistral,nonsense,default,animals
357,0,a whale,zephyr-mistral,nonsense,default,animals
361,0,a whale,zephyr-mistral,nonsense,default,animals
378,0,a whale,zephyr-mistral,nonsense,default,animals
383,0,a whale,zephyr-mistral,nonsense,default,animals
385,0,a whale,zephyr-mistral,nonsense,default,animals
387,0,a whale,zephyr-mistral,nonsense,default,animals
393,0,a whale,zephyr-mistral,nonsense,default,animals
407,0,a whale,zephyr-mistral,nonsense,default,animals
416,0,a whale,zephyr-mistral,nonsense,default,animals
417,0,a whale,zephyr-mistral,nonsense,default,animals
424,0,a whale,zephyr-mistral,nonsense,default,animals
425,0,a whale,zephyr-mistral,nonsense,default,animals
431,0,a whale,zephyr-mistral,nonsense,default,animals
