Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Joe Biden,499,1.0,27,36,Simplicity,1,0.16,-372.3374865491887,1,1.0,mistral-instruct,none,default,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,none,default,politicians
Ronald Reagan,499,1.0,36,36,Simplicity,1,0.16,-504.4257098123981,1,1.0,mistral-instruct,none,default,politicians
Bernie Sanders,499,1.0,8,36,Simplicity,1,0.16,-119.0155402614021,1,1.0,mistral-instruct,none,default,politicians
George W. Bush,499,1.0,29,36,Simplicity,1,0.16,-411.036806894942,1,1.0,mistral-instruct,none,default,politicians
Barack Obama,499,1.0,23,36,Simplicity,1,0.16,-322.8379592102788,1,1.0,mistral-instruct,none,default,politicians
Abraham Lincoln,499,1.0,59,36,Simplicity,1,0.16,-788.1401571491294,1,1.0,mistral-instruct,none,default,politicians
Richard Nixon,499,1.0,39,36,Simplicity,1,0.16,-524.2981456749293,1,1.0,mistral-instruct,none,default,politicians
a salmon,499,1.0,15,36,Simplicity,1,0.16,-232.52076369637444,1,1.0,mistral-instruct,none,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-530.7926353558322,1,1.0,mistral-instruct,none,default,animals
a seal,499,3.9230769230769234,13,36,Simplicity,3,0.16,-268.2497421193342,1,0.727810650887574,mistral-instruct,none,default,animals
an ostrich,499,1.0,26,36,Simplicity,1,0.16,-489.7932458367196,1,1.0,mistral-instruct,none,default,animals
a whale,499,1.0,13,36,Simplicity,1,0.16,-232.87259839771988,1,1.0,mistral-instruct,none,default,animals
a chicken,499,2.0,6,36,Simplicity,2,0.16,-142.24458741610616,1,0.5555555555555556,mistral-instruct,none,default,animals
a penguin,499,1.0,23,36,Simplicity,1,0.16,-403.5259590132028,1,1.0,mistral-instruct,none,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-460.9335672676039,1,1.0,mistral-instruct,none,default,animals
a finch,499,1.0,17,36,Simplicity,1,0.16,-329.48357235754287,1,1.0,mistral-instruct,none,default,animals
a dolphin,499,1.0,12,36,Simplicity,1,0.16,-208.969744162986,1,1.0,mistral-instruct,none,default,animals
Hillary Clinton,499,1.0,46,36,Simplicity,1,0.16,-577.1400510044512,1,1.0,mistral-instruct,none,default,politicians
Donald Trump,499,1.0,32,36,Simplicity,1,0.16,-482.455165236572,1,1.0,mistral-instruct,none,default,politicians
Joe Biden,499,1.0,27,36,Simplicity,1,0.16,-372.3374865491887,1,1.0,mistral-instruct,none,default,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,none,default,politicians
Ronald Reagan,499,1.0,36,36,Simplicity,1,0.16,-504.4257098123981,1,1.0,mistral-instruct,none,default,politicians
Bernie Sanders,499,1.0,8,36,Simplicity,1,0.16,-119.0155402614021,1,1.0,mistral-instruct,none,default,politicians
George W. Bush,499,1.0,29,36,Simplicity,1,0.16,-411.036806894942,1,1.0,mistral-instruct,none,default,politicians
Barack Obama,499,1.0,23,36,Simplicity,1,0.16,-322.8379592102788,1,1.0,mistral-instruct,none,default,politicians
Abraham Lincoln,499,1.0,59,36,Simplicity,1,0.16,-788.1401571491294,1,1.0,mistral-instruct,none,default,politicians
Richard Nixon,499,1.0,39,36,Simplicity,1,0.16,-524.2981456749293,1,1.0,mistral-instruct,none,default,politicians
a salmon,499,1.0,15,36,Simplicity,1,0.16,-232.52076369637444,1,1.0,mistral-instruct,none,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-530.7926353558322,1,1.0,mistral-instruct,none,default,animals
a seal,499,1.0,13,36,Simplicity,1,0.16,-267.03935310632664,1,1.0,mistral-instruct,none,default,animals
an ostrich,499,1.0,26,36,Simplicity,1,0.16,-489.7932458367196,1,1.0,mistral-instruct,none,default,animals
a whale,499,1.0,13,36,Simplicity,1,0.16,-232.87259839771988,1,1.0,mistral-instruct,none,default,animals
a chicken,499,2.0,6,36,Simplicity,2,0.16,-142.24458741610616,1,0.5555555555555556,mistral-instruct,none,default,animals
a penguin,499,1.0,23,36,Simplicity,1,0.16,-403.5259590132028,1,1.0,mistral-instruct,none,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-460.9335672676039,1,1.0,mistral-instruct,none,default,animals
a finch,499,1.0,17,36,Simplicity,1,0.16,-329.48357235754287,1,1.0,mistral-instruct,none,default,animals
a dolphin,499,1.0,12,36,Simplicity,1,0.16,-208.969744162986,1,1.0,mistral-instruct,none,default,animals
Hillary Clinton,499,1.0,2,36,Simplicity,1,0.16,-44.1650782960643,1,1.0,mistral-instruct,none,1.5,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Hillary Clinton,499,1.0,2,36,Simplicity,1,0.16,-44.1650782960643,1,1.0,mistral-instruct,none,1.5,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Hillary Clinton,499,1.0,2,36,Simplicity,1,0.16,-44.1650782960643,1,1.0,mistral-instruct,none,1.5,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Hillary Clinton,499,1.0,2,36,Simplicity,1,0.16,-44.1650782960643,1,1.0,mistral-instruct,none,1.5,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,none,1.5,politicians
a salmon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,random,default,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a chicken,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,mistral-instruct,random,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
Hillary Clinton,499,4.5,4,36,Simplicity,3,0.16,-104.48058782163474,1,0.375,mistral-instruct,random,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Ronald Reagan,499,1.0,3,36,Simplicity,1,0.16,-64.50833205079621,1,1.0,mistral-instruct,random,default,politicians
Bernie Sanders,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
George W. Bush,499,4.5,4,36,Simplicity,3,0.16,-100.51858488390155,1,0.375,mistral-instruct,random,default,politicians
Abraham Lincoln,499,1.0,6,36,Simplicity,1,0.16,-146.99864347536763,1,1.0,mistral-instruct,random,default,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-78.14099496035679,1,0.5555555555555556,mistral-instruct,random,default,politicians
a salmon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,random,default,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a chicken,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,mistral-instruct,random,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
Hillary Clinton,499,4.5,4,36,Simplicity,3,0.16,-104.48058782163474,1,0.375,mistral-instruct,random,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Ronald Reagan,499,1.0,3,36,Simplicity,1,0.16,-64.50833205079621,1,1.0,mistral-instruct,random,default,politicians
Bernie Sanders,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
George W. Bush,499,4.5,4,36,Simplicity,3,0.16,-100.51858488390155,1,0.375,mistral-instruct,random,default,politicians
Abraham Lincoln,499,1.0,6,36,Simplicity,1,0.16,-146.99864347536763,1,1.0,mistral-instruct,random,default,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-78.14099496035679,1,0.5555555555555556,mistral-instruct,random,default,politicians
a salmon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,random,default,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a chicken,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,mistral-instruct,random,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
Hillary Clinton,499,4.5,4,36,Simplicity,3,0.16,-104.48058782163474,1,0.375,mistral-instruct,random,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Ronald Reagan,499,1.0,3,36,Simplicity,1,0.16,-64.50833205079621,1,1.0,mistral-instruct,random,default,politicians
Bernie Sanders,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
George W. Bush,499,4.5,4,36,Simplicity,3,0.16,-100.51858488390155,1,0.375,mistral-instruct,random,default,politicians
Abraham Lincoln,499,1.0,6,36,Simplicity,1,0.16,-146.99864347536763,1,1.0,mistral-instruct,random,default,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-78.14099496035679,1,0.5555555555555556,mistral-instruct,random,default,politicians
a salmon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,random,default,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,animals
a chicken,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,mistral-instruct,random,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,animals
Hillary Clinton,499,4.5,4,36,Simplicity,3,0.16,-104.48058782163474,1,0.375,mistral-instruct,random,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,random,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
Ronald Reagan,499,1.0,3,36,Simplicity,1,0.16,-64.50833205079621,1,1.0,mistral-instruct,random,default,politicians
Bernie Sanders,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,random,default,politicians
George W. Bush,499,4.5,4,36,Simplicity,3,0.16,-100.51858488390155,1,0.375,mistral-instruct,random,default,politicians
Abraham Lincoln,499,1.0,6,36,Simplicity,1,0.16,-146.99864347536763,1,1.0,mistral-instruct,random,default,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-78.14099496035679,1,0.5555555555555556,mistral-instruct,random,default,politicians
Hillary Clinton,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Ronald Reagan,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
George W. Bush,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,5,36,Simplicity,1,0.16,-116.11573152363418,1,1.0,mistral-instruct,nonsense,default,politicians
Richard Nixon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
an eagle,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,animals
Hillary Clinton,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Ronald Reagan,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
George W. Bush,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,5,36,Simplicity,1,0.16,-116.11573152363418,1,1.0,mistral-instruct,nonsense,default,politicians
Richard Nixon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
an eagle,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,animals
Hillary Clinton,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Ronald Reagan,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
George W. Bush,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,5,36,Simplicity,1,0.16,-116.11573152363418,1,1.0,mistral-instruct,nonsense,default,politicians
Richard Nixon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
an eagle,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,animals
Hillary Clinton,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,politicians
Ronald Reagan,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
George W. Bush,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,5,36,Simplicity,1,0.16,-116.11573152363418,1,1.0,mistral-instruct,nonsense,default,politicians
Richard Nixon,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,mistral-instruct,nonsense,default,politicians
an eagle,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,nonsense,default,animals
a salmon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
an eagle,499,7.6,5,36,Simplicity,4,0.16,-131.04332423422687,1,0.28,mistral-instruct,identity,default,animals
a seal,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
an ostrich,499,20.33333333333333,9,36,Simplicity,7,0.16,-230.4435704334867,1,0.1851851851851851,mistral-instruct,identity,default,animals
a whale,499,7.6,5,36,Simplicity,4,0.16,-127.08132129649373,1,0.28,mistral-instruct,identity,default,animals
a penguin,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
a finch,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,mistral-instruct,identity,default,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
Hillary Clinton,499,1.0,25,36,Simplicity,1,0.16,-386.2171367378479,1,1.0,mistral-instruct,identity,default,politicians
Donald Trump,499,2.0,13,36,Simplicity,2,0.16,-310.29647425042657,1,0.8579881656804735,mistral-instruct,identity,default,politicians
Joe Biden,499,2.0,6,36,Simplicity,2,0.16,-143.1124299636001,1,0.7222222222222223,mistral-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-40.203075358331134,1,1.0,mistral-instruct,identity,default,politicians
Ronald Reagan,499,1.0,16,36,Simplicity,1,0.16,-343.344799066956,1,1.0,mistral-instruct,identity,default,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,politicians
George W. Bush,499,1.0,19,36,Simplicity,1,0.16,-382.49039408623526,1,1.0,mistral-instruct,identity,default,politicians
Barack Obama,499,1.0,15,36,Simplicity,1,0.16,-277.5207743701456,1,1.0,mistral-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-428.1151055954864,1,1.0,mistral-instruct,identity,default,politicians
Richard Nixon,499,2.0,24,36,Simplicity,2,0.16,-474.7410735251073,1,0.9201388888888892,mistral-instruct,identity,default,politicians
a salmon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
an eagle,499,7.6,5,36,Simplicity,4,0.16,-131.04332423422687,1,0.28,mistral-instruct,identity,default,animals
a seal,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
an ostrich,499,20.33333333333333,9,36,Simplicity,7,0.16,-230.4435704334867,1,0.1851851851851851,mistral-instruct,identity,default,animals
a whale,499,7.6,5,36,Simplicity,4,0.16,-127.08132129649373,1,0.28,mistral-instruct,identity,default,animals
a penguin,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
a finch,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,mistral-instruct,identity,default,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
Hillary Clinton,499,1.0,27,36,Simplicity,1,0.16,-419.7195326127742,1,1.0,mistral-instruct,identity,default,politicians
Donald Trump,499,2.0,13,36,Simplicity,2,0.16,-310.29647425042657,1,0.8579881656804735,mistral-instruct,identity,default,politicians
Joe Biden,499,2.0,6,36,Simplicity,2,0.16,-143.1124299636001,1,0.7222222222222223,mistral-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-40.203075358331134,1,1.0,mistral-instruct,identity,default,politicians
Ronald Reagan,499,1.0,16,36,Simplicity,1,0.16,-343.344799066956,1,1.0,mistral-instruct,identity,default,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,politicians
George W. Bush,499,1.0,19,36,Simplicity,1,0.16,-382.49039408623526,1,1.0,mistral-instruct,identity,default,politicians
Barack Obama,499,1.0,15,36,Simplicity,1,0.16,-277.5207743701456,1,1.0,mistral-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-484.0855111750912,1,1.0,mistral-instruct,identity,default,politicians
Richard Nixon,499,2.0,24,36,Simplicity,2,0.16,-474.7410735251073,1,0.9201388888888892,mistral-instruct,identity,default,politicians
