Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Donald Trump,499,1.0,73,36,Simplicity,1,0.16,-55.324128767294056,1,1.0,llama2-chat,none,default,politicians
Joe Biden,499,1.0,75,36,Simplicity,1,0.16,-61.64619564177259,1,1.0,llama2-chat,none,default,politicians
Elizabeth Warren,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
Ronald Reagan,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
Bernie Sanders,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
George W. Bush,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
Barack Obama,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
Abraham Lincoln,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
Richard Nixon,499,1.0,75,36,Simplicity,1,0.16,-55.50738925676664,1,1.0,llama2-chat,none,default,politicians
a salmon,499,1.0,86,36,Simplicity,1,0.16,-62.71222294472878,1,1.0,llama2-chat,none,default,animals
an eagle,499,1.0,83,36,Simplicity,1,0.16,-56.19445541225626,1,1.0,llama2-chat,none,default,animals
a seal,499,1.0,85,36,Simplicity,1,0.16,-56.3558396723851,1,1.0,llama2-chat,none,default,animals
an ostrich,499,1.0,96,36,Simplicity,1,0.16,-57.18052856143207,1,1.0,llama2-chat,none,default,animals
a whale,499,1.0,98,36,Simplicity,1,0.16,-57.32023313261378,1,1.0,llama2-chat,none,default,animals
a chicken,499,1.0,98,36,Simplicity,1,0.16,-57.32023313261378,1,1.0,llama2-chat,none,default,animals
a penguin,499,1.0,86,36,Simplicity,1,0.16,-66.99652268859992,1,1.0,llama2-chat,none,default,animals
a robin,499,1.0,76,36,Simplicity,1,0.16,-55.597189536288695,1,1.0,llama2-chat,none,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-57.457108899743545,1,1.0,llama2-chat,none,default,animals
a dolphin,499,1.0,84,36,Simplicity,1,0.16,-56.27562912581003,1,1.0,llama2-chat,none,default,animals
Hillary Clinton,499,1.0,85,36,Simplicity,1,0.16,-92.88388815008064,1,1.0,llama2-chat,none,default,politicians
Donald Trump,499,1.0,73,36,Simplicity,1,0.16,-55.324128767294056,1,1.0,llama2-chat,none,default,politicians
Joe Biden,499,1.0,79,36,Simplicity,1,0.16,-62.05098688404932,1,1.0,llama2-chat,none,default,politicians
Elizabeth Warren,499,1.0,96,36,Simplicity,1,0.16,-57.18052856143207,1,1.0,llama2-chat,none,default,politicians
Ronald Reagan,499,1.0,98,36,Simplicity,1,0.16,-57.32023313261378,1,1.0,llama2-chat,none,default,politicians
Bernie Sanders,499,1.0,98,36,Simplicity,1,0.16,-57.32023313261378,1,1.0,llama2-chat,none,default,politicians
George W. Bush,499,1.0,86,36,Simplicity,1,0.16,-56.43510964095525,1,1.0,llama2-chat,none,default,politicians
Barack Obama,499,1.0,76,36,Simplicity,1,0.16,-55.597189536288695,1,1.0,llama2-chat,none,default,politicians
Abraham Lincoln,499,1.0,100,36,Simplicity,1,0.16,-57.457108899743545,1,1.0,llama2-chat,none,default,politicians
Richard Nixon,499,1.0,84,36,Simplicity,1,0.16,-56.27562912581003,1,1.0,llama2-chat,none,default,politicians
Hillary Clinton,499,1.0,25,36,Simplicity,1,0.16,-79.60986812686147,1,1.0,llama2-chat,none,1.5,politicians
Donald Trump,499,1.0,25,36,Simplicity,1,0.16,-68.29318949225649,1,1.0,llama2-chat,none,1.5,politicians
Joe Biden,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,llama2-chat,none,1.5,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-73.31046932907148,1,1.0,llama2-chat,none,1.5,politicians
Ronald Reagan,499,1.0,25,36,Simplicity,1,0.16,-68.18925640664926,1,1.0,llama2-chat,none,1.5,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-63.09273481432413,1,1.0,llama2-chat,none,1.5,politicians
George W. Bush,499,1.0,25,36,Simplicity,1,0.16,-79.11530778312704,1,1.0,llama2-chat,none,1.5,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-48.04089530387935,1,1.0,llama2-chat,none,1.5,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-68.11001465113907,1,1.0,llama2-chat,none,1.5,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-61.06946162509571,1,1.0,llama2-chat,none,1.5,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-61.86008837678504,1,1.0,llama2-chat,none,1.5,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-53.05817514069428,1,1.0,llama2-chat,none,1.5,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-68.29318949225649,1,1.0,llama2-chat,none,1.5,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-60.28190300785509,1,1.0,llama2-chat,none,1.5,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-80.35102235511485,1,1.0,llama2-chat,none,1.5,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-70.62137013243955,1,1.0,llama2-chat,none,1.5,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-66.08674146191063,1,1.0,llama2-chat,none,1.5,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-56.05218178828077,1,1.0,llama2-chat,none,1.5,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-48.04089530387935,1,1.0,llama2-chat,none,1.5,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-73.7371093898632,1,1.0,llama2-chat,none,1.5,animals
Hillary Clinton,499,1.0,50,36,Simplicity,1,0.16,-118.80144149192154,1,1.0,llama2-chat,none,1.5,politicians
Donald Trump,499,1.0,50,36,Simplicity,1,0.16,-83.90740771210308,1,1.0,llama2-chat,none,1.5,politicians
Joe Biden,499,1.0,50,36,Simplicity,1,0.16,-89.92888155994851,1,1.0,llama2-chat,none,1.5,politicians
Elizabeth Warren,499,1.0,50,36,Simplicity,1,0.16,-94.9951198195578,1,1.0,llama2-chat,none,1.5,politicians
Ronald Reagan,499,1.0,50,36,Simplicity,1,0.16,-88.77661767405097,1,1.0,llama2-chat,none,1.5,politicians
Bernie Sanders,499,1.0,50,36,Simplicity,1,0.16,-86.8454437059754,1,1.0,llama2-chat,none,1.5,politicians
George W. Bush,499,1.0,50,36,Simplicity,1,0.16,-111.01934050406167,1,1.0,llama2-chat,none,1.5,politicians
Barack Obama,499,1.0,50,36,Simplicity,1,0.16,-58.48413207299004,1,1.0,llama2-chat,none,1.5,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-95.65654330839465,1,1.0,llama2-chat,none,1.5,politicians
Richard Nixon,499,1.0,50,36,Simplicity,1,0.16,-80.51242871574803,1,1.0,llama2-chat,none,1.5,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-89.30014532991736,1,1.0,llama2-chat,none,1.5,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-58.48413207299006,1,1.0,llama2-chat,none,1.5,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-89.6723871606772,1,1.0,llama2-chat,none,1.5,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-80.67204450523447,1,1.0,llama2-chat,none,1.5,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-106.06729960400564,1,1.0,llama2-chat,none,1.5,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-87.72554979783267,1,1.0,llama2-chat,none,1.5,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-93.40958433637368,1,1.0,llama2-chat,none,1.5,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-85.57866697535731,1,1.0,llama2-chat,none,1.5,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-58.48413207299004,1,1.0,llama2-chat,none,1.5,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-101.51085437001396,1,1.0,llama2-chat,none,1.5,animals
Hillary Clinton,499,1.0,75,36,Simplicity,1,0.16,-156.56270404775785,1,1.0,llama2-chat,none,1.5,politicians
Donald Trump,499,1.0,70,36,Simplicity,1,0.16,-89.40229838088842,1,1.0,llama2-chat,none,1.5,politicians
Joe Biden,499,1.0,69,36,Simplicity,1,0.16,-110.63292906949532,1,1.0,llama2-chat,none,1.5,politicians
Elizabeth Warren,499,1.0,75,36,Simplicity,1,0.16,-122.35865036177708,1,1.0,llama2-chat,none,1.5,politicians
Ronald Reagan,499,1.0,75,36,Simplicity,1,0.16,-112.30537773773032,1,1.0,llama2-chat,none,1.5,politicians
Bernie Sanders,499,1.0,75,36,Simplicity,1,0.16,-120.53559678280092,1,1.0,llama2-chat,none,1.5,politicians
George W. Bush,499,1.0,75,36,Simplicity,1,0.16,-140.12617115622396,1,1.0,llama2-chat,none,1.5,politicians
Barack Obama,499,1.0,75,36,Simplicity,1,0.16,-78.06803723018886,1,1.0,llama2-chat,none,1.5,politicians
Abraham Lincoln,499,1.0,75,36,Simplicity,1,0.16,-111.59128505411572,1,1.0,llama2-chat,none,1.5,politicians
Richard Nixon,499,1.0,75,36,Simplicity,1,0.16,-99.96952637598028,1,1.0,llama2-chat,none,1.5,politicians
a salmon,499,1.0,75,36,Simplicity,1,0.16,-104.79625385737036,1,1.0,llama2-chat,none,1.5,animals
an eagle,499,1.0,75,36,Simplicity,1,0.16,-65.79042446017694,1,1.0,llama2-chat,none,1.5,animals
a seal,499,1.0,75,36,Simplicity,1,0.16,-106.8964121902782,1,1.0,llama2-chat,none,1.5,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-103.50325580021604,1,1.0,llama2-chat,none,1.5,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-128.01312664253197,1,1.0,llama2-chat,none,1.5,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-106.3000377373322,1,1.0,llama2-chat,none,1.5,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-131.34605696399578,1,1.0,llama2-chat,none,1.5,animals
a robin,499,1.0,75,36,Simplicity,1,0.16,-100.87928838221984,1,1.0,llama2-chat,none,1.5,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-61.646195641772586,1,1.0,llama2-chat,none,1.5,animals
a dolphin,499,1.0,75,36,Simplicity,1,0.16,-129.52695601012584,1,1.0,llama2-chat,none,1.5,animals
Hillary Clinton,499,1.0,77,36,Simplicity,1,0.16,-157.6023293617978,1,1.0,llama2-chat,none,1.5,politicians
Donald Trump,499,1.0,70,36,Simplicity,1,0.16,-89.40229838088842,1,1.0,llama2-chat,none,1.5,politicians
Joe Biden,499,1.0,69,36,Simplicity,1,0.16,-110.63292906949532,1,1.0,llama2-chat,none,1.5,politicians
Elizabeth Warren,499,1.0,94,36,Simplicity,1,0.16,-144.49556380559972,1,1.0,llama2-chat,none,1.5,politicians
Ronald Reagan,499,1.0,95,36,Simplicity,1,0.16,-121.97461953260564,1,1.0,llama2-chat,none,1.5,politicians
Bernie Sanders,499,1.0,98,36,Simplicity,1,0.16,-147.04640789486788,1,1.0,llama2-chat,none,1.5,politicians
George W. Bush,499,1.0,83,36,Simplicity,1,0.16,-143.03265353483545,1,1.0,llama2-chat,none,1.5,politicians
Barack Obama,499,1.0,76,36,Simplicity,1,0.16,-78.2115963673089,1,1.0,llama2-chat,none,1.5,politicians
Abraham Lincoln,499,1.0,100,36,Simplicity,1,0.16,-134.7701885749291,1,1.0,llama2-chat,none,1.5,politicians
Richard Nixon,499,1.0,79,36,Simplicity,1,0.16,-100.97474038904474,1,1.0,llama2-chat,none,1.5,politicians
a salmon,499,1.0,86,36,Simplicity,1,0.16,-122.01702860999926,1,1.0,llama2-chat,none,1.5,animals
an eagle,499,1.0,83,36,Simplicity,1,0.16,-66.6837079514642,1,1.0,llama2-chat,none,1.5,animals
a seal,499,1.0,85,36,Simplicity,1,0.16,-109.72968954353952,1,1.0,llama2-chat,none,1.5,animals
an ostrich,499,1.0,96,36,Simplicity,1,0.16,-113.09485431739084,1,1.0,llama2-chat,none,1.5,animals
a whale,499,1.0,98,36,Simplicity,1,0.16,-136.80991032149257,1,1.0,llama2-chat,none,1.5,animals
a chicken,499,1.0,97,36,Simplicity,1,0.16,-121.78630460136702,1,1.0,llama2-chat,none,1.5,animals
a penguin,499,1.0,86,36,Simplicity,1,0.16,-142.84118208122229,1,1.0,llama2-chat,none,1.5,animals
a robin,499,1.0,76,36,Simplicity,1,0.16,-101.12036774050748,1,1.0,llama2-chat,none,1.5,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-68.32460386594315,1,1.0,llama2-chat,none,1.5,animals
a dolphin,499,1.0,84,36,Simplicity,1,0.16,-137.05361095799162,1,1.0,llama2-chat,none,1.5,animals
a salmon,499,1.0,25,36,Simplicity,1,0.16,-136.86621399282782,1,1.0,llama2-chat,none,2.0,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-94.16714729357189,1,1.0,llama2-chat,none,2.0,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-127.87464786395722,1,1.0,llama2-chat,none,2.0,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-90.31025380789488,1,1.0,llama2-chat,none,2.0,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-132.46528763998043,1,1.0,llama2-chat,none,2.0,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-100.05429563758634,1,1.0,llama2-chat,none,2.0,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-145.99973577749864,1,1.0,llama2-chat,none,2.0,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-115.9416157453848,1,1.0,llama2-chat,none,2.0,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-102.93149718367512,1,1.0,llama2-chat,none,2.0,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-122.73563541730516,1,1.0,llama2-chat,none,2.0,animals
Hillary Clinton,499,1.0,21,36,Simplicity,1,0.16,-120.79477394062071,1,1.0,llama2-chat,none,2.0,politicians
Donald Trump,499,1.0,25,36,Simplicity,1,0.16,-91.47804809693996,1,1.0,llama2-chat,none,2.0,politicians
Joe Biden,499,1.0,25,36,Simplicity,1,0.16,-105.96613531169794,1,1.0,llama2-chat,none,2.0,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-119.43978945321273,1,1.0,llama2-chat,none,2.0,politicians
Ronald Reagan,499,1.0,25,36,Simplicity,1,0.16,-101.39087516073268,1,1.0,llama2-chat,none,2.0,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-132.8394797230815,1,1.0,llama2-chat,none,2.0,politicians
George W. Bush,499,1.0,25,36,Simplicity,1,0.16,-139.06311583706255,1,1.0,llama2-chat,none,2.0,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-96.37359532391778,1,1.0,llama2-chat,none,2.0,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-94.77696219548103,1,1.0,llama2-chat,none,2.0,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-108.61460302789348,1,1.0,llama2-chat,none,2.0,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-222.58482291493985,1,1.0,llama2-chat,none,2.0,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-168.535054498203,1,1.0,llama2-chat,none,2.0,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-216.6071336522773,1,1.0,llama2-chat,none,2.0,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-170.5126140781915,1,1.0,llama2-chat,none,2.0,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-244.98591516504328,1,1.0,llama2-chat,none,2.0,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-164.41011618926058,1,1.0,llama2-chat,none,2.0,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-266.1459826667822,1,1.0,llama2-chat,none,2.0,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-197.8277157091003,1,1.0,llama2-chat,none,2.0,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-174.57201312986183,1,1.0,llama2-chat,none,2.0,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-197.2772655844635,1,1.0,llama2-chat,none,2.0,animals
Hillary Clinton,499,1.0,21,36,Simplicity,1,0.16,-120.79477394062071,1,1.0,llama2-chat,none,2.0,politicians
Donald Trump,499,1.0,36,36,Simplicity,1,0.16,-114.66694370452517,1,1.0,llama2-chat,none,2.0,politicians
Joe Biden,499,1.0,30,36,Simplicity,1,0.16,-116.0143076672072,1,1.0,llama2-chat,none,2.0,politicians
Elizabeth Warren,499,1.0,45,36,Simplicity,1,0.16,-180.85929714080189,1,1.0,llama2-chat,none,2.0,politicians
Ronald Reagan,499,1.0,50,36,Simplicity,1,0.16,-152.1401420548746,1,1.0,llama2-chat,none,2.0,politicians
Bernie Sanders,499,1.0,38,36,Simplicity,1,0.16,-174.770345206382,1,1.0,llama2-chat,none,2.0,politicians
George W. Bush,499,1.0,41,36,Simplicity,1,0.16,-203.68056077578092,1,1.0,llama2-chat,none,2.0,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-96.37359532391778,1,1.0,llama2-chat,none,2.0,politicians
Abraham Lincoln,499,1.0,45,36,Simplicity,1,0.16,-165.48684392853465,1,1.0,llama2-chat,none,2.0,politicians
Richard Nixon,499,1.0,32,36,Simplicity,1,0.16,-129.531259363253,1,1.0,llama2-chat,none,2.0,politicians
a salmon,499,1.0,75,36,Simplicity,1,0.16,-359.58427959459965,1,1.0,llama2-chat,none,2.0,animals
an eagle,499,1.0,75,36,Simplicity,1,0.16,-231.7867411180913,1,1.0,llama2-chat,none,2.0,animals
a seal,499,1.0,75,36,Simplicity,1,0.16,-315.8658526744801,1,1.0,llama2-chat,none,2.0,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-251.07371479048595,1,1.0,llama2-chat,none,2.0,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-389.2843117526673,1,1.0,llama2-chat,none,2.0,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-228.59680911713528,1,1.0,llama2-chat,none,2.0,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-375.7466152801652,1,1.0,llama2-chat,none,2.0,animals
a robin,499,1.0,69,36,Simplicity,1,0.16,-250.77035024004869,1,1.0,llama2-chat,none,2.0,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-240.0232923974672,1,1.0,llama2-chat,none,2.0,animals
a dolphin,499,1.0,75,36,Simplicity,1,0.16,-292.6664527883136,1,1.0,llama2-chat,none,2.0,animals
Hillary Clinton,499,1.0,21,36,Simplicity,1,0.16,-120.79477394062071,1,1.0,llama2-chat,none,2.0,politicians
Donald Trump,499,1.0,36,36,Simplicity,1,0.16,-114.66694370452517,1,1.0,llama2-chat,none,2.0,politicians
Joe Biden,499,1.0,30,36,Simplicity,1,0.16,-116.0143076672072,1,1.0,llama2-chat,none,2.0,politicians
Elizabeth Warren,499,1.0,45,36,Simplicity,1,0.16,-180.85929714080189,1,1.0,llama2-chat,none,2.0,politicians
Ronald Reagan,499,1.0,52,36,Simplicity,1,0.16,-165.20124445943318,1,1.0,llama2-chat,none,2.0,politicians
Bernie Sanders,499,1.0,38,36,Simplicity,1,0.16,-174.770345206382,1,1.0,llama2-chat,none,2.0,politicians
George W. Bush,499,1.0,41,36,Simplicity,1,0.16,-203.68056077578092,1,1.0,llama2-chat,none,2.0,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-96.37359532391778,1,1.0,llama2-chat,none,2.0,politicians
Abraham Lincoln,499,1.0,45,36,Simplicity,1,0.16,-165.48684392853465,1,1.0,llama2-chat,none,2.0,politicians
Richard Nixon,499,1.0,32,36,Simplicity,1,0.16,-129.531259363253,1,1.0,llama2-chat,none,2.0,politicians
a salmon,499,1.0,82,36,Simplicity,1,0.16,-391.71390497705033,1,1.0,llama2-chat,none,2.0,animals
an eagle,499,1.0,75,36,Simplicity,1,0.16,-231.7867411180913,1,1.0,llama2-chat,none,2.0,animals
a seal,499,1.0,81,36,Simplicity,1,0.16,-338.477436668276,1,1.0,llama2-chat,none,2.0,animals
an ostrich,499,1.0,86,36,Simplicity,1,0.16,-278.5590445808816,1,1.0,llama2-chat,none,2.0,animals
a whale,499,1.0,94,36,Simplicity,1,0.16,-486.6375383764244,1,1.0,llama2-chat,none,2.0,animals
a chicken,499,1.0,90,36,Simplicity,1,0.16,-257.7908557699834,1,1.0,llama2-chat,none,2.0,animals
a penguin,499,1.0,78,36,Simplicity,1,0.16,-383.6711544796419,1,1.0,llama2-chat,none,2.0,animals
a robin,499,1.0,69,36,Simplicity,1,0.16,-250.77035024004869,1,1.0,llama2-chat,none,2.0,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-307.99707838176647,1,1.0,llama2-chat,none,2.0,animals
a dolphin,499,1.0,80,36,Simplicity,1,0.16,-301.5919434320672,1,1.0,llama2-chat,none,2.0,animals
Hillary Clinton,499,1.0,21,36,Simplicity,1,0.16,-120.79477394062071,1,1.0,llama2-chat,none,2.0,politicians
Donald Trump,499,1.0,36,36,Simplicity,1,0.16,-114.66694370452517,1,1.0,llama2-chat,none,2.0,politicians
Joe Biden,499,1.0,30,36,Simplicity,1,0.16,-116.0143076672072,1,1.0,llama2-chat,none,2.0,politicians
