Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Joe Biden,499,1.0,14,36,Simplicity,1,0.16,-141.58308871649317,1,1.0,zephyr-mistral,none,default,politicians
Elizabeth Warren,499,1.0,18,36,Simplicity,1,0.16,-126.978875074477,1,1.0,zephyr-mistral,none,default,politicians
Ronald Reagan,499,1.0,19,36,Simplicity,1,0.16,-171.97399531237136,1,1.0,zephyr-mistral,none,default,politicians
Bernie Sanders,499,1.0,23,36,Simplicity,1,0.16,-153.8377650430374,1,1.0,zephyr-mistral,none,default,politicians
George W. Bush,499,1.0,5,36,Simplicity,1,0.16,-63.99059677512927,1,1.0,zephyr-mistral,none,default,politicians
Barack Obama,499,1.0,7,36,Simplicity,1,0.16,-77.28169323345372,1,1.0,zephyr-mistral,none,default,politicians
Richard Nixon,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,zephyr-mistral,none,default,politicians
a salmon,499,1.0,30,36,Simplicity,1,0.16,-384.35959696054334,1,1.0,zephyr-mistral,none,default,animals
an eagle,499,1.0,4,36,Simplicity,1,0.16,-38.32503058112724,1,1.0,zephyr-mistral,none,default,animals
a seal,499,1.0,61,36,Simplicity,1,0.16,-376.23725363089,1,1.0,zephyr-mistral,none,default,animals
an ostrich,499,1.0,71,36,Simplicity,1,0.16,-205.8269145979562,1,1.0,zephyr-mistral,none,default,animals
a whale,499,1.0,55,36,Simplicity,1,0.16,-494.3050011799965,1,1.0,zephyr-mistral,none,default,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-78.06803723018885,1,1.0,zephyr-mistral,none,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-748.1809505913976,1,1.0,zephyr-mistral,none,default,animals
a robin,499,1.0,63,36,Simplicity,1,0.16,-111.18247485168315,1,1.0,zephyr-mistral,none,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-90.8299801044519,1,1.0,zephyr-mistral,none,default,animals
a dolphin,499,1.0,57,36,Simplicity,1,0.16,-647.4844703707859,1,1.0,zephyr-mistral,none,default,animals
Hillary Clinton,499,1.0,19,36,Simplicity,1,0.16,-204.8854603417522,1,1.0,zephyr-mistral,none,default,politicians
Donald Trump,499,1.0,20,36,Simplicity,1,0.16,-256.31273580985703,1,1.0,zephyr-mistral,none,default,politicians
Joe Biden,499,1.0,14,36,Simplicity,1,0.16,-141.58308871649317,1,1.0,zephyr-mistral,none,default,politicians
Elizabeth Warren,499,1.0,18,36,Simplicity,1,0.16,-126.978875074477,1,1.0,zephyr-mistral,none,default,politicians
Ronald Reagan,499,1.0,19,36,Simplicity,1,0.16,-171.97399531237136,1,1.0,zephyr-mistral,none,default,politicians
Bernie Sanders,499,1.0,23,36,Simplicity,1,0.16,-153.8377650430374,1,1.0,zephyr-mistral,none,default,politicians
George W. Bush,499,1.0,5,36,Simplicity,1,0.16,-63.99059677512927,1,1.0,zephyr-mistral,none,default,politicians
Barack Obama,499,1.0,7,36,Simplicity,1,0.16,-77.28169323345372,1,1.0,zephyr-mistral,none,default,politicians
Richard Nixon,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,zephyr-mistral,none,default,politicians
a salmon,499,1.0,30,36,Simplicity,1,0.16,-384.35959696054334,1,1.0,zephyr-mistral,none,default,animals
an eagle,499,1.0,4,36,Simplicity,1,0.16,-38.32503058112724,1,1.0,zephyr-mistral,none,default,animals
a seal,499,1.0,61,36,Simplicity,1,0.16,-376.23725363089,1,1.0,zephyr-mistral,none,default,animals
an ostrich,499,1.0,71,36,Simplicity,1,0.16,-205.8269145979562,1,1.0,zephyr-mistral,none,default,animals
a whale,499,1.0,55,36,Simplicity,1,0.16,-494.3050011799965,1,1.0,zephyr-mistral,none,default,animals
a chicken,499,1.0,83,36,Simplicity,1,0.16,-79.1662080102015,1,1.0,zephyr-mistral,none,default,animals
a penguin,499,1.0,81,36,Simplicity,1,0.16,-791.2997136951544,1,1.0,zephyr-mistral,none,default,animals
a robin,499,1.0,63,36,Simplicity,1,0.16,-111.18247485168315,1,1.0,zephyr-mistral,none,default,animals
a finch,499,1.0,88,36,Simplicity,1,0.16,-97.36436559910868,1,1.0,zephyr-mistral,none,default,animals
a dolphin,499,1.0,57,36,Simplicity,1,0.16,-647.4844703707859,1,1.0,zephyr-mistral,none,default,animals
a salmon,499,1.0,17,36,Simplicity,1,0.16,-250.36503983117976,1,1.0,zephyr-mistral,none,1.5,animals
an eagle,499,1.0,9,36,Simplicity,1,0.16,-52.82404915547463,1,1.0,zephyr-mistral,none,1.5,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-191.0879405575683,1,1.0,zephyr-mistral,none,1.5,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0,zephyr-mistral,none,1.5,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-324.73947535474423,1,1.0,zephyr-mistral,none,1.5,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,zephyr-mistral,none,1.5,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-302.7768138297196,1,1.0,zephyr-mistral,none,1.5,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-85.1033210783001,1,1.0,zephyr-mistral,none,1.5,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-90.38558202874472,1,1.0,zephyr-mistral,none,1.5,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-339.93104209069605,1,1.0,zephyr-mistral,none,1.5,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-169.25669499391202,1,1.0,zephyr-mistral,none,1.5,politicians
Donald Trump,499,1.0,12,36,Simplicity,1,0.16,-201.97202858175012,1,1.0,zephyr-mistral,none,1.5,politicians
Joe Biden,499,1.0,8,36,Simplicity,1,0.16,-111.11914182405408,1,1.0,zephyr-mistral,none,1.5,politicians
Elizabeth Warren,499,1.0,15,36,Simplicity,1,0.16,-135.6581319132324,1,1.0,zephyr-mistral,none,1.5,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-127.79167955303738,1,1.0,zephyr-mistral,none,1.5,politicians
Bernie Sanders,499,1.0,12,36,Simplicity,1,0.16,-77.06912096323867,1,1.0,zephyr-mistral,none,1.5,politicians
George W. Bush,499,1.0,8,36,Simplicity,1,0.16,-110.24831346625666,1,1.0,zephyr-mistral,none,1.5,politicians
Barack Obama,499,1.0,4,36,Simplicity,1,0.16,-44.91302578039931,1,1.0,zephyr-mistral,none,1.5,politicians
Abraham Lincoln,499,1.0,7,36,Simplicity,1,0.16,-93.37684277300386,1,1.0,zephyr-mistral,none,1.5,politicians
Richard Nixon,499,1.0,7,36,Simplicity,1,0.16,-121.25085851826704,1,1.0,zephyr-mistral,none,1.5,politicians
a salmon,499,1.0,17,36,Simplicity,1,0.16,-250.36503983117976,1,1.0,zephyr-mistral,none,1.5,animals
an eagle,499,1.0,9,36,Simplicity,1,0.16,-52.82404915547463,1,1.0,zephyr-mistral,none,1.5,animals
a seal,499,1.0,31,36,Simplicity,1,0.16,-227.7223870633964,1,1.0,zephyr-mistral,none,1.5,animals
an ostrich,499,1.0,48,36,Simplicity,1,0.16,-210.4419505015109,1,1.0,zephyr-mistral,none,1.5,animals
a whale,499,1.0,38,36,Simplicity,1,0.16,-464.35334145872207,1,1.0,zephyr-mistral,none,1.5,animals
a chicken,499,1.0,38,36,Simplicity,1,0.16,-101.07588297400603,1,1.0,zephyr-mistral,none,1.5,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-552.7524450493705,1,1.0,zephyr-mistral,none,1.5,animals
a robin,499,1.0,45,36,Simplicity,1,0.16,-138.26279451517436,1,1.0,zephyr-mistral,none,1.5,animals
a finch,499,1.0,49,36,Simplicity,1,0.16,-125.18459367615992,1,1.0,zephyr-mistral,none,1.5,animals
a dolphin,499,1.0,29,36,Simplicity,1,0.16,-384.711285132068,1,1.0,zephyr-mistral,none,1.5,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-169.25669499391202,1,1.0,zephyr-mistral,none,1.5,politicians
Donald Trump,499,1.0,12,36,Simplicity,1,0.16,-201.97202858175012,1,1.0,zephyr-mistral,none,1.5,politicians
Joe Biden,499,1.0,8,36,Simplicity,1,0.16,-111.11914182405408,1,1.0,zephyr-mistral,none,1.5,politicians
Elizabeth Warren,499,1.0,15,36,Simplicity,1,0.16,-135.6581319132324,1,1.0,zephyr-mistral,none,1.5,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-127.79167955303738,1,1.0,zephyr-mistral,none,1.5,politicians
Bernie Sanders,499,1.0,12,36,Simplicity,1,0.16,-77.06912096323867,1,1.0,zephyr-mistral,none,1.5,politicians
George W. Bush,499,1.0,8,36,Simplicity,1,0.16,-110.24831346625666,1,1.0,zephyr-mistral,none,1.5,politicians
Barack Obama,499,1.0,4,36,Simplicity,1,0.16,-44.91302578039931,1,1.0,zephyr-mistral,none,1.5,politicians
Abraham Lincoln,499,1.0,7,36,Simplicity,1,0.16,-93.37684277300386,1,1.0,zephyr-mistral,none,1.5,politicians
Richard Nixon,499,1.0,7,36,Simplicity,1,0.16,-121.25085851826704,1,1.0,zephyr-mistral,none,1.5,politicians
a salmon,499,1.0,17,36,Simplicity,1,0.16,-250.36503983117976,1,1.0,zephyr-mistral,none,1.5,animals
an eagle,499,1.0,9,36,Simplicity,1,0.16,-52.82404915547463,1,1.0,zephyr-mistral,none,1.5,animals
a seal,499,1.0,31,36,Simplicity,1,0.16,-227.7223870633964,1,1.0,zephyr-mistral,none,1.5,animals
an ostrich,499,1.0,48,36,Simplicity,1,0.16,-210.4419505015109,1,1.0,zephyr-mistral,none,1.5,animals
a whale,499,1.0,38,36,Simplicity,1,0.16,-464.35334145872207,1,1.0,zephyr-mistral,none,1.5,animals
a chicken,499,1.0,38,36,Simplicity,1,0.16,-101.07588297400603,1,1.0,zephyr-mistral,none,1.5,animals
a penguin,499,1.0,70,36,Simplicity,1,0.16,-744.2418916383172,1,1.0,zephyr-mistral,none,1.5,animals
a robin,499,1.0,45,36,Simplicity,1,0.16,-138.26279451517436,1,1.0,zephyr-mistral,none,1.5,animals
a finch,499,1.0,49,36,Simplicity,1,0.16,-125.18459367615992,1,1.0,zephyr-mistral,none,1.5,animals
a dolphin,499,1.0,29,36,Simplicity,1,0.16,-384.711285132068,1,1.0,zephyr-mistral,none,1.5,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-169.25669499391202,1,1.0,zephyr-mistral,none,1.5,politicians
Donald Trump,499,1.0,12,36,Simplicity,1,0.16,-201.97202858175012,1,1.0,zephyr-mistral,none,1.5,politicians
Joe Biden,499,1.0,8,36,Simplicity,1,0.16,-111.11914182405408,1,1.0,zephyr-mistral,none,1.5,politicians
Elizabeth Warren,499,1.0,15,36,Simplicity,1,0.16,-135.6581319132324,1,1.0,zephyr-mistral,none,1.5,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-127.79167955303738,1,1.0,zephyr-mistral,none,1.5,politicians
Bernie Sanders,499,1.0,12,36,Simplicity,1,0.16,-77.06912096323867,1,1.0,zephyr-mistral,none,1.5,politicians
George W. Bush,499,1.0,8,36,Simplicity,1,0.16,-110.24831346625666,1,1.0,zephyr-mistral,none,1.5,politicians
Barack Obama,499,1.0,4,36,Simplicity,1,0.16,-44.91302578039931,1,1.0,zephyr-mistral,none,1.5,politicians
Abraham Lincoln,499,1.0,7,36,Simplicity,1,0.16,-93.37684277300386,1,1.0,zephyr-mistral,none,1.5,politicians
Richard Nixon,499,1.0,7,36,Simplicity,1,0.16,-121.25085851826704,1,1.0,zephyr-mistral,none,1.5,politicians
a salmon,499,1.0,17,36,Simplicity,1,0.16,-250.36503983117976,1,1.0,zephyr-mistral,none,1.5,animals
an eagle,499,1.0,9,36,Simplicity,1,0.16,-52.82404915547463,1,1.0,zephyr-mistral,none,1.5,animals
a seal,499,1.0,31,36,Simplicity,1,0.16,-227.7223870633964,1,1.0,zephyr-mistral,none,1.5,animals
an ostrich,499,1.0,48,36,Simplicity,1,0.16,-210.4419505015109,1,1.0,zephyr-mistral,none,1.5,animals
a whale,499,1.0,38,36,Simplicity,1,0.16,-464.35334145872207,1,1.0,zephyr-mistral,none,1.5,animals
a chicken,499,1.0,38,36,Simplicity,1,0.16,-101.07588297400603,1,1.0,zephyr-mistral,none,1.5,animals
a penguin,499,1.0,70,36,Simplicity,1,0.16,-744.2418916383172,1,1.0,zephyr-mistral,none,1.5,animals
a robin,499,1.0,45,36,Simplicity,1,0.16,-138.26279451517436,1,1.0,zephyr-mistral,none,1.5,animals
a finch,499,1.0,49,36,Simplicity,1,0.16,-125.18459367615992,1,1.0,zephyr-mistral,none,1.5,animals
a dolphin,499,1.0,29,36,Simplicity,1,0.16,-384.711285132068,1,1.0,zephyr-mistral,none,1.5,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-169.25669499391202,1,1.0,zephyr-mistral,none,1.5,politicians
Donald Trump,499,1.0,12,36,Simplicity,1,0.16,-201.97202858175012,1,1.0,zephyr-mistral,none,1.5,politicians
Joe Biden,499,1.0,8,36,Simplicity,1,0.16,-111.11914182405408,1,1.0,zephyr-mistral,none,1.5,politicians
Elizabeth Warren,499,1.0,15,36,Simplicity,1,0.16,-135.6581319132324,1,1.0,zephyr-mistral,none,1.5,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-127.79167955303738,1,1.0,zephyr-mistral,none,1.5,politicians
Bernie Sanders,499,1.0,12,36,Simplicity,1,0.16,-77.06912096323867,1,1.0,zephyr-mistral,none,1.5,politicians
George W. Bush,499,1.0,8,36,Simplicity,1,0.16,-110.24831346625666,1,1.0,zephyr-mistral,none,1.5,politicians
Barack Obama,499,1.0,4,36,Simplicity,1,0.16,-44.91302578039931,1,1.0,zephyr-mistral,none,1.5,politicians
Abraham Lincoln,499,1.0,7,36,Simplicity,1,0.16,-93.37684277300386,1,1.0,zephyr-mistral,none,1.5,politicians
Richard Nixon,499,2.0,7,36,Simplicity,2,0.16,-122.3156756386934,1,0.7551020408163265,zephyr-mistral,none,1.5,politicians
Hillary Clinton,499,1.0,3,36,Simplicity,1,0.16,-69.71371142168498,1,1.0,zephyr-mistral,none,2.0,politicians
Donald Trump,499,1.0,3,36,Simplicity,1,0.16,-61.905642365351824,1,1.0,zephyr-mistral,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,zephyr-mistral,none,2.0,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-38.22207388946455,1,1.0,zephyr-mistral,none,2.0,politicians
Ronald Reagan,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,none,2.0,politicians
Bernie Sanders,499,2.333333333333333,3,36,Simplicity,2,0.16,-70.21698908489046,1,0.5555555555555556,zephyr-mistral,none,2.0,politicians
George W. Bush,499,2.0,5,36,Simplicity,2,0.16,-96.58436655692414,1,0.6800000000000002,zephyr-mistral,none,2.0,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.49488362357429,1,1.0,zephyr-mistral,none,2.0,politicians
an eagle,499,1.0,7,36,Simplicity,1,0.16,-76.61606814091033,1,1.0,zephyr-mistral,none,2.0,animals
a seal,499,1.0,6,36,Simplicity,1,0.16,-97.05132922285786,1,1.0,zephyr-mistral,none,2.0,animals
an ostrich,499,1.0,9,36,Simplicity,1,0.16,-131.06019077363715,1,1.0,zephyr-mistral,none,2.0,animals
a whale,499,1.0,11,36,Simplicity,1,0.16,-197.91464777824757,1,1.0,zephyr-mistral,none,2.0,animals
a chicken,499,1.0,6,36,Simplicity,1,0.16,-68.54765054847778,1,1.0,zephyr-mistral,none,2.0,animals
a penguin,499,1.0,15,36,Simplicity,1,0.16,-249.6696718411461,1,1.0,zephyr-mistral,none,2.0,animals
a robin,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,none,2.0,animals
a finch,499,1.0,13,36,Simplicity,1,0.16,-76.34140768558504,1,1.0,zephyr-mistral,none,2.0,animals
a dolphin,499,2.0,10,36,Simplicity,2,0.16,-191.49297864810887,1,0.8200000000000001,zephyr-mistral,none,2.0,animals
Hillary Clinton,499,1.0,3,36,Simplicity,1,0.16,-69.71371142168498,1,1.0,zephyr-mistral,none,2.0,politicians
Donald Trump,499,1.0,3,36,Simplicity,1,0.16,-61.905642365351824,1,1.0,zephyr-mistral,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,zephyr-mistral,none,2.0,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-38.22207388946455,1,1.0,zephyr-mistral,none,2.0,politicians
Ronald Reagan,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,none,2.0,politicians
Bernie Sanders,499,2.333333333333333,3,36,Simplicity,2,0.16,-70.21698908489046,1,0.5555555555555556,zephyr-mistral,none,2.0,politicians
George W. Bush,499,2.0,5,36,Simplicity,2,0.16,-96.58436655692414,1,0.6800000000000002,zephyr-mistral,none,2.0,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.49488362357429,1,1.0,zephyr-mistral,none,2.0,politicians
an eagle,499,1.0,7,36,Simplicity,1,0.16,-76.61606814091033,1,1.0,zephyr-mistral,none,2.0,animals
a seal,499,1.0,6,36,Simplicity,1,0.16,-97.05132922285786,1,1.0,zephyr-mistral,none,2.0,animals
an ostrich,499,1.0,9,36,Simplicity,1,0.16,-131.06019077363715,1,1.0,zephyr-mistral,none,2.0,animals
a whale,499,1.0,11,36,Simplicity,1,0.16,-197.91464777824757,1,1.0,zephyr-mistral,none,2.0,animals
a chicken,499,1.0,6,36,Simplicity,1,0.16,-68.54765054847778,1,1.0,zephyr-mistral,none,2.0,animals
a penguin,499,1.0,15,36,Simplicity,1,0.16,-249.6696718411461,1,1.0,zephyr-mistral,none,2.0,animals
a robin,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,none,2.0,animals
a finch,499,1.0,13,36,Simplicity,1,0.16,-76.34140768558504,1,1.0,zephyr-mistral,none,2.0,animals
a dolphin,499,2.0,10,36,Simplicity,2,0.16,-191.49297864810887,1,0.8200000000000001,zephyr-mistral,none,2.0,animals
Hillary Clinton,499,1.0,3,36,Simplicity,1,0.16,-69.71371142168498,1,1.0,zephyr-mistral,none,2.0,politicians
Donald Trump,499,1.0,3,36,Simplicity,1,0.16,-61.905642365351824,1,1.0,zephyr-mistral,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,zephyr-mistral,none,2.0,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-38.22207388946455,1,1.0,zephyr-mistral,none,2.0,politicians
Ronald Reagan,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,none,2.0,politicians
Bernie Sanders,499,2.333333333333333,3,36,Simplicity,2,0.16,-70.21698908489046,1,0.5555555555555556,zephyr-mistral,none,2.0,politicians
George W. Bush,499,2.0,5,36,Simplicity,2,0.16,-96.58436655692414,1,0.6800000000000002,zephyr-mistral,none,2.0,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.49488362357429,1,1.0,zephyr-mistral,none,2.0,politicians
an eagle,499,1.0,7,36,Simplicity,1,0.16,-76.61606814091033,1,1.0,zephyr-mistral,none,2.0,animals
a seal,499,1.0,6,36,Simplicity,1,0.16,-97.05132922285786,1,1.0,zephyr-mistral,none,2.0,animals
an ostrich,499,1.0,9,36,Simplicity,1,0.16,-131.06019077363715,1,1.0,zephyr-mistral,none,2.0,animals
a whale,499,1.0,11,36,Simplicity,1,0.16,-197.91464777824757,1,1.0,zephyr-mistral,none,2.0,animals
a chicken,499,1.0,6,36,Simplicity,1,0.16,-68.54765054847778,1,1.0,zephyr-mistral,none,2.0,animals
a penguin,499,1.0,15,36,Simplicity,1,0.16,-249.6696718411461,1,1.0,zephyr-mistral,none,2.0,animals
a robin,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,none,2.0,animals
a finch,499,1.0,13,36,Simplicity,1,0.16,-76.34140768558504,1,1.0,zephyr-mistral,none,2.0,animals
a dolphin,499,2.0,10,36,Simplicity,2,0.16,-191.49297864810887,1,0.8200000000000001,zephyr-mistral,none,2.0,animals
Hillary Clinton,499,1.0,3,36,Simplicity,1,0.16,-69.71371142168498,1,1.0,zephyr-mistral,none,2.0,politicians
Donald Trump,499,1.0,3,36,Simplicity,1,0.16,-61.905642365351824,1,1.0,zephyr-mistral,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,zephyr-mistral,none,2.0,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-38.22207388946455,1,1.0,zephyr-mistral,none,2.0,politicians
Ronald Reagan,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,none,2.0,politicians
Bernie Sanders,499,2.333333333333333,3,36,Simplicity,2,0.16,-70.21698908489046,1,0.5555555555555556,zephyr-mistral,none,2.0,politicians
George W. Bush,499,2.0,5,36,Simplicity,2,0.16,-96.58436655692414,1,0.6800000000000002,zephyr-mistral,none,2.0,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.49488362357429,1,1.0,zephyr-mistral,none,2.0,politicians
an eagle,499,1.0,7,36,Simplicity,1,0.16,-76.61606814091033,1,1.0,zephyr-mistral,none,2.0,animals
a seal,499,1.0,6,36,Simplicity,1,0.16,-97.05132922285786,1,1.0,zephyr-mistral,none,2.0,animals
an ostrich,499,1.0,9,36,Simplicity,1,0.16,-131.06019077363715,1,1.0,zephyr-mistral,none,2.0,animals
a whale,499,1.0,11,36,Simplicity,1,0.16,-197.91464777824757,1,1.0,zephyr-mistral,none,2.0,animals
a chicken,499,1.0,6,36,Simplicity,1,0.16,-68.54765054847778,1,1.0,zephyr-mistral,none,2.0,animals
a penguin,499,1.0,15,36,Simplicity,1,0.16,-249.6696718411461,1,1.0,zephyr-mistral,none,2.0,animals
a robin,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,none,2.0,animals
a finch,499,1.0,13,36,Simplicity,1,0.16,-76.34140768558504,1,1.0,zephyr-mistral,none,2.0,animals
a dolphin,499,2.0,10,36,Simplicity,2,0.16,-191.49297864810887,1,0.8200000000000001,zephyr-mistral,none,2.0,animals
