Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
an eagle,499,1.0,79,36,Simplicity,1,0.16,-1471.585065685581,1,1.0,openchat,none,default,animals
a seal,499,1.0,77,36,Simplicity,1,0.16,-1176.9524061240288,1,1.0,openchat,none,default,animals
an ostrich,499,1.0,95,36,Simplicity,1,0.16,-1325.2197396540878,1,1.0,openchat,none,default,animals
a whale,499,1.0,95,36,Simplicity,1,0.16,-1086.8077572905393,1,1.0,openchat,none,default,animals
a chicken,499,1.0,96,36,Simplicity,1,0.16,-1160.854132130874,1,1.0,openchat,none,default,animals
a penguin,499,2.0,83,36,Simplicity,2,0.16,-1199.9657859820998,1,0.9761939323559296,openchat,none,default,animals
a robin,499,1.0,74,36,Simplicity,1,0.16,-995.3831054261444,1,1.0,openchat,none,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-1518.708101315359,1,1.0,openchat,none,default,animals
a dolphin,499,1.0,79,36,Simplicity,1,0.16,-950.773276440653,1,1.0,openchat,none,default,animals
Hillary Clinton,499,49.25,18,36,Simplicity,11,0.16,-461.5497571393644,1,0.1913580246913581,openchat,none,1.5,politicians
Donald Trump,499,32.5,8,36,Simplicity,8,0.16,-210.2309909040097,1,0.125,openchat,none,1.5,politicians
Joe Biden,499,24.363636363636363,11,36,Simplicity,8,0.16,-283.8213612856722,1,0.1570247933884297,openchat,none,1.5,politicians
Elizabeth Warren,499,7.769230769230769,13,36,Simplicity,5,0.16,-337.5176052401592,1,0.3609467455621301,openchat,none,1.5,politicians
Ronald Reagan,499,14.88888888888889,9,36,Simplicity,6,0.16,-237.35187229121604,1,0.2592592592592592,openchat,none,1.5,politicians
Bernie Sanders,499,15.411764705882351,17,36,Simplicity,6,0.16,-439.6796061561773,1,0.5155709342560557,openchat,none,1.5,politicians
George W. Bush,499,16.1,10,36,Simplicity,8,0.16,-261.67307314936545,1,0.14,openchat,none,1.5,politicians
Barack Obama,499,6.75,12,36,Simplicity,4,0.16,-318.06276739872385,1,0.5833333333333333,openchat,none,1.5,politicians
Abraham Lincoln,499,15.333333333333334,15,36,Simplicity,6,0.16,-376.3536360538797,1,0.4666666666666665,openchat,none,1.5,politicians
Richard Nixon,499,92.86666666666667,15,36,Simplicity,14,0.16,-401.7070874079996,1,0.0755555555555555,openchat,none,1.5,politicians
a salmon,499,2.0,25,36,Simplicity,2,0.16,-559.0382428115555,1,0.9232,openchat,none,1.5,animals
an eagle,499,2.0,25,36,Simplicity,2,0.16,-579.9584360700868,1,0.9232,openchat,none,1.5,animals
a seal,499,3.48,25,36,Simplicity,3,0.16,-521.9611184660724,1,0.7824,openchat,none,1.5,animals
an ostrich,499,3.96,25,36,Simplicity,3,0.16,-515.2891100415128,1,0.8496000000000001,openchat,none,1.5,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-397.6659133737029,1,1.0,openchat,none,1.5,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-462.2332558687761,1,1.0,openchat,none,1.5,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-539.64409988829,1,1.0,openchat,none,1.5,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-463.9742448689484,1,1.0,openchat,none,1.5,animals
a finch,499,2.0,25,36,Simplicity,2,0.16,-527.6086552176326,1,0.9232,openchat,none,1.5,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-433.1556913003116,1,1.0,openchat,none,1.5,animals
Hillary Clinton,499,49.25,18,36,Simplicity,11,0.16,-461.5497571393644,1,0.1913580246913581,openchat,none,1.5,politicians
Donald Trump,499,32.5,8,36,Simplicity,8,0.16,-210.2309909040097,1,0.125,openchat,none,1.5,politicians
Joe Biden,499,24.363636363636363,11,36,Simplicity,8,0.16,-283.8213612856722,1,0.1570247933884297,openchat,none,1.5,politicians
Elizabeth Warren,499,7.769230769230769,13,36,Simplicity,5,0.16,-337.5176052401592,1,0.3609467455621301,openchat,none,1.5,politicians
Ronald Reagan,499,14.88888888888889,9,36,Simplicity,6,0.16,-237.35187229121604,1,0.2592592592592592,openchat,none,1.5,politicians
Bernie Sanders,499,15.411764705882351,17,36,Simplicity,6,0.16,-439.6796061561773,1,0.5155709342560557,openchat,none,1.5,politicians
George W. Bush,499,16.1,10,36,Simplicity,8,0.16,-261.67307314936545,1,0.14,openchat,none,1.5,politicians
Barack Obama,499,6.75,12,36,Simplicity,4,0.16,-318.06276739872385,1,0.5833333333333333,openchat,none,1.5,politicians
Abraham Lincoln,499,15.333333333333334,15,36,Simplicity,6,0.16,-376.3536360538797,1,0.4666666666666665,openchat,none,1.5,politicians
Richard Nixon,499,92.86666666666667,15,36,Simplicity,14,0.16,-401.7070874079996,1,0.0755555555555555,openchat,none,1.5,politicians
a salmon,499,1.0,36,36,Simplicity,1,0.16,-773.3110136986264,1,1.0,openchat,none,1.5,animals
an eagle,499,2.0,44,36,Simplicity,2,0.16,-964.372068326244,1,0.9555785123966942,openchat,none,1.5,animals
a seal,499,2.0,41,36,Simplicity,2,0.16,-807.200170421445,1,0.9071980963712076,openchat,none,1.5,animals
an ostrich,499,2.0,50,36,Simplicity,2,0.16,-968.967742313906,1,0.9608,openchat,none,1.5,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-735.5153861475075,1,1.0,openchat,none,1.5,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-846.2713598919655,1,1.0,openchat,none,1.5,animals
a penguin,499,1.0,40,36,Simplicity,1,0.16,-825.1872242448302,1,1.0,openchat,none,1.5,animals
a robin,499,2.0,34,36,Simplicity,2,0.16,-634.2746134702885,1,0.9429065743944636,openchat,none,1.5,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-1023.901074717213,1,1.0,openchat,none,1.5,animals
a dolphin,499,1.0,49,36,Simplicity,1,0.16,-809.8265511649788,1,1.0,openchat,none,1.5,animals
Hillary Clinton,499,49.25,18,36,Simplicity,11,0.16,-461.5497571393644,1,0.1913580246913581,openchat,none,1.5,politicians
Donald Trump,499,32.5,8,36,Simplicity,8,0.16,-210.2309909040097,1,0.125,openchat,none,1.5,politicians
Joe Biden,499,24.363636363636363,11,36,Simplicity,8,0.16,-283.8213612856722,1,0.1570247933884297,openchat,none,1.5,politicians
Elizabeth Warren,499,7.769230769230769,13,36,Simplicity,5,0.16,-337.5176052401592,1,0.3609467455621301,openchat,none,1.5,politicians
Ronald Reagan,499,14.88888888888889,9,36,Simplicity,6,0.16,-237.35187229121604,1,0.2592592592592592,openchat,none,1.5,politicians
Bernie Sanders,499,15.411764705882351,17,36,Simplicity,6,0.16,-439.6796061561773,1,0.5155709342560557,openchat,none,1.5,politicians
George W. Bush,499,16.1,10,36,Simplicity,8,0.16,-261.67307314936545,1,0.14,openchat,none,1.5,politicians
Barack Obama,499,6.75,12,36,Simplicity,4,0.16,-318.06276739872385,1,0.5833333333333333,openchat,none,1.5,politicians
Abraham Lincoln,499,15.333333333333334,15,36,Simplicity,6,0.16,-376.3536360538797,1,0.4666666666666665,openchat,none,1.5,politicians
Richard Nixon,499,92.86666666666667,15,36,Simplicity,14,0.16,-401.7070874079996,1,0.0755555555555555,openchat,none,1.5,politicians
a salmon,499,1.0,36,36,Simplicity,1,0.16,-773.3110136986264,1,1.0,openchat,none,1.5,animals
an eagle,499,2.0,44,36,Simplicity,2,0.16,-964.372068326244,1,0.9555785123966942,openchat,none,1.5,animals
a seal,499,2.0,41,36,Simplicity,2,0.16,-807.200170421445,1,0.9071980963712076,openchat,none,1.5,animals
an ostrich,499,2.0,57,36,Simplicity,2,0.16,-1089.820679405058,1,0.9655278547245304,openchat,none,1.5,animals
a whale,499,1.0,60,36,Simplicity,1,0.16,-879.0427092964464,1,1.0,openchat,none,1.5,animals
a chicken,499,1.0,54,36,Simplicity,1,0.16,-915.7439196272396,1,1.0,openchat,none,1.5,animals
a penguin,499,1.0,40,36,Simplicity,1,0.16,-825.1872242448302,1,1.0,openchat,none,1.5,animals
a robin,499,2.0,34,36,Simplicity,2,0.16,-634.2746134702885,1,0.9429065743944636,openchat,none,1.5,animals
a finch,499,1.0,51,36,Simplicity,1,0.16,-1040.6135987099303,1,1.0,openchat,none,1.5,animals
a dolphin,499,1.0,49,36,Simplicity,1,0.16,-809.8265511649788,1,1.0,openchat,none,1.5,animals
Hillary Clinton,499,49.25,18,36,Simplicity,11,0.16,-461.5497571393644,1,0.1913580246913581,openchat,none,1.5,politicians
Donald Trump,499,32.5,8,36,Simplicity,8,0.16,-210.2309909040097,1,0.125,openchat,none,1.5,politicians
Joe Biden,499,24.363636363636363,11,36,Simplicity,8,0.16,-283.8213612856722,1,0.1570247933884297,openchat,none,1.5,politicians
Elizabeth Warren,499,7.769230769230769,13,36,Simplicity,5,0.16,-337.5176052401592,1,0.3609467455621301,openchat,none,1.5,politicians
Ronald Reagan,499,20.33333333333333,9,36,Simplicity,7,0.16,-235.64894980437543,1,0.1851851851851851,openchat,none,1.5,politicians
Bernie Sanders,499,6.823529411764706,17,36,Simplicity,4,0.16,-439.22001844646127,1,0.6885813148788928,openchat,none,1.5,politicians
George W. Bush,499,18.25,10,36,Simplicity,7,0.16,-258.4511689815824,1,0.18,openchat,none,1.5,politicians
Barack Obama,499,6.833333333333333,12,36,Simplicity,5,0.16,-316.0694952985596,1,0.2777777777777777,openchat,none,1.5,politicians
Abraham Lincoln,499,6.8,15,36,Simplicity,4,0.16,-373.8237145955395,1,0.6533333333333335,openchat,none,1.5,politicians
Richard Nixon,499,48.8,15,36,Simplicity,11,0.16,-407.02206448382816,1,0.1288888888888889,openchat,none,1.5,politicians
a salmon,499,1.0,36,36,Simplicity,1,0.16,-773.3110136986264,1,1.0,openchat,none,1.5,animals
an eagle,499,2.0,44,36,Simplicity,2,0.16,-964.372068326244,1,0.9555785123966942,openchat,none,1.5,animals
a seal,499,1.0,41,36,Simplicity,1,0.16,-804.9459148471875,1,1.0,openchat,none,1.5,animals
an ostrich,499,2.0,57,36,Simplicity,2,0.16,-1089.820679405058,1,0.9655278547245304,openchat,none,1.5,animals
a whale,499,1.0,60,36,Simplicity,1,0.16,-879.0427092964464,1,1.0,openchat,none,1.5,animals
a chicken,499,1.0,54,36,Simplicity,1,0.16,-915.7439196272396,1,1.0,openchat,none,1.5,animals
a penguin,499,1.0,40,36,Simplicity,1,0.16,-825.1872242448302,1,1.0,openchat,none,1.5,animals
a robin,499,2.0,34,36,Simplicity,2,0.16,-634.2746134702885,1,0.9429065743944636,openchat,none,1.5,animals
a finch,499,1.0,51,36,Simplicity,1,0.16,-1040.6135987099303,1,1.0,openchat,none,1.5,animals
a dolphin,499,1.0,49,36,Simplicity,1,0.16,-809.8265511649788,1,1.0,openchat,none,1.5,animals
a penguin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,openchat,none,2.0,animals
a penguin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,openchat,none,2.0,animals
a penguin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,openchat,none,2.0,animals
a penguin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,openchat,none,2.0,animals
Hillary Clinton,499,6.88,25,36,Simplicity,4,0.16,-644.1831816903001,1,0.7792000000000001,openchat,random,default,politicians
Donald Trump,499,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001,openchat,random,default,politicians
Joe Biden,499,6.88,25,36,Simplicity,4,0.16,-601.6885490289835,1,0.7792000000000001,openchat,random,default,politicians
Elizabeth Warren,499,6.88,25,36,Simplicity,4,0.16,-618.580961383406,1,0.7792000000000001,openchat,random,default,politicians
Ronald Reagan,499,3.96,25,36,Simplicity,3,0.16,-600.5857879727943,1,0.8496000000000001,openchat,random,default,politicians
Bernie Sanders,499,6.88,25,36,Simplicity,4,0.16,-565.5484428782561,1,0.7792000000000001,openchat,random,default,politicians
George W. Bush,499,21.4,25,36,Simplicity,7,0.16,-608.0488125877606,1,0.5872000000000003,openchat,random,default,politicians
Barack Obama,499,3.96,25,36,Simplicity,3,0.16,-635.5970818572353,1,0.8496000000000001,openchat,random,default,politicians
Abraham Lincoln,499,2.0,25,36,Simplicity,2,0.16,-591.2852200087276,1,0.9232,openchat,random,default,politicians
Richard Nixon,499,10.76,25,36,Simplicity,5,0.16,-636.2083626499295,1,0.7120000000000001,openchat,random,default,politicians
a salmon,499,2.0,25,36,Simplicity,2,0.16,-553.2589921909207,1,0.9232,openchat,random,default,animals
an eagle,499,6.88,25,36,Simplicity,4,0.16,-551.6701955341,1,0.7792000000000001,openchat,random,default,animals
a seal,499,10.76,25,36,Simplicity,5,0.16,-548.4279179265932,1,0.7120000000000001,openchat,random,default,animals
an ostrich,499,6.88,25,36,Simplicity,4,0.16,-518.3098374807468,1,0.7792000000000001,openchat,random,default,animals
a whale,499,2.0,25,36,Simplicity,2,0.16,-459.6434840237882,1,0.9232,openchat,random,default,animals
a chicken,499,21.4,25,36,Simplicity,7,0.16,-473.0053563147471,1,0.5872000000000003,openchat,random,default,animals
a penguin,499,3.96,25,36,Simplicity,3,0.16,-532.9560328768249,1,0.8496000000000001,openchat,random,default,animals
a robin,499,6.88,25,36,Simplicity,4,0.16,-462.95052775638896,1,0.7792000000000001,openchat,random,default,animals
a finch,499,21.4,25,36,Simplicity,7,0.16,-502.31003114381286,1,0.5872000000000003,openchat,random,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-414.7781830320658,1,1.0,openchat,random,default,animals
Hillary Clinton,499,2.0,50,36,Simplicity,2,0.16,-1212.2220521200377,1,0.9608,openchat,random,default,politicians
Donald Trump,499,3.977777777777778,45,36,Simplicity,3,0.16,-1039.1956977926225,1,0.914074074074074,openchat,random,default,politicians
Joe Biden,499,6.933333333333334,45,36,Simplicity,4,0.16,-1015.4541874935162,1,0.8725925925925927,openchat,random,default,politicians
Elizabeth Warren,499,2.0,35,36,Simplicity,2,0.16,-811.5559862861346,1,0.9444897959183672,openchat,random,default,politicians
Ronald Reagan,499,1.0,41,36,Simplicity,1,0.16,-931.8558694783886,1,1.0,openchat,random,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-1108.7550601755738,1,0.9608,openchat,random,default,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-1123.7583631593932,1,0.9608,openchat,random,default,politicians
Barack Obama,499,1.0,33,36,Simplicity,1,0.16,-809.3482407815221,1,1.0,openchat,random,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-1117.9873738863023,1,1.0,openchat,random,default,politicians
Richard Nixon,499,6.94,50,36,Simplicity,4,0.16,-1189.971649369328,1,0.8847999999999998,openchat,random,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1051.9714929089062,1,0.9224,openchat,random,default,animals
an eagle,499,2.0,50,36,Simplicity,2,0.16,-1061.7591811896089,1,0.9232,openchat,random,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-1009.0753668160264,1,0.9608,openchat,random,default,animals
an ostrich,499,2.0,50,36,Simplicity,2,0.16,-977.8025057427924,1,0.9608,openchat,random,default,animals
a whale,499,2.0,50,36,Simplicity,2,0.16,-837.5450051252413,1,0.9608,openchat,random,default,animals
a chicken,499,11.88,50,36,Simplicity,6,0.16,-903.3308794900728,1,0.4536,openchat,random,default,animals
a penguin,499,2.0,50,36,Simplicity,2,0.16,-1002.8832766820136,1,0.9608,openchat,random,default,animals
a robin,499,28.58,50,36,Simplicity,8,0.16,-903.4744798992258,1,0.7423999999999996,openchat,random,default,animals
a finch,499,4.98,50,36,Simplicity,4,0.16,-991.5370390559348,1,0.7815999999999999,openchat,random,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-770.3517302060817,1,1.0,openchat,random,default,animals
Hillary Clinton,499,6.9491525423728815,59,36,Simplicity,4,0.16,-1416.4065785205744,1,0.9017523700086184,openchat,random,default,politicians
Donald Trump,499,3.977777777777778,45,36,Simplicity,3,0.16,-1039.1956977926225,1,0.914074074074074,openchat,random,default,politicians
Joe Biden,499,6.933333333333334,45,36,Simplicity,4,0.16,-1015.4541874935162,1,0.8725925925925927,openchat,random,default,politicians
Elizabeth Warren,499,2.0,35,36,Simplicity,2,0.16,-811.5559862861346,1,0.9444897959183672,openchat,random,default,politicians
Ronald Reagan,499,1.0,41,36,Simplicity,1,0.16,-931.8558694783886,1,1.0,openchat,random,default,politicians
Bernie Sanders,499,3.985074626865672,67,36,Simplicity,3,0.16,-1457.7723455575128,1,0.94163510804188,openchat,random,default,politicians
George W. Bush,499,6.943396226415095,53,36,Simplicity,4,0.16,-1191.9852908594348,1,0.8910644357422569,openchat,random,default,politicians
Barack Obama,499,1.0,33,36,Simplicity,1,0.16,-809.3482407815221,1,1.0,openchat,random,default,politicians
Abraham Lincoln,499,1.0,64,36,Simplicity,1,0.16,-1389.7043519136057,1,1.0,openchat,random,default,politicians
Richard Nixon,499,6.94,50,36,Simplicity,4,0.16,-1189.971649369328,1,0.8847999999999998,openchat,random,default,politicians
a salmon,499,10.92,75,36,Simplicity,5,0.16,-1561.282105087459,1,0.8968888888888891,openchat,random,default,animals
an eagle,499,4.986666666666666,75,36,Simplicity,4,0.16,-1551.7202542932946,1,0.5829333333333334,openchat,random,default,animals
a seal,499,3.986666666666667,75,36,Simplicity,3,0.16,-1464.3869601297265,1,0.9477333333333336,openchat,random,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-1418.8050490759906,1,1.0,openchat,random,default,animals
a whale,499,2.0,75,36,Simplicity,2,0.16,-1202.6185857083678,1,0.973688888888889,openchat,random,default,animals
a chicken,499,11.92,75,36,Simplicity,6,0.16,-1319.6130329459638,1,0.4595555555555555,openchat,random,default,animals
a penguin,499,2.0,75,36,Simplicity,2,0.16,-1470.4995999117723,1,0.973688888888889,openchat,random,default,animals
a robin,499,28.63793103448276,58,36,Simplicity,8,0.16,-1048.0011345502598,1,0.775267538644471,openchat,random,default,animals
a finch,499,3.0,75,36,Simplicity,3,0.16,-1441.3448614627,1,0.4997333333333333,openchat,random,default,animals
a dolphin,499,1.0,70,36,Simplicity,1,0.16,-1074.4087750285223,1,1.0,openchat,random,default,animals
Hillary Clinton,499,6.9491525423728815,59,36,Simplicity,4,0.16,-1416.4065785205744,1,0.9017523700086184,openchat,random,default,politicians
Donald Trump,499,3.977777777777778,45,36,Simplicity,3,0.16,-1039.1956977926225,1,0.914074074074074,openchat,random,default,politicians
Joe Biden,499,6.933333333333334,45,36,Simplicity,4,0.16,-1015.4541874935162,1,0.8725925925925927,openchat,random,default,politicians
Elizabeth Warren,499,2.0,35,36,Simplicity,2,0.16,-811.5559862861346,1,0.9444897959183672,openchat,random,default,politicians
Ronald Reagan,499,2.0,41,36,Simplicity,2,0.16,-932.130385721624,1,0.9524092801903628,openchat,random,default,politicians
Bernie Sanders,499,1.0,67,36,Simplicity,1,0.16,-1458.9066272765526,1,1.0,openchat,random,default,politicians
George W. Bush,499,2.0,53,36,Simplicity,2,0.16,-1187.2363104312292,1,0.9629761480954075,openchat,random,default,politicians
Barack Obama,499,3.9696969696969697,33,36,Simplicity,3,0.16,-815.7929238811872,1,0.8842975206611572,openchat,random,default,politicians
Abraham Lincoln,499,2.0,64,36,Simplicity,2,0.16,-1396.5721689621096,1,0.939453125,openchat,random,default,politicians
Richard Nixon,499,3.98,50,36,Simplicity,3,0.16,-1188.488546841991,1,0.9224,openchat,random,default,politicians
