Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Bernie Sanders,499,1.0,75,36,Simplicity,1,0.16,-1486.4071153484851,1,1.0,starling,none,default,politicians
George W. Bush,499,1.0,75,36,Simplicity,1,0.16,-1480.9267632606138,1,1.0,starling,none,default,politicians
Barack Obama,499,2.0,64,36,Simplicity,2,0.16,-1141.3224759267648,1,0.96923828125,starling,none,default,politicians
Abraham Lincoln,499,1.0,75,36,Simplicity,1,0.16,-1377.8724598117417,1,1.0,starling,none,default,politicians
Richard Nixon,499,1.0,68,36,Simplicity,1,0.16,-1370.7088094950884,1,1.0,starling,none,default,politicians
a salmon,499,1.0,85,36,Simplicity,1,0.16,-1242.0992700155127,1,1.0,starling,none,default,animals
an eagle,499,1.0,82,36,Simplicity,1,0.16,-1396.5952761107835,1,1.0,starling,none,default,animals
a seal,499,1.0,81,36,Simplicity,1,0.16,-1249.4484929791572,1,1.0,starling,none,default,animals
an ostrich,499,1.0,96,36,Simplicity,1,0.16,-1213.2726717049443,1,1.0,starling,none,default,animals
a whale,499,1.0,97,36,Simplicity,1,0.16,-1039.267288484765,1,1.0,starling,none,default,animals
a chicken,499,1.0,97,36,Simplicity,1,0.16,-1033.592905339484,1,1.0,starling,none,default,animals
a penguin,499,1.0,86,36,Simplicity,1,0.16,-1060.4458566871244,1,1.0,starling,none,default,animals
a robin,499,1.0,76,36,Simplicity,1,0.16,-812.1638349588143,1,1.0,starling,none,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-1250.9714054532394,1,1.0,starling,none,default,animals
a dolphin,499,1.0,82,36,Simplicity,1,0.16,-969.8264957419736,1,1.0,starling,none,default,animals
Hillary Clinton,499,2.0,74,36,Simplicity,2,0.16,-1494.1432213067617,1,0.973338203067933,starling,none,default,politicians
Donald Trump,499,1.0,72,36,Simplicity,1,0.16,-1563.1160304442606,1,1.0,starling,none,default,politicians
Joe Biden,499,1.0,80,36,Simplicity,1,0.16,-1334.3758144485012,1,1.0,starling,none,default,politicians
Elizabeth Warren,499,2.0,83,36,Simplicity,2,0.16,-1520.7220119572428,1,0.9761939323559296,starling,none,default,politicians
Ronald Reagan,499,1.0,92,36,Simplicity,1,0.16,-1870.1999147252504,1,1.0,starling,none,default,politicians
Bernie Sanders,499,1.0,94,36,Simplicity,1,0.16,-1819.5314064853544,1,1.0,starling,none,default,politicians
George W. Bush,499,2.0,77,36,Simplicity,2,0.16,-1527.0921908795838,1,0.9743632990386236,starling,none,default,politicians
Barack Obama,499,1.0,64,36,Simplicity,1,0.16,-1142.800359883006,1,1.0,starling,none,default,politicians
Abraham Lincoln,499,1.0,94,36,Simplicity,1,0.16,-1690.7533811833769,1,1.0,starling,none,default,politicians
Richard Nixon,499,1.0,68,36,Simplicity,1,0.16,-1370.7088094950884,1,1.0,starling,none,default,politicians
a salmon,499,2.0,25,36,Simplicity,2,0.16,-544.49731099636,1,0.9232,starling,none,1.5,animals
an eagle,499,3.96,25,36,Simplicity,3,0.16,-569.5338377005291,1,0.8496000000000001,starling,none,1.5,animals
a seal,499,2.0,25,36,Simplicity,2,0.16,-506.0558008834341,1,0.9232,starling,none,1.5,animals
an ostrich,499,2.0,25,36,Simplicity,2,0.16,-495.42549250074296,1,0.9232,starling,none,1.5,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-454.7235884642714,1,1.0,starling,none,1.5,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-373.3862942220451,1,1.0,starling,none,1.5,animals
a penguin,499,2.0,25,36,Simplicity,2,0.16,-531.1905936786088,1,0.9232,starling,none,1.5,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-460.2575787823831,1,1.0,starling,none,1.5,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-434.38357509026935,1,1.0,starling,none,1.5,animals
a dolphin,499,2.0,25,36,Simplicity,2,0.16,-460.4807321984856,1,0.8528,starling,none,1.5,animals
Hillary Clinton,499,6.88,25,36,Simplicity,4,0.16,-626.96625873696,1,0.7792000000000001,starling,none,1.5,politicians
Donald Trump,499,10.727272727272728,22,36,Simplicity,5,0.16,-575.7647529597534,1,0.6776859504132234,starling,none,1.5,politicians
Joe Biden,499,2.0,25,36,Simplicity,2,0.16,-530.9039703525524,1,0.9232,starling,none,1.5,politicians
Elizabeth Warren,499,3.96,25,36,Simplicity,3,0.16,-572.2740930411059,1,0.8496000000000001,starling,none,1.5,politicians
Ronald Reagan,499,6.88,25,36,Simplicity,4,0.16,-638.1080567011782,1,0.7792000000000001,starling,none,1.5,politicians
Bernie Sanders,499,6.88,25,36,Simplicity,4,0.16,-614.1762271701433,1,0.7792000000000001,starling,none,1.5,politicians
George W. Bush,499,2.0,25,36,Simplicity,2,0.16,-609.3807023205682,1,0.9232,starling,none,1.5,politicians
Barack Obama,499,2.0,24,36,Simplicity,2,0.16,-533.4359631297312,1,0.9201388888888892,starling,none,1.5,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-559.7059473662051,1,1.0,starling,none,1.5,politicians
Richard Nixon,499,3.96,25,36,Simplicity,3,0.16,-580.3105805721692,1,0.8496000000000001,starling,none,1.5,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-1004.2032385337664,1,1.0,starling,none,1.5,animals
an eagle,499,2.0,50,36,Simplicity,2,0.16,-1072.9329873918407,1,0.9608,starling,none,1.5,animals
a seal,499,1.0,49,36,Simplicity,1,0.16,-959.2947714810672,1,1.0,starling,none,1.5,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-889.6217904553232,1,1.0,starling,none,1.5,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-829.2313738011218,1,1.0,starling,none,1.5,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-700.8792446948527,1,1.0,starling,none,1.5,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-959.6700721212738,1,1.0,starling,none,1.5,animals
a robin,499,1.0,49,36,Simplicity,1,0.16,-797.1702964934186,1,1.0,starling,none,1.5,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-834.463669542141,1,1.0,starling,none,1.5,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-877.9847830795849,1,1.0,starling,none,1.5,animals
Hillary Clinton,499,3.9655172413793114,29,36,Simplicity,3,0.16,-708.3077630465598,1,0.8692033293697979,starling,none,1.5,politicians
Donald Trump,499,10.727272727272728,22,36,Simplicity,5,0.16,-575.7647529597534,1,0.6776859504132234,starling,none,1.5,politicians
Joe Biden,499,1.0,32,36,Simplicity,1,0.16,-664.7747710121031,1,1.0,starling,none,1.5,politicians
Elizabeth Warren,499,2.0,38,36,Simplicity,2,0.16,-862.5542490653663,1,0.9487534626038784,starling,none,1.5,politicians
Ronald Reagan,499,2.0,40,36,Simplicity,2,0.16,-981.8457013111564,1,0.95125,starling,none,1.5,politicians
Bernie Sanders,499,1.0,45,36,Simplicity,1,0.16,-1035.320562502664,1,1.0,starling,none,1.5,politicians
George W. Bush,499,2.0,28,36,Simplicity,2,0.16,-671.3226765439932,1,0.931122448979592,starling,none,1.5,politicians
Barack Obama,499,2.0,24,36,Simplicity,2,0.16,-533.4359631297312,1,0.9201388888888892,starling,none,1.5,politicians
Abraham Lincoln,499,2.0,44,36,Simplicity,2,0.16,-952.486462888493,1,0.9555785123966942,starling,none,1.5,politicians
Richard Nixon,499,1.0,34,36,Simplicity,1,0.16,-770.8817369537182,1,1.0,starling,none,1.5,politicians
a salmon,499,1.0,55,36,Simplicity,1,0.16,-1087.411526805524,1,1.0,starling,none,1.5,animals
an eagle,499,2.0,59,36,Simplicity,2,0.16,-1244.578455605143,1,0.9666762424590636,starling,none,1.5,animals
a seal,499,1.0,49,36,Simplicity,1,0.16,-959.2947714810672,1,1.0,starling,none,1.5,animals
an ostrich,499,1.0,66,36,Simplicity,1,0.16,-1148.8194192396145,1,1.0,starling,none,1.5,animals
a whale,499,1.0,63,36,Simplicity,1,0.16,-1045.4850353375464,1,1.0,starling,none,1.5,animals
a chicken,499,1.0,64,36,Simplicity,1,0.16,-891.8374265330693,1,1.0,starling,none,1.5,animals
a penguin,499,1.0,54,36,Simplicity,1,0.16,-1028.4553674362392,1,1.0,starling,none,1.5,animals
a robin,499,1.0,49,36,Simplicity,1,0.16,-797.1702964934186,1,1.0,starling,none,1.5,animals
a finch,499,1.0,73,36,Simplicity,1,0.16,-1199.901087909187,1,1.0,starling,none,1.5,animals
a dolphin,499,1.0,58,36,Simplicity,1,0.16,-1008.1901514766477,1,1.0,starling,none,1.5,animals
Hillary Clinton,499,3.9655172413793114,29,36,Simplicity,3,0.16,-708.3077630465598,1,0.8692033293697979,starling,none,1.5,politicians
Donald Trump,499,10.727272727272728,22,36,Simplicity,5,0.16,-575.7647529597534,1,0.6776859504132234,starling,none,1.5,politicians
Joe Biden,499,1.0,32,36,Simplicity,1,0.16,-664.7747710121031,1,1.0,starling,none,1.5,politicians
Elizabeth Warren,499,2.0,38,36,Simplicity,2,0.16,-862.5542490653663,1,0.9487534626038784,starling,none,1.5,politicians
Ronald Reagan,499,2.0,40,36,Simplicity,2,0.16,-981.8457013111564,1,0.95125,starling,none,1.5,politicians
Bernie Sanders,499,1.0,45,36,Simplicity,1,0.16,-1035.320562502664,1,1.0,starling,none,1.5,politicians
George W. Bush,499,2.0,28,36,Simplicity,2,0.16,-671.3226765439932,1,0.931122448979592,starling,none,1.5,politicians
Barack Obama,499,2.0,24,36,Simplicity,2,0.16,-533.4359631297312,1,0.9201388888888892,starling,none,1.5,politicians
Abraham Lincoln,499,2.0,44,36,Simplicity,2,0.16,-952.486462888493,1,0.9555785123966942,starling,none,1.5,politicians
Richard Nixon,499,1.0,34,36,Simplicity,1,0.16,-770.8817369537182,1,1.0,starling,none,1.5,politicians
a salmon,499,1.0,55,36,Simplicity,1,0.16,-1087.411526805524,1,1.0,starling,none,1.5,animals
an eagle,499,2.0,59,36,Simplicity,2,0.16,-1244.578455605143,1,0.9666762424590636,starling,none,1.5,animals
a seal,499,1.0,49,36,Simplicity,1,0.16,-959.2947714810672,1,1.0,starling,none,1.5,animals
an ostrich,499,1.0,66,36,Simplicity,1,0.16,-1148.8194192396145,1,1.0,starling,none,1.5,animals
a whale,499,1.0,63,36,Simplicity,1,0.16,-1045.4850353375464,1,1.0,starling,none,1.5,animals
a chicken,499,1.0,64,36,Simplicity,1,0.16,-891.8374265330693,1,1.0,starling,none,1.5,animals
a penguin,499,1.0,54,36,Simplicity,1,0.16,-1028.4553674362392,1,1.0,starling,none,1.5,animals
a robin,499,1.0,49,36,Simplicity,1,0.16,-797.1702964934186,1,1.0,starling,none,1.5,animals
a finch,499,1.0,73,36,Simplicity,1,0.16,-1199.901087909187,1,1.0,starling,none,1.5,animals
a dolphin,499,1.0,58,36,Simplicity,1,0.16,-1008.1901514766477,1,1.0,starling,none,1.5,animals
Hillary Clinton,499,2.0,29,36,Simplicity,2,0.16,-706.7743592565637,1,0.9334126040428063,starling,none,1.5,politicians
Donald Trump,499,18.93181818181818,22,36,Simplicity,7,0.16,-578.9478613512766,1,0.4834710743801652,starling,none,1.5,politicians
Joe Biden,499,2.0,32,36,Simplicity,2,0.16,-667.7271282395548,1,0.939453125,starling,none,1.5,politicians
Elizabeth Warren,499,2.0,38,36,Simplicity,2,0.16,-862.5542490653663,1,0.9487534626038784,starling,none,1.5,politicians
Ronald Reagan,499,2.0,40,36,Simplicity,2,0.16,-981.8457013111564,1,0.95125,starling,none,1.5,politicians
Bernie Sanders,499,1.0,45,36,Simplicity,1,0.16,-1035.320562502664,1,1.0,starling,none,1.5,politicians
George W. Bush,499,2.0,28,36,Simplicity,2,0.16,-668.585526109241,1,0.931122448979592,starling,none,1.5,politicians
Barack Obama,499,2.0,24,36,Simplicity,2,0.16,-533.4359631297312,1,0.9201388888888892,starling,none,1.5,politicians
Abraham Lincoln,499,3.977272727272728,44,36,Simplicity,3,0.16,-953.5684346449908,1,0.9121900826446282,starling,none,1.5,politicians
Richard Nixon,499,1.0,34,36,Simplicity,1,0.16,-770.8817369537182,1,1.0,starling,none,1.5,politicians
a salmon,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
an ostrich,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,starling,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a penguin,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a finch,499,1.0,4,36,Simplicity,1,0.16,-94.5085462916868,1,1.0,starling,none,2.0,animals
Joe Biden,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Barack Obama,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Abraham Lincoln,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
a salmon,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
an ostrich,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,starling,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a penguin,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a finch,499,1.0,4,36,Simplicity,1,0.16,-94.5085462916868,1,1.0,starling,none,2.0,animals
Joe Biden,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Barack Obama,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Abraham Lincoln,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
a salmon,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
an ostrich,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,starling,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a penguin,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a finch,499,1.0,4,36,Simplicity,1,0.16,-94.5085462916868,1,1.0,starling,none,2.0,animals
Joe Biden,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Barack Obama,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Abraham Lincoln,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
a salmon,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
an eagle,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,animals
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
an ostrich,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,starling,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a penguin,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,animals
a finch,499,1.0,4,36,Simplicity,1,0.16,-94.5085462916868,1,1.0,starling,none,2.0,animals
Joe Biden,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Elizabeth Warren,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,starling,none,2.0,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Barack Obama,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
Abraham Lincoln,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,starling,none,2.0,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,starling,none,2.0,politicians
a salmon,499,3.96,25,36,Simplicity,3,0.16,-553.075118803133,1,0.8496000000000001,starling,random,default,animals
an eagle,499,4.96,25,36,Simplicity,4,0.16,-553.1461801546648,1,0.6064,starling,random,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-522.6629829504179,1,1.0,starling,random,default,animals
an ostrich,499,2.0,25,36,Simplicity,2,0.16,-466.94428017509216,1,0.9232,starling,random,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-462.9996862184548,1,1.0,starling,random,default,animals
a chicken,499,2.0,25,36,Simplicity,2,0.16,-461.8627715189507,1,0.9232,starling,random,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-515.6583258987708,1,1.0,starling,random,default,animals
a robin,499,2.0,25,36,Simplicity,2,0.16,-415.5876172381392,1,0.5968,starling,random,default,animals
a finch,499,4.96,25,36,Simplicity,4,0.16,-449.08618858768926,1,0.4655999999999999,starling,random,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-473.7474032565631,1,1.0,starling,random,default,animals
Hillary Clinton,499,3.48,25,36,Simplicity,3,0.16,-590.4243535982337,1,0.7824,starling,random,default,politicians
Donald Trump,499,3.96,25,36,Simplicity,3,0.16,-600.1680790514451,1,0.8496000000000001,starling,random,default,politicians
Joe Biden,499,3.96,25,36,Simplicity,3,0.16,-553.3018706762932,1,0.8496000000000001,starling,random,default,politicians
Elizabeth Warren,499,6.88,25,36,Simplicity,4,0.16,-543.879039339668,1,0.7792000000000001,starling,random,default,politicians
Ronald Reagan,499,10.76,25,36,Simplicity,5,0.16,-591.5565027548457,1,0.7120000000000001,starling,random,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-591.3245316236051,1,1.0,starling,random,default,politicians
George W. Bush,499,10.76,25,36,Simplicity,5,0.16,-615.2959361620071,1,0.7120000000000001,starling,random,default,politicians
Barack Obama,499,6.88,25,36,Simplicity,4,0.16,-583.064967693067,1,0.7792000000000001,starling,random,default,politicians
Abraham Lincoln,499,3.96,25,36,Simplicity,3,0.16,-580.1296506048717,1,0.8496000000000001,starling,random,default,politicians
Richard Nixon,499,15.6,25,36,Simplicity,6,0.16,-580.4241392858451,1,0.6480000000000004,starling,random,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1019.4822647725548,1,0.9224,starling,random,default,animals
an eagle,499,3.0,50,36,Simplicity,3,0.16,-1028.3106410124394,1,0.7255999999999998,starling,random,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-978.9985997294128,1,0.9608,starling,random,default,animals
an ostrich,499,3.49,50,36,Simplicity,3,0.16,-899.4608847221729,1,0.8855999999999999,starling,random,default,animals
