Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
George W. Bush,499,1.0,75,36,Simplicity,1,0.16,-964.8457478418246,1,1.0,tulu-dpo,none,default,politicians
Barack Obama,499,1.0,73,36,Simplicity,1,0.16,-1084.8901407237915,1,1.0,tulu-dpo,none,default,politicians
Abraham Lincoln,499,1.0,75,36,Simplicity,1,0.16,-1106.961295277682,1,1.0,tulu-dpo,none,default,politicians
Richard Nixon,499,1.0,75,36,Simplicity,1,0.16,-993.9846887550152,1,1.0,tulu-dpo,none,default,politicians
a salmon,499,2.0,73,36,Simplicity,2,0.16,-1481.403110832332,1,0.9729780446612872,tulu-dpo,none,default,animals
an eagle,499,1.0,68,36,Simplicity,1,0.16,-931.5203629866298,1,1.0,tulu-dpo,none,default,animals
a seal,499,2.0,74,36,Simplicity,2,0.16,-1441.6606008772094,1,0.973338203067933,tulu-dpo,none,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-1226.8633349232032,1,1.0,tulu-dpo,none,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-1523.518954459158,1,1.0,tulu-dpo,none,default,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-1188.7495199713426,1,1.0,tulu-dpo,none,default,animals
a penguin,499,2.0,75,36,Simplicity,2,0.16,-1467.2524932835895,1,0.973688888888889,tulu-dpo,none,default,animals
a robin,499,1.0,66,36,Simplicity,1,0.16,-1054.2516735741506,1,1.0,tulu-dpo,none,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-1324.4836443834906,1,1.0,tulu-dpo,none,default,animals
a dolphin,499,2.0,75,36,Simplicity,2,0.16,-1645.64990767148,1,0.973688888888889,tulu-dpo,none,default,animals
Hillary Clinton,499,1.0,79,36,Simplicity,1,0.16,-1179.3464678162193,1,1.0,tulu-dpo,none,default,politicians
Donald Trump,499,1.0,71,36,Simplicity,1,0.16,-1163.9002286633122,1,1.0,tulu-dpo,none,default,politicians
Joe Biden,499,1.0,80,36,Simplicity,1,0.16,-1095.1208015150137,1,1.0,tulu-dpo,none,default,politicians
Elizabeth Warren,499,1.0,80,36,Simplicity,1,0.16,-1143.4672160356374,1,1.0,tulu-dpo,none,default,politicians
Ronald Reagan,499,1.0,91,36,Simplicity,1,0.16,-1186.3310607604178,1,1.0,tulu-dpo,none,default,politicians
Bernie Sanders,499,1.0,84,36,Simplicity,1,0.16,-1047.9598118504866,1,1.0,tulu-dpo,none,default,politicians
George W. Bush,499,1.0,83,36,Simplicity,1,0.16,-1060.8776011286593,1,1.0,tulu-dpo,none,default,politicians
Barack Obama,499,1.0,73,36,Simplicity,1,0.16,-1084.8901407237915,1,1.0,tulu-dpo,none,default,politicians
Abraham Lincoln,499,1.0,96,36,Simplicity,1,0.16,-1418.7716929873889,1,1.0,tulu-dpo,none,default,politicians
Richard Nixon,499,1.0,80,36,Simplicity,1,0.16,-1054.4493040095838,1,1.0,tulu-dpo,none,default,politicians
a salmon,499,1.0,73,36,Simplicity,1,0.16,-1479.84224805672,1,1.0,tulu-dpo,none,default,animals
an eagle,499,1.0,68,36,Simplicity,1,0.16,-931.5203629866298,1,1.0,tulu-dpo,none,default,animals
a seal,499,1.0,74,36,Simplicity,1,0.16,-1439.972858482377,1,1.0,tulu-dpo,none,default,animals
an ostrich,499,1.0,76,36,Simplicity,1,0.16,-1239.274203438899,1,1.0,tulu-dpo,none,default,animals
a whale,499,1.0,92,36,Simplicity,1,0.16,-1857.1753328900425,1,1.0,tulu-dpo,none,default,animals
a chicken,499,1.0,90,36,Simplicity,1,0.16,-1409.0203180601047,1,1.0,tulu-dpo,none,default,animals
a penguin,499,1.0,76,36,Simplicity,1,0.16,-1482.1965662084556,1,1.0,tulu-dpo,none,default,animals
a robin,499,1.0,66,36,Simplicity,1,0.16,-1054.2516735741506,1,1.0,tulu-dpo,none,default,animals
a finch,499,1.0,87,36,Simplicity,1,0.16,-1523.4488247827803,1,1.0,tulu-dpo,none,default,animals
a dolphin,499,1.0,76,36,Simplicity,1,0.16,-1666.8651151508957,1,1.0,tulu-dpo,none,default,animals
Hillary Clinton,499,1.0,25,36,Simplicity,1,0.16,-509.3871654237023,1,1.0,tulu-dpo,none,1.5,politicians
Donald Trump,499,2.0,25,36,Simplicity,2,0.16,-551.0528883585126,1,0.9232,tulu-dpo,none,1.5,politicians
Joe Biden,499,2.0,25,36,Simplicity,2,0.16,-495.7181548322999,1,0.9232,tulu-dpo,none,1.5,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-452.89590516655016,1,1.0,tulu-dpo,none,1.5,politicians
Ronald Reagan,499,2.0,25,36,Simplicity,2,0.16,-479.99837681205855,1,0.9232,tulu-dpo,none,1.5,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-428.0451397706382,1,1.0,tulu-dpo,none,1.5,politicians
George W. Bush,499,2.0,25,36,Simplicity,2,0.16,-536.8608346119008,1,0.9232,tulu-dpo,none,1.5,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-500.0583838395872,1,1.0,tulu-dpo,none,1.5,politicians
Abraham Lincoln,499,6.88,25,36,Simplicity,4,0.16,-557.2372097144042,1,0.7792000000000001,tulu-dpo,none,1.5,politicians
Richard Nixon,499,3.96,25,36,Simplicity,3,0.16,-509.0356508533637,1,0.8496000000000001,tulu-dpo,none,1.5,politicians
a salmon,499,3.96,25,36,Simplicity,3,0.16,-592.4311101880097,1,0.8496000000000001,tulu-dpo,none,1.5,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-468.9394110619751,1,1.0,tulu-dpo,none,1.5,animals
a seal,499,5.92,25,36,Simplicity,4,0.16,-581.9439685660772,1,0.7152,tulu-dpo,none,1.5,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-521.164088222682,1,1.0,tulu-dpo,none,1.5,animals
a whale,499,2.0,25,36,Simplicity,2,0.16,-600.342156409498,1,0.9232,tulu-dpo,none,1.5,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-471.82631114881895,1,1.0,tulu-dpo,none,1.5,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-579.454665252892,1,1.0,tulu-dpo,none,1.5,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-500.8436580605761,1,1.0,tulu-dpo,none,1.5,animals
a finch,499,3.96,25,36,Simplicity,3,0.16,-560.176349669765,1,0.8496000000000001,tulu-dpo,none,1.5,animals
a dolphin,499,10.76,25,36,Simplicity,5,0.16,-635.4461385816801,1,0.7120000000000001,tulu-dpo,none,1.5,animals
Hillary Clinton,499,1.0,49,36,Simplicity,1,0.16,-967.9377135435284,1,1.0,tulu-dpo,none,1.5,politicians
Donald Trump,499,1.0,27,36,Simplicity,1,0.16,-585.4479954742092,1,1.0,tulu-dpo,none,1.5,politicians
Joe Biden,499,1.0,46,36,Simplicity,1,0.16,-868.549510484481,1,1.0,tulu-dpo,none,1.5,politicians
Elizabeth Warren,499,1.0,38,36,Simplicity,1,0.16,-658.1815646852439,1,1.0,tulu-dpo,none,1.5,politicians
Ronald Reagan,499,1.0,45,36,Simplicity,1,0.16,-839.0182558435744,1,1.0,tulu-dpo,none,1.5,politicians
Bernie Sanders,499,1.0,34,36,Simplicity,1,0.16,-580.4494821788645,1,1.0,tulu-dpo,none,1.5,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-983.8082568700888,1,0.9608,tulu-dpo,none,1.5,politicians
Barack Obama,499,1.0,42,36,Simplicity,1,0.16,-794.1859682243428,1,1.0,tulu-dpo,none,1.5,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-1026.860918986953,1,1.0,tulu-dpo,none,1.5,politicians
Richard Nixon,499,1.0,38,36,Simplicity,1,0.16,-730.5669974067365,1,1.0,tulu-dpo,none,1.5,politicians
a salmon,499,2.0,26,36,Simplicity,2,0.16,-604.2340561669877,1,0.9260355029585798,tulu-dpo,none,1.5,animals
an eagle,499,1.0,32,36,Simplicity,1,0.16,-589.7930940624921,1,1.0,tulu-dpo,none,1.5,animals
a seal,499,2.0,33,36,Simplicity,2,0.16,-749.3632167615566,1,0.8861340679522498,tulu-dpo,none,1.5,animals
an ostrich,499,1.0,33,36,Simplicity,1,0.16,-664.7445165197686,1,1.0,tulu-dpo,none,1.5,animals
a whale,499,1.0,30,36,Simplicity,1,0.16,-694.4680030142789,1,1.0,tulu-dpo,none,1.5,animals
a chicken,499,2.0,30,36,Simplicity,2,0.16,-573.1274632045223,1,0.9355555555555556,tulu-dpo,none,1.5,animals
a penguin,499,2.0,43,36,Simplicity,2,0.16,-955.9029628108194,1,0.9545700378583016,tulu-dpo,none,1.5,animals
a robin,499,2.0,33,36,Simplicity,2,0.16,-654.289606230722,1,0.8861340679522498,tulu-dpo,none,1.5,animals
a finch,499,1.0,38,36,Simplicity,1,0.16,-806.0016890823932,1,1.0,tulu-dpo,none,1.5,animals
a dolphin,499,2.0,36,36,Simplicity,2,0.16,-889.8021079278755,1,0.9459876543209876,tulu-dpo,none,1.5,animals
Hillary Clinton,499,1.0,49,36,Simplicity,1,0.16,-967.9377135435284,1,1.0,tulu-dpo,none,1.5,politicians
Donald Trump,499,1.0,27,36,Simplicity,1,0.16,-585.4479954742092,1,1.0,tulu-dpo,none,1.5,politicians
Joe Biden,499,1.0,46,36,Simplicity,1,0.16,-868.549510484481,1,1.0,tulu-dpo,none,1.5,politicians
Elizabeth Warren,499,1.0,38,36,Simplicity,1,0.16,-658.1815646852439,1,1.0,tulu-dpo,none,1.5,politicians
Ronald Reagan,499,1.0,45,36,Simplicity,1,0.16,-839.0182558435744,1,1.0,tulu-dpo,none,1.5,politicians
Bernie Sanders,499,1.0,34,36,Simplicity,1,0.16,-580.4494821788645,1,1.0,tulu-dpo,none,1.5,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-983.8082568700888,1,0.9608,tulu-dpo,none,1.5,politicians
Barack Obama,499,1.0,42,36,Simplicity,1,0.16,-794.1859682243428,1,1.0,tulu-dpo,none,1.5,politicians
Abraham Lincoln,499,1.0,56,36,Simplicity,1,0.16,-1150.531619771667,1,1.0,tulu-dpo,none,1.5,politicians
Richard Nixon,499,1.0,38,36,Simplicity,1,0.16,-730.5669974067365,1,1.0,tulu-dpo,none,1.5,politicians
a salmon,499,2.0,26,36,Simplicity,2,0.16,-604.2340561669877,1,0.9260355029585798,tulu-dpo,none,1.5,animals
an eagle,499,1.0,32,36,Simplicity,1,0.16,-589.7930940624921,1,1.0,tulu-dpo,none,1.5,animals
a seal,499,2.0,33,36,Simplicity,2,0.16,-749.3632167615566,1,0.8861340679522498,tulu-dpo,none,1.5,animals
an ostrich,499,1.0,33,36,Simplicity,1,0.16,-664.7445165197686,1,1.0,tulu-dpo,none,1.5,animals
a whale,499,1.0,30,36,Simplicity,1,0.16,-694.4680030142789,1,1.0,tulu-dpo,none,1.5,animals
a chicken,499,2.0,30,36,Simplicity,2,0.16,-573.1274632045223,1,0.9355555555555556,tulu-dpo,none,1.5,animals
a penguin,499,2.0,43,36,Simplicity,2,0.16,-955.9029628108194,1,0.9545700378583016,tulu-dpo,none,1.5,animals
a robin,499,2.0,33,36,Simplicity,2,0.16,-654.289606230722,1,0.8861340679522498,tulu-dpo,none,1.5,animals
a finch,499,1.0,38,36,Simplicity,1,0.16,-806.0016890823932,1,1.0,tulu-dpo,none,1.5,animals
a dolphin,499,2.0,36,36,Simplicity,2,0.16,-889.8021079278755,1,0.9459876543209876,tulu-dpo,none,1.5,animals
Hillary Clinton,499,1.0,49,36,Simplicity,1,0.16,-967.9377135435284,1,1.0,tulu-dpo,none,1.5,politicians
Donald Trump,499,1.0,27,36,Simplicity,1,0.16,-585.4479954742092,1,1.0,tulu-dpo,none,1.5,politicians
Joe Biden,499,1.0,46,36,Simplicity,1,0.16,-868.549510484481,1,1.0,tulu-dpo,none,1.5,politicians
Elizabeth Warren,499,1.0,38,36,Simplicity,1,0.16,-658.1815646852439,1,1.0,tulu-dpo,none,1.5,politicians
Ronald Reagan,499,1.0,45,36,Simplicity,1,0.16,-839.0182558435744,1,1.0,tulu-dpo,none,1.5,politicians
Bernie Sanders,499,1.0,34,36,Simplicity,1,0.16,-580.4494821788645,1,1.0,tulu-dpo,none,1.5,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-983.8082568700888,1,0.9608,tulu-dpo,none,1.5,politicians
Barack Obama,499,1.0,42,36,Simplicity,1,0.16,-794.1859682243428,1,1.0,tulu-dpo,none,1.5,politicians
Abraham Lincoln,499,1.0,56,36,Simplicity,1,0.16,-1150.531619771667,1,1.0,tulu-dpo,none,1.5,politicians
Richard Nixon,499,1.0,38,36,Simplicity,1,0.16,-730.5669974067365,1,1.0,tulu-dpo,none,1.5,politicians
a salmon,499,1.0,26,36,Simplicity,1,0.16,-602.6980058155887,1,1.0,tulu-dpo,none,1.5,animals
an eagle,499,1.0,32,36,Simplicity,1,0.16,-589.7930940624921,1,1.0,tulu-dpo,none,1.5,animals
a seal,499,2.0,33,36,Simplicity,2,0.16,-749.0549320899127,1,0.9412304866850324,tulu-dpo,none,1.5,animals
an ostrich,499,1.0,33,36,Simplicity,1,0.16,-664.7445165197686,1,1.0,tulu-dpo,none,1.5,animals
a whale,499,2.0,30,36,Simplicity,2,0.16,-696.7291948895092,1,0.9355555555555556,tulu-dpo,none,1.5,animals
a chicken,499,1.0,30,36,Simplicity,1,0.16,-573.2122382715207,1,1.0,tulu-dpo,none,1.5,animals
a penguin,499,1.0,43,36,Simplicity,1,0.16,-948.4567728669548,1,1.0,tulu-dpo,none,1.5,animals
a robin,499,1.0,33,36,Simplicity,1,0.16,-654.4400101591822,1,1.0,tulu-dpo,none,1.5,animals
a finch,499,1.0,38,36,Simplicity,1,0.16,-806.0016890823932,1,1.0,tulu-dpo,none,1.5,animals
a dolphin,499,2.0,36,36,Simplicity,2,0.16,-893.669009829604,1,0.9459876543209876,tulu-dpo,none,1.5,animals
Hillary Clinton,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Ronald Reagan,499,3.2,5,36,Simplicity,3,0.16,-128.5706612871483,1,0.3600000000000001,tulu-dpo,none,2.0,politicians
George W. Bush,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,tulu-dpo,none,2.0,politicians
Barack Obama,499,3.8,5,36,Simplicity,3,0.16,-125.21873038099947,1,0.44,tulu-dpo,none,2.0,politicians
Abraham Lincoln,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,tulu-dpo,none,2.0,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-74.17899202262362,1,0.5555555555555556,tulu-dpo,none,2.0,politicians
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a finch,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
Hillary Clinton,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Ronald Reagan,499,3.2,5,36,Simplicity,3,0.16,-128.5706612871483,1,0.3600000000000001,tulu-dpo,none,2.0,politicians
George W. Bush,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,tulu-dpo,none,2.0,politicians
Barack Obama,499,3.8,5,36,Simplicity,3,0.16,-125.21873038099947,1,0.44,tulu-dpo,none,2.0,politicians
Abraham Lincoln,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,tulu-dpo,none,2.0,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-74.17899202262362,1,0.5555555555555556,tulu-dpo,none,2.0,politicians
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a finch,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
Hillary Clinton,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Ronald Reagan,499,3.2,5,36,Simplicity,3,0.16,-128.5706612871483,1,0.3600000000000001,tulu-dpo,none,2.0,politicians
George W. Bush,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,tulu-dpo,none,2.0,politicians
Barack Obama,499,3.8,5,36,Simplicity,3,0.16,-125.21873038099947,1,0.44,tulu-dpo,none,2.0,politicians
Abraham Lincoln,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,tulu-dpo,none,2.0,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-74.17899202262362,1,0.5555555555555556,tulu-dpo,none,2.0,politicians
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a finch,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
Hillary Clinton,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Donald Trump,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,politicians
Joe Biden,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Elizabeth Warren,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu-dpo,none,2.0,politicians
Ronald Reagan,499,3.2,5,36,Simplicity,3,0.16,-128.5706612871483,1,0.3600000000000001,tulu-dpo,none,2.0,politicians
George W. Bush,499,5.0,3,36,Simplicity,3,0.16,-76.65165496970222,1,0.3333333333333333,tulu-dpo,none,2.0,politicians
Barack Obama,499,3.8,5,36,Simplicity,3,0.16,-125.21873038099947,1,0.44,tulu-dpo,none,2.0,politicians
Abraham Lincoln,499,7.6,5,36,Simplicity,4,0.16,-129.0623227653603,1,0.28,tulu-dpo,none,2.0,politicians
Richard Nixon,499,2.333333333333333,3,36,Simplicity,2,0.16,-74.17899202262362,1,0.5555555555555556,tulu-dpo,none,2.0,politicians
an ostrich,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a finch,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu-dpo,none,2.0,animals
a salmon,499,2.0,25,36,Simplicity,2,0.16,-549.979245211068,1,0.9232,tulu-dpo,random,default,animals
an eagle,499,2.0,14,36,Simplicity,2,0.16,-197.5369348971968,1,0.8673469387755102,tulu-dpo,random,default,animals
a seal,499,2.0,14,36,Simplicity,2,0.16,-289.74315327350314,1,0.8673469387755102,tulu-dpo,random,default,animals
an ostrich,499,2.0,25,36,Simplicity,2,0.16,-410.1381009825305,1,0.9232,tulu-dpo,random,default,animals
a whale,499,9.263157894736842,19,36,Simplicity,5,0.16,-405.5317327108322,1,0.562326869806094,tulu-dpo,random,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-360.74087810112576,1,1.0,tulu-dpo,random,default,animals
a penguin,499,6.8125,16,36,Simplicity,4,0.16,-331.6492202953704,1,0.671875,tulu-dpo,random,default,animals
a robin,499,2.0,20,36,Simplicity,2,0.16,-334.0522449211195,1,0.905,tulu-dpo,random,default,animals
a finch,499,5.92,25,36,Simplicity,4,0.16,-452.14313587268873,1,0.7152,tulu-dpo,random,default,animals
a dolphin,499,2.0,17,36,Simplicity,2,0.16,-401.0404648987106,1,0.8892733564013842,tulu-dpo,random,default,animals
Hillary Clinton,499,2.0,25,36,Simplicity,2,0.16,-465.418075948697,1,0.8528,tulu-dpo,random,default,politicians
Donald Trump,499,2.0,25,36,Simplicity,2,0.16,-549.3567132047559,1,0.9232,tulu-dpo,random,default,politicians
